,name,year,quarter,sector,Relative Return,당기순이익 변화율,금리 변화율,국제유가 변화율,실업률 변화율,소비자물가지수 변화율,Label,Code
20,S&T모티브,2019,Q4,경기소비재,-0.07890522229681907,-0.29249412393815855,0.191387559808615,0.023897949297593923,-0.05357142857142849,5.380260221408914,-0.054531526435480926,064960
20,현대백화점,2019,Q4,경기소비재,-0.11216492702835382,0.5830587475300257,0.191387559808615,0.023897949297593923,-0.05357142857142849,5.380260221408914,0.03970793338255807,069960
20,금호타이어,2019,Q4,경기소비재,-0.11743188229530907,-0.4518133256033502,0.191387559808615,0.023897949297593923,-0.05357142857142849,5.380260221408914,-0.11378213043386226,073240
20,현대리바트,2019,Q4,경기소비재,-0.33155886642229326,-0.9538224827793221,0.191387559808615,0.023897949297593923,-0.05357142857142849,5.380260221408914,1.1460030830213608,079430
20,베이직하우스,2019,Q4,경기소비재,-0.3979986160310569,3.1896843242404884,0.191387559808615,0.023897949297593923,-0.05357142857142849,5.380260221408914,0.07292783291261803,084870
20,LF,2019,Q4,경기소비재,-0.3083489898790833,7.083558444113661,0.191387559808615,0.023897949297593923,-0.05357142857142849,5.380260221408914,0.06553749597682654,093050
20,한세실업,2019,Q4,경기소비재,-0.3446181455405536,-2.663862214659095,0.191387559808615,0.023897949297593923,-0.05357142857142849,5.380260221408914,0.15557246101179156,105630
20,영원무역,2019,Q4,경기소비재,-0.2170333537851926,-1.4196550874629925,0.191387559808615,0.023897949297593923,-0.05357142857142849,5.380260221408914,0.057069531959936526,111770
20,GKL,2019,Q4,경기소비재,-0.1690956803446493,-0.24934713743868542,0.191387559808615,0.023897949297593923,-0.05357142857142849,5.380260221408914,-0.060763834271872125,114090
20,한국타이어,2019,Q4,경기소비재,-0.3217294519455759,-1.2816195734684381,0.191387559808615,0.023897949297593923,-0.05357142857142849,5.380260221408914,0.02173407717340775,161390
