,name,year,quarter,sector,Relative Return,금리 변화율,주택가격 변화율,국제유가 변화율,실업률 변화율,소비자물가지수 변화율,환율 변화율,Label,Code
8,경방,2022,Q4,경기소비재,-0.015779626136757832,0.11445954938682568,-0.021797350308607855,-0.12070563315019511,0.023809523809523725,-0.11456608043309557,0.01431559495807777,-0.05075163065633926,000050
8,한국타이어월드와이드,2022,Q4,경기소비재,-0.05457576397169826,0.11445954938682568,-0.021797350308607855,-0.12070563315019511,0.023809523809523725,-0.11456608043309557,0.01431559495807777,0.04704054396149173,000240
8,기아차,2022,Q4,경기소비재,0.16996704520573117,0.11445954938682568,-0.021797350308607855,-0.12070563315019511,0.023809523809523725,-0.11456608043309557,0.01431559495807777,0.11084148040708677,000270
8,SK네트웍스,2022,Q4,경기소비재,0.039444218410868585,0.11445954938682568,-0.021797350308607855,-0.12070563315019511,0.023809523809523725,-0.11456608043309557,0.01431559495807777,0.025948287350597267,001740
8,넥센타이어,2022,Q4,경기소비재,0.05304448707738941,0.11445954938682568,-0.021797350308607855,-0.12070563315019511,0.023809523809523725,-0.11456608043309557,0.01431559495807777,0.14645767932000284,002350
8,일신방직,2022,Q4,경기소비재,0.2541788765844919,0.11445954938682568,-0.021797350308607855,-0.12070563315019511,0.023809523809523725,-0.11456608043309557,0.01431559495807777,-0.06536431941289537,003200
8,쌍용차,2022,Q4,경기소비재,0.0,0.11445954938682568,-0.021797350308607855,-0.12070563315019511,0.023809523809523725,-0.11456608043309557,0.01431559495807777,0.0,003620
8,한솔홀딩스,2022,Q4,경기소비재,0.01577219283522478,0.11445954938682568,-0.021797350308607855,-0.12070563315019511,0.023809523809523725,-0.11456608043309557,0.01431559495807777,-0.057138712873934336,004150
8,신세계,2022,Q4,경기소비재,-0.004501769986062963,0.11445954938682568,-0.021797350308607855,-0.12070563315019511,0.023809523809523725,-0.11456608043309557,0.01431559495807777,-0.05916883963494138,004170
8,세방전지,2022,Q4,경기소비재,0.23811265633220116,0.11445954938682568,-0.021797350308607855,-0.12070563315019511,0.023809523809523725,-0.11456608043309557,0.01431559495807777,0.030740159975824806,004490
8,조광피혁,2022,Q4,경기소비재,0.017470721292549653,0.11445954938682568,-0.021797350308607855,-0.12070563315019511,0.023809523809523725,-0.11456608043309557,0.01431559495807777,-0.01757296417821786,004700
8,현대차,2022,Q4,경기소비재,0.03507395094661494,0.11445954938682568,-0.021797350308607855,-0.12070563315019511,0.023809523809523725,-0.11456608043309557,0.01431559495807777,0.1625501261126868,005380
8,에스엘,2022,Q4,경기소비재,-0.20658044446095197,0.11445954938682568,-0.021797350308607855,-0.12070563315019511,0.023809523809523725,-0.11456608043309557,0.01431559495807777,0.2625216443275829,005850
8,동아타이어,2022,Q4,경기소비재,0.1420023270632949,0.11445954938682568,-0.021797350308607855,-0.12070563315019511,0.023809523809523725,-0.11456608043309557,0.01431559495807777,-0.010042012977869802,007340
8,서연,2022,Q4,경기소비재,0.4854545034186941,0.11445954938682568,-0.021797350308607855,-0.12070563315019511,0.023809523809523725,-0.11456608043309557,0.01431559495807777,0.1357405586895126,007860
8,호텔신라,2022,Q4,경기소비재,0.08616230172227207,0.11445954938682568,-0.021797350308607855,-0.12070563315019511,0.023809523809523725,-0.11456608043309557,0.01431559495807777,0.027152477936989855,008770
8,한샘,2022,Q4,경기소비재,0.2280126134690762,0.11445954938682568,-0.021797350308607855,-0.12070563315019511,0.023809523809523725,-0.11456608043309557,0.01431559495807777,-0.09954028325980965,009240
8,모토닉,2022,Q4,경기소비재,0.1380744008389,0.11445954938682568,-0.021797350308607855,-0.12070563315019511,0.023809523809523725,-0.11456608043309557,0.01431559495807777,-0.00043641934367581736,009680
8,화신,2022,Q4,경기소비재,0.16628078205642297,0.11445954938682568,-0.021797350308607855,-0.12070563315019511,0.023809523809523725,-0.11456608043309557,0.01431559495807777,0.33871152305409663,010690
8,현대위아,2022,Q4,경기소비재,-0.08536472003780006,0.11445954938682568,-0.021797350308607855,-0.12070563315019511,0.023809523809523725,-0.11456608043309557,0.01431559495807777,0.04138724448866944,011210
8,현대모비스,2022,Q4,경기소비재,0.024720731635329344,0.11445954938682568,-0.021797350308607855,-0.12070563315019511,0.023809523809523725,-0.11456608043309557,0.01431559495807777,-0.004036470219109925,012330
8,에스원,2022,Q4,경기소비재,-0.11639364341564651,0.11445954938682568,-0.021797350308607855,-0.12070563315019511,0.023809523809523725,-0.11456608043309557,0.01431559495807777,-0.004050059905922039,012750
8,한온시스템,2022,Q4,경기소비재,0.05138460650563711,0.11445954938682568,-0.021797350308607855,-0.12070563315019511,0.023809523809523725,-0.11456608043309557,0.01431559495807777,0.10636061757194201,018880
8,대교,2022,Q4,경기소비재,0.10892748720312813,0.11445954938682568,-0.021797350308607855,-0.12070563315019511,0.023809523809523725,-0.11456608043309557,0.01431559495807777,-0.04212243357621947,019680
8,한섬,2022,Q4,경기소비재,-0.0025610501554348755,0.11445954938682568,-0.021797350308607855,-0.12070563315019511,0.023809523809523725,-0.11456608043309557,0.01431559495807777,0.01419732671902986,020000
8,코웨이,2022,Q4,경기소비재,-0.09228379109716646,0.11445954938682568,-0.021797350308607855,-0.12070563315019511,0.023809523809523725,-0.11456608043309557,0.01431559495807777,-0.04274815674428206,021240
8,롯데쇼핑,2022,Q4,경기소비재,-0.0596959442468507,0.11445954938682568,-0.021797350308607855,-0.12070563315019511,0.023809523809523725,-0.11456608043309557,0.01431559495807777,-0.012205086867058443,023530
8,삼성물산,2022,Q4,경기소비재,-0.07638541067999186,0.11445954938682568,-0.021797350308607855,-0.12070563315019511,0.023809523809523725,-0.11456608043309557,0.01431559495807777,-0.023137648077198036,028260
8,세종공업,2022,Q4,경기소비재,0.09190221673647223,0.11445954938682568,-0.021797350308607855,-0.12070563315019511,0.023809523809523725,-0.11456608043309557,0.01431559495807777,0.41996850497005983,033530
8,강원랜드,2022,Q4,경기소비재,-0.16316983941119673,0.11445954938682568,-0.021797350308607855,-0.12070563315019511,0.023809523809523725,-0.11456608043309557,0.01431559495807777,-0.09722541744959796,035250
8,한라홀딩스,2022,Q4,경기소비재,-0.03200931989221556,0.11445954938682568,-0.021797350308607855,-0.12070563315019511,0.023809523809523725,-0.11456608043309557,0.01431559495807777,0.04639098597599858,060980
8,S&T모티브,2022,Q4,경기소비재,0.06905931342222485,0.11445954938682568,-0.021797350308607855,-0.12070563315019511,0.023809523809523725,-0.11456608043309557,0.01431559495807777,0.013432648144472314,064960
8,현대백화점,2022,Q4,경기소비재,-0.07868827140159483,0.11445954938682568,-0.021797350308607855,-0.12070563315019511,0.023809523809523725,-0.11456608043309557,0.01431559495807777,-0.05568660044513515,069960
8,금호타이어,2022,Q4,경기소비재,0.02641936837357102,0.11445954938682568,-0.021797350308607855,-0.12070563315019511,0.023809523809523725,-0.11456608043309557,0.01431559495807777,0.43124905149881104,073240
