,name,year,quarter,sector,Relative Return,당기순이익 변화율,금리 변화율,국제유가 변화율,소비자물가지수 변화율,실업률 변화율,환율 변화율,Label,Code
24,경방,2018,Q4,경기소비재,-0.1629344263704438,0.48663529704532893,-0.10693799508331026,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,0.005036357567736793,0.11455147885393055,000050
24,한국타이어월드와이드,2018,Q4,경기소비재,-0.0506737404824085,-0.04189399880934053,-0.10693799508331026,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,0.005036357567736793,0.08965665710338488,000240
24,기아차,2018,Q4,경기소비재,0.22795072871432775,-2.7990326352716064,-0.10693799508331026,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,0.005036357567736793,0.22830130454072456,000270
24,SK네트웍스,2018,Q4,경기소비재,0.3400931170081977,-2.7435360392893253,-0.10693799508331026,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,0.005036357567736793,-0.09688784689682635,001740
24,넥센타이어,2018,Q4,경기소비재,0.241326723931849,0.12208261502707862,-0.10693799508331026,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,0.005036357567736793,0.0004960052998084635,002350
24,일신방직,2018,Q4,경기소비재,0.005589660608578798,-1.9122682435217393,-0.10693799508331026,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,0.005036357567736793,0.03029305301134629,003200
24,쌍용차,2018,Q4,경기소비재,0.32012017264805376,-0.8646559507146662,-0.10693799508331026,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,0.005036357567736793,-0.07444480172650844,003620
24,한솔홀딩스,2018,Q4,경기소비재,0.02052034384400168,-8.68421931305464,-0.10693799508331026,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,0.005036357567736793,0.03098410010931751,004150
24,신세계,2018,Q4,경기소비재,0.3031447869038626,1.2625166566534016,-0.10693799508331026,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,0.005036357567736793,0.01117437377182113,004170
24,세방전지,2018,Q4,경기소비재,0.24015805408108187,0.49429457999889403,-0.10693799508331026,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,0.005036357567736793,0.008287281005574285,004490
24,조광피혁,2018,Q4,경기소비재,-0.07997202840138608,0.167617004742864,-0.10693799508331026,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,0.005036357567736793,0.08499873047564444,004700
24,현대차,2018,Q4,경기소비재,0.12899400140422393,-3.589458108446148,-0.10693799508331026,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,0.005036357567736793,0.102010224728518,005380
24,에스엘,2018,Q4,경기소비재,0.4509960743545008,-0.6543146937470246,-0.10693799508331026,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,0.005036357567736793,0.07427327785973833,005850
24,동아타이어,2018,Q4,경기소비재,0.02874454282913656,7.7073778275377585,-0.10693799508331026,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,0.005036357567736793,0.019260594952952174,007340
24,서연,2018,Q4,경기소비재,0.11284548963860136,37.49187719505975,-0.10693799508331026,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,0.005036357567736793,0.05081974853804182,007860
24,호텔신라,2018,Q4,경기소비재,0.2776833179481378,-0.008257494990813408,-0.10693799508331026,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,0.005036357567736793,0.14586987385132502,008770
24,한샘,2018,Q4,경기소비재,0.7603968473223803,0.08582608443319484,-0.10693799508331026,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,0.005036357567736793,-0.0230980003797071,009240
24,모토닉,2018,Q4,경기소비재,0.4428512313652952,-0.2885987043137527,-0.10693799508331026,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,0.005036357567736793,-0.01343692974302671,009680
24,화신,2018,Q4,경기소비재,0.16558823118302113,-1.276700541660231,-0.10693799508331026,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,0.005036357567736793,0.27859153025733047,010690
24,현대위아,2018,Q4,경기소비재,0.21673591776710588,-1.4446745522289566,-0.10693799508331026,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,0.005036357567736793,0.10413962685792014,011210
24,현대모비스,2018,Q4,경기소비재,0.08640462942354761,-0.14139231330985935,-0.10693799508331026,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,0.005036357567736793,0.047248319966613245,012330
24,에스원,2018,Q4,경기소비재,0.04812257814149633,-1.3726129076680829,-0.10693799508331026,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,0.005036357567736793,0.0012070118771123836,012750
24,한온시스템,2018,Q4,경기소비재,0.021458358135049007,-3.963863322526013,-0.10693799508331026,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,0.005036357567736793,0.041415698621213734,018880
24,대교,2018,Q4,경기소비재,-0.10171477356152701,-2.4026187101260303,-0.10693799508331026,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,0.005036357567736793,0.006264398126471695,019680
24,한섬,2018,Q4,경기소비재,0.12556742012122202,1.170192516121896,-0.10693799508331026,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,0.005036357567736793,0.017406338330909637,020000
24,코웨이,2018,Q4,경기소비재,0.3848523906175775,-0.33913361320954816,-0.10693799508331026,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,0.005036357567736793,-0.17206384934555607,021240
24,롯데쇼핑,2018,Q4,경기소비재,-0.21466142980196493,-2.6209198939108487,-0.10693799508331026,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,0.005036357567736793,-0.023811371515613446,023530
24,삼성물산,2018,Q4,경기소비재,-0.011377361097779403,0.14323581411636965,-0.10693799508331026,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,0.005036357567736793,-0.04465644193814866,028260
24,세종공업,2018,Q4,경기소비재,0.22959789301876993,1.282025624251232,-0.10693799508331026,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,0.005036357567736793,0.06660563976621106,033530
24,강원랜드,2018,Q4,경기소비재,0.041071296090214274,-0.7981649711530061,-0.10693799508331026,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,0.005036357567736793,0.02596855806185134,035250
24,한라홀딩스,2018,Q4,경기소비재,-0.019414900860753995,1.8187717992208725,-0.10693799508331026,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,0.005036357567736793,0.030435582601728642,060980
24,S&T모티브,2018,Q4,경기소비재,0.3239516344518176,0.5638990470134508,-0.10693799508331026,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,0.005036357567736793,0.09674205503875594,064960
24,현대백화점,2018,Q4,경기소비재,0.1433861109050291,-0.6435236900126631,-0.10693799508331026,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,0.005036357567736793,-0.07455743203715856,069960
24,금호타이어,2018,Q4,경기소비재,-0.14984386757044035,226.3711970042683,-0.10693799508331026,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,0.005036357567736793,0.02392803294769609,073240
24,현대리바트,2018,Q4,경기소비재,0.08521544023435842,-0.4389125786046977,-0.10693799508331026,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,0.005036357567736793,-0.015751332449097565,079430
24,베이직하우스,2018,Q4,경기소비재,-0.32573761808712093,9.85031480508332,-0.10693799508331026,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,0.005036357567736793,0.12002097741669004,084870
24,LF,2018,Q4,경기소비재,0.0563137746654243,1.284023395672222,-0.10693799508331026,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,0.005036357567736793,-0.00648911126085782,093050
24,한세실업,2018,Q4,경기소비재,0.49599133564172077,-6.297703509602991,-0.10693799508331026,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,0.005036357567736793,0.07853281573833085,105630
24,영원무역,2018,Q4,경기소비재,-0.1007726755409914,-1.5191121838913964,-0.10693799508331026,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,0.005036357567736793,0.15019807567287738,111770
24,GKL,2018,Q4,경기소비재,-0.009900303311878397,-0.7451034898434952,-0.10693799508331026,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,0.005036357567736793,-0.013008090289797013,114090
24,한국타이어,2018,Q4,경기소비재,-0.11881570955950324,0.24200444348861128,-0.10693799508331026,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,0.005036357567736793,0.01406696231717049,161390
