,name,year,quarter,sector,Relative Return,Relative Return,이익잉여금 변화율,매출액 변화율,비유동자산 변화율,유동자산 변화율,비유동부채 변화율,Label,Code
18,경방,2020,Q2,경기소비재,-0.11949602641425311,-0.11949602641425311,0.01785872188126625,0.30734160826130696,0.034937376128248765,0.03277419568390494,0.007077124870782825,-0.04972281080367345,000050
18,한국타이어월드와이드,2020,Q2,경기소비재,0.17887525823928324,0.17887525823928324,0.0035229063030155494,-0.7326854408852457,-0.0020947488147727844,-0.11075986837113128,0.07648360772166574,0.09946325091362876,000240
18,기아차,2020,Q2,경기소비재,0.2820034409833542,0.2820034409833542,0.008634321083591079,0.061424711222518136,0.006722978302771576,0.24047897002975605,0.1092892085898105,0.28144566446315256,000270
18,SK네트웍스,2020,Q2,경기소비재,-0.16485254278946523,-0.16485254278946523,0.09842754822443789,-0.2238999667470173,0.012490805596643506,-0.3289298417869747,-0.13977162936961196,-0.15667416286792887,001740
18,넥센타이어,2020,Q2,경기소비재,-0.2194786602537222,-0.2194786602537222,-0.0022864847421788514,-0.3261208079598594,-0.008139516137367298,-0.049974560328041595,-0.09408782486708978,-0.10818050616280883,002350
18,일신방직,2020,Q2,경기소비재,-0.039558888572430256,-0.039558888572430256,-0.0031543756665440847,-0.2186400544241942,0.002627693536808806,-0.043129304338365926,-0.021679883787003806,0.013137356282461495,003200
18,쌍용차,2020,Q2,경기소비재,1.1475752829593002,1.1475752829593002,0.015617971817980969,0.0876408755396636,-0.0597914429605686,0.3054995225467614,0.09614393424300038,0.05434615790742354,003620
18,한솔홀딩스,2020,Q2,경기소비재,0.0,0.0,0.026603638613871272,0.25338630824833075,0.007072017542589348,-0.03895720738485986,-0.31858159835837474,-0.06821692492436532,004150
18,신세계,2020,Q2,경기소비재,-0.3411164959296861,-0.3411164959296861,0.04692362375769066,0.06866736725228195,0.04477643733519865,0.032044155278109665,0.22252781870467486,-0.01335102321451399,004170
18,세방전지,2020,Q2,경기소비재,-0.23055813537132558,-0.23055813537132558,0.021092587661114326,-0.1255009889905534,0.036787129463959456,-0.033439843717991025,0.09614518529907778,0.033279213579657234,004490
18,조광피혁,2020,Q2,경기소비재,-0.03116321254671417,-0.03116321254671417,0.012467904423434373,-0.00351059214015359,0.06900924091902572,0.0323276723877548,0.5715169794941886,-0.03951025331075196,004700
18,현대차,2020,Q2,경기소비재,0.5815536658709104,0.5815536658709104,0.00960252752191959,0.07593327340705724,0.00754007063277351,0.029906454431202878,0.24405818081861685,0.0024384504696965334,005380
18,에스엘,2020,Q2,경기소비재,0.0,0.0,0.0030525765884390488,-0.16180424576693941,0.00789339676289269,-0.03803734878379239,0.03003704670465157,0.17871246884897807,005850
18,동아타이어,2020,Q2,경기소비재,-0.26810690946718485,-0.26810690946718485,0.006572911058945197,-0.14559161918893548,0.006400297960332368,-0.18765363181357286,0.07959200717209303,-0.07814674985982636,007340
18,서연,2020,Q2,경기소비재,2.100204851641662,2.100204851641662,0.03649047452342269,-0.49924349501333265,-0.0016788498907402971,-0.03922558147155786,-0.10437465450164951,-0.06976127962477041,007860
18,호텔신라,2020,Q2,경기소비재,-0.29105556854533865,-0.29105556854533865,-0.07451969289984062,-0.3544651049630153,0.04094206849926585,-0.11676701304523518,0.3847057708245387,-0.02297878699844906,008770
18,한샘,2020,Q2,경기소비재,-0.13472281127513192,-0.13472281127513192,0.03441195666291219,0.035953300289022216,0.044131351817500164,-0.1656932914790067,0.11546005717984875,-0.12045129421722403,009240
18,모토닉,2020,Q2,경기소비재,-0.19905705757395148,-0.19905705757395148,0.007102552566930376,-0.05821719012878657,-0.1123460550844968,0.015098839726304325,-0.28761974703624626,0.4618886834972739,009680
18,화신,2020,Q2,경기소비재,-0.002349902925805003,-0.002349902925805003,-0.037259815689697495,-0.07355309088089046,0.03132419234089978,0.0764626899442793,0.3291370685834334,0.03021622824747431,010690
18,현대위아,2020,Q2,경기소비재,0.11961346480027463,0.11961346480027463,-0.008319848424199638,-0.2475462346143491,-0.00015715714279218584,-0.012647560175681805,0.007933317497152537,-0.03448982181810133,011210
18,현대모비스,2020,Q2,경기소비재,0.06706091224772204,0.06706091224772204,0.00986354221334551,-0.039197111273783114,0.014113644223368471,-0.0391423370228654,0.031972105371698145,0.014754982134379764,012330
