code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,차입부채,이자비용,상각후원가측정금융자산,금융상품관련순손익
9540,현대중공업,중공업,2021,Q4,2022-03-14,"1,840,381,425,000","9,268,756,933,000","11,109,138,358,000","221,237,071,000","110,885,359,000","332,122,430,000","16,352,611,450,000","10,777,015,928,000",80420241000.0,19701564000.0,,93634524000.0,93634524000.0,"353,865,580,000",,,,,,,,,,,,
10140,삼성중공업,중공업,2021,Q4,2022-03-10,"5,381,314,001,998","6,510,823,564,150","11,892,137,566,148","6,731,070,939,033","938,361,667,175","7,669,432,606,208","-1,356,322,933,076","4,222,704,959,940",1824114565786.0,-230286013438.0,-213854797127.0,-260758106921.0,-260758106921.0,"880,114,845,000",,,,,,,,,,,,
10620,현대미포조선,중공업,2021,Q4,2022-03-14,"2,158,881,358,000","1,699,092,017,000","3,857,973,375,000","1,647,347,942,000","54,428,390,000","1,701,776,332,000","1,597,653,061,000","2,156,197,043,000",853585769000.0,-78742780000.0,-103681937000.0,-79100447000.0,-79100447000.0,"199,710,745,000",,,,,,,,,,,,
12450,한화테크윈,중공업,2021,Q4,2022-03-18,"1,375,649,529,047","3,764,554,933,788","5,140,204,462,835","1,255,227,498,216","1,794,127,457,318","3,049,354,955,534","1,461,001,061,634","2,090,849,507,301",354059637184.0,-2292569337.0,-52678088033.0,-19590593193.0,-19590593193.0,"265,650,000,000",,,,,,,,,,,,
17800,현대엘리베이,중공업,2021,Q4,2022-03-21,"858,979,432,088","1,418,975,969,833","2,277,955,401,921","834,645,707,144","296,192,660,856","1,130,838,368,000","318,699,936,042","1,147,117,033,921",433514064692.0,29668033814.0,74588731143.0,53474534130.0,53474534130.0,"212,235,955,000",,,,,,,,,,,,
34020,두산중공업,중공업,2021,Q4,2022-03-22,"3,683,979,645,346","10,347,891,473,639","14,031,871,118,985","7,143,995,571,285","1,186,291,212,803","8,330,286,784,088","160,783,900,485","5,701,584,334,897",1053714240052.0,-29598361016.0,-311193604534.0,-101081179909.0,-101081179909.0,"2,675,624,980,000",,,,,,,,,,,,
42660,대우조선해양,중공업,2021,Q4,2022-03-14,"6,419,034,518,369","4,021,762,464,658","10,440,796,983,027","7,375,443,771,539","937,703,481,595","8,313,147,253,134","-1,062,232,180,809","2,127,649,729,893",1345672472947.0,-510551108560.0,-402561210151.0,-389837809365.0,-389837809365.0,"541,453,345,000",,,,,,,,,,,,
42670,두산인프라코어,중공업,2021,Q4,2022-03-11,"1,494,608,356,255","2,008,663,862,644","3,503,272,218,899","1,809,320,853,195","602,945,613,712","2,412,266,466,907","409,257,789,989","1,091,005,751,992",912990839671.0,18201320982.0,-59719074068.0,175047607012.0,175047607012.0,"197,434,567,000",,,,,,,,,,,,
64350,현대로템,중공업,2021,Q4,2022-03-15,"2,635,565,752,000","1,398,692,487,000","4,034,258,239,000","2,064,464,094,000","743,035,873,000","2,807,499,967,000","-92,671,191,000","1,226,758,272,000",764882736000.0,31641984000.0,25372300000.0,43250238000.0,43250238000.0,"545,711,465,000",,,,,,,,,,,,
82740,두산엔진,중공업,2021,Q4,2022-03-16,"346,614,993,763","445,773,774,182","792,388,767,945","428,139,573,891","155,419,715,744","583,559,289,635","-69,699,531,664","208,829,478,310",195576555190.0,-7195507617.0,-14997706388.0,-12734818642.0,-12734818642.0,"46,721,246,000",,,,,,,,,,,,
97230,한진중공업,중공업,2021,Q4,2022-03-17,"948,911,000,000","1,432,133,000,000","2,381,044,000,000","947,510,000,000","1,001,336,000,000","1,948,846,000,000","-1,356,822,000,000","432,198,000,000",513126000000.0,-93138000000.0,-101749000000.0,-81512000000.0,-81512000000.0,"416,371,000,000",,,,,,,,,,,,
