,name,year,quarter,sector,Relative Return,당기순이익(손실) 변화율,부채총계 변화율,비유동자산 변화율,유동자산 변화율,법인세차감전 순이익 변화율,Label,Code
24,SK하이닉스,2018,Q4,정보기술,0.013620315698057415,-0.26364043282968397,0.09215235438066038,0.095773582265958,0.04553956025938999,-0.2727642075279936,0.022116044834338114,000660
24,LG,2018,Q4,정보기술,0.11076262153853225,0.9678177691309986,-0.29837483601230985,-0.002510917896369369,-0.03261845386533668,-0.7770667979244857,-0.03998054592638056,003550
24,한솔테크닉스,2018,Q4,정보기술,-0.015083028676038336,-9.331453751843602,-0.1809963601460357,-0.0956295067111026,-0.24474662685938675,-8.03877097890117,-0.10454769372988504,004710
24,삼성전자,2018,Q4,정보기술,-0.022224584059598457,-0.40526783990047344,-0.043775870818475004,0.0227146164073897,-0.022769145574165872,-0.4348647740362809,-0.02107237114168848,005930
24,삼성SDI,2018,Q4,정보기술,-0.041232484812600945,1.5815274708739526,0.04906719564053441,0.03476591199386059,0.006278375979100748,1.5588436479719552,0.035160041458900955,006400
24,대덕전자,2018,Q4,정보기술,0.07095004237252954,22.800655258464708,0.599302369868713,1.449266837790549,0.4760339945099086,17.450203558170347,0.09486984104543747,008060
24,삼성전기,2018,Q4,정보기술,-0.0925596562907381,-0.4449448060730731,-0.13158729018300497,0.024062960819031698,-0.11488833031015011,-0.5645278228854012,-0.03290288743577899,009150
24,LG이노텍,2018,Q4,정보기술,0.12074609283818175,-0.19938061425389908,-0.09465227889017924,-0.04493592278010583,-0.0540992774916319,-0.3795133872944192,-0.036996867470063546,011070
24,삼성에스디에스,2018,Q4,정보기술,0.24125099060953142,-0.11692416038089748,0.0611481290586009,-0.004598999392210978,0.03889461765395463,-0.04093057272039291,-0.09472040782301007,018260
24,일진머티리얼즈,2018,Q4,정보기술,-0.2608954266112403,-0.2179599719101124,0.01411865548276503,0.05947430436795953,-0.021727744493910017,-0.2650284053375611,-0.07611249262822245,020150
24,신도리코,2018,Q4,정보기술,0.01480141337080514,0.041950007248301446,-0.08011009800472613,-0.01374327120786123,0.0032503804564980587,-0.35861913732725204,0.09859518580070091,029530
24,LG디스플레이,2018,Q4,정보기술,0.051815114210444616,0.376659648519744,-0.05420144274396699,-0.00628310575291402,-0.0879547793748604,-0.7986868911818804,-0.06921067875846332,034220
24,SK,2018,Q4,정보기술,-0.02744038902663689,4.525275880189175,-0.002286521628365068,0.027033630591327906,-0.10976291813063643,3.589240148091787,-0.03859359535774201,034730
24,한미반도체,2018,Q4,정보기술,-0.10086187709617259,-0.44998694144624374,-0.2545376855296382,0.020755262171659128,-0.06829834943515545,-0.5606774435679487,0.020535195476559645,042700
24,LG전자,2018,Q4,정보기술,0.053427617929294735,-6.019311952803472,-0.005975562983851046,0.01895296100298527,-0.15063498038787348,-6.756272812711734,-0.017636574388479785,066570
