,name,sector,year,quarter,Relative Return,자산총계 변화율,비유동자산 변화율,실업률 변화율,소비자물가지수 변화율,발행할 주식 총수 변화율,주식액면가액 변화율,기초 소유 주식 수 변화율,기말 소유주식 지분율 변화율,증자주식수 변화율,Label,Code
23,Samsung_SDS,IT 서비스,2019,Q1,0.010532364393164032,-0.044912654874621705,-0.10402229325083101,-0.01754385964912264,0.6874179652905958,0.23790258529500652,0.09838631306395318,0.24916138825575662,0.2622229168534279,0.09838631306395329,0.09648385946551702,018260
22,NAVER_Corp,IT 서비스,2019,Q1,-0.02038332392994724,-0.0725583190554362,-0.06294687155673429,-0.01754385964912264,0.6874179652905958,0.22604474846687694,-1.0580265927780097,0.45513824588567253,0.17767472360504766,0.5992063910814526,-0.02506421551936506,035420
22,NCSOFT,IT 서비스,2019,Q1,0.17953662630715087,-0.11455230586787724,-0.09458262124412853,-0.01754385964912264,0.6874179652905958,0.3193487643108246,0.26506401782430333,-1.3737255638569104,-1.6268351646826424,-0.31048680540797213,0.017957250733337128,036570
