,name,sector,year,quarter,Relative Return,자산총계 변화율,비유동자산 변화율,실업률 변화율,소비자물가지수 변화율,발행할 주식 총수 변화율,주식액면가액 변화율,기초 소유 주식 수 변화율,기말 소유주식 지분율 변화율,증자주식수 변화율,Label,Code
19,Samsung_SDS,IT 서비스,2020,Q1,-0.05339095075171696,0.017119415956018735,0.011391031975465093,-0.00943396226415083,-2.326416414584117,0.20983899347069357,-0.01778165793473807,0.2217945808046905,0.2349201797702969,-0.01778165793473807,-0.036352440333097064,018260
18,NAVER_Corp,IT 서비스,2020,Q1,0.10973865804718319,-0.04844037384140765,-0.02761488786806332,-0.00943396226415083,-2.326416414584117,0.20075960945385862,-1.1020998850384878,0.35446814188386644,0.30252117739366846,0.5828897298970759,0.10167669419989352,035420
18,NCSOFT,IT 서비스,2020,Q1,-0.03600061014889884,-0.06742699003152519,-0.004947838004881966,-0.00943396226415083,-2.326416414584117,0.2941781694625284,0.2378859641063098,-1.4620668562314627,-1.7262497314866616,-0.041921832157856054,0.39796205705352206,036570
