,name,sector,year,quarter,Relative Return,자산총계 변화율,비유동자산 변화율,실업률 변화율,소비자물가지수 변화율,발행할 주식 총수 변화율,주식액면가액 변화율,기초 소유 주식 수 변화율,기말 소유주식 지분율 변화율,증자주식수 변화율,Label,Code
32,Samsung_SDS,IT 서비스,2016,Q4,0.022019523346768405,-0.018705905541932744,-0.03477549535572089,0.06896551724137923,-0.9720054193181309,-0.4675097070875569,-0.48658666433285247,-0.5417547990166103,-0.5145505490002711,-0.4865866643328478,-0.09313191975305,018260
31,NAVER_Corp,IT 서비스,2016,Q4,0.18728549726476207,-0.001854857757588979,-0.006415577372424153,0.06896551724137923,-0.9720054193181309,-0.423570673338203,-1.5785350955957949,0.567210205690014,-0.48257687350147305,0.6749714528990896,-0.12422382193239259,035420
31,NCSOFT,IT 서비스,2016,Q4,0.18784250233127525,-0.054089347123121634,0.033002235800522195,0.06896551724137923,-0.9720054193181309,-0.6429000384431154,-0.5215501328015928,-3.781755666213858,-3.0070412982440837,0.2815948356428498,-0.17416751070225092,036570
