,name,sector,year,quarter,Relative Return,자산총계 변화율,비유동자산 변화율,실업률 변화율,소비자물가지수 변화율,발행할 주식 총수 변화율,주식액면가액 변화율,기초 소유 주식 수 변화율,기말 소유주식 지분율 변화율,증자주식수 변화율,Label,Code
13,Samsung_SDS,IT 서비스,2021,Q3,-0.09632698669243511,-0.006280779864990205,-0.003112365868906064,0.1504424778761062,-0.01761921683046319,-0.06916092631201698,-0.06916092631201698,-0.0691609263120172,-0.06916092631201698,-0.06916092631201698,-0.04418348527349884,018260
12,NAVER_Corp,IT 서비스,2021,Q3,0.059454488394569356,-0.05058060610826054,-0.07831780652241926,0.1504424778761062,-0.01761921683046319,-0.06987954563496013,-0.07144588170245592,-0.06846489009185941,-0.070141045029257,-0.06886470627537045,0.014127480611279636,035420
12,NCSOFT,IT 서비스,2021,Q3,-0.12584566579723958,-0.08343652263672485,-0.015005768478024484,0.1504424778761062,-0.01761921683046319,-0.06938847926426028,-0.06938847926426028,-0.06938847926426028,-0.06938847926426028,-0.06938847926426028,-0.18052554212472427,036570
