,name,sector,year,quarter,자산총계변화율,비유동자산변화율,비유동부채변화율,유동자산변화율,부채총계변화율,전체 주주 수변화율,전체 주식 수변화율,발행할 주식 총수변화율,1인평균급여변화율,자기주식수변화율,Label,Code
24,Samsung_SDS,IT 서비스,2018,Q4,-0.022143059962152822,0.004598999392210978,0.23330737718149208,-0.03889461765395463,-0.0611481290586009,-0.022524227340263492,-0.023335900226530537,-0.1933356043385761,-0.05980502669556498,-0.17102736686073072,0.010532364393164032,018260
23,NAVER_Corp,IT 서비스,2018,Q4,0.03221949419410752,-0.01733092727553598,0.059690312360360154,0.18443316745124605,0.2219958677889473,0.014790914395436783,-0.04384950367692064,-0.4740274338118464,-0.20034271886828248,-1.3915543256798526,-0.02038332392994724,035420
23,NCSOFT,IT 서비스,2018,Q4,0.028547113066796137,0.013345937310821898,0.2004434467231152,0.04260016979432424,-0.006284650849222695,-0.000687491751734548,-0.00019080177427399647,-0.36922437853236856,-0.2492375779877296,-0.4762732003547385,0.17953662630715087,036570
