,0
Relative Return,0.14212688034307153
전체 주주 수변화율,0.059747849469032846
특정 증권 등 소유 증감 비율변화율,0.057875088632896025
주식액면가액변화율,0.05125511655961965
특정 증권 등 소유 비율변화율,0.049559781970877334
발행금액변화율,0.04088075374756984
보유 주식 수변화율,0.03958937692396629
