,Feature,Average_Importance
0,F_이익잉여금 변화율,0.09686082685916272
1,M_실업률 변화율,0.081515350700613
2,M_금리 변화율,0.07814132050249287
3,F_자본총계 변화율,0.07566759157454826
4,M_수출액 변화율,0.07052478378354594
5,F_유동자산 변화율,0.07029612951084076
