,name,sector,year,quarter,매출액변화율,영업이익변화율,비유동자산변화율,Code
21,Hyundai_Merchant_Marine,Transportation,2019,Q2,-0.055673549270965905,-0.13396105478870823,-0.08343471028312255,011200
