,name,sector,year,quarter,매출액변화율,영업이익변화율,비유동자산변화율,Code
11,Hyundai_Merchant_Marine,Transportation,2021,Q4,-0.10654725418051636,-0.19272683936634616,-0.2281118658163328,011200
