,name,sector,year,quarter,매출액변화율,영업이익변화율,비유동자산변화율,Code
25,Hyundai_Merchant_Marine,Transportation,2018,Q2,-0.10420970857869949,-0.188732042615265,-0.16618497722116587,011200
