,name,sector,year,quarter,매출액변화율,영업이익변화율,비유동자산변화율,Code
0,Hyundai_Merchant_Marine,Transportation,2024,Q3,-0.3427399470760817,-1.295161239429509,-0.010075579932693923,011200
