,name,sector,year,quarter,매출액변화율,영업이익변화율,비유동자산변화율,Code
15,Hyundai_Merchant_Marine,Transportation,2020,Q4,-0.15742578858564582,-1.0416069024061825,0.07256782192336408,011200
