,name,sector,year,quarter,매출액변화율,영업이익변화율,비유동자산변화율,Code
1,Hyundai_Merchant_Marine,Transportation,2024,Q2,-0.14479786241181158,-0.592822948471484,-0.021571403235237874,011200
