,name,sector,year,quarter,매출액변화율,영업이익변화율,비유동자산변화율,Code
2,Hyundai_Merchant_Marine,Transportation,2024,Q1,-0.13271994150172683,-8.37023170387115,-0.04131380512780791,011200
