,name,sector,year,quarter,매출액변화율,영업이익변화율,비유동자산변화율,Code
4,Hyundai_Merchant_Marine,Transportation,2023,Q3,0.0027071392359979685,0.5378781428674346,-0.07156116245203958,011200
