,name,sector,year,quarter,매출액변화율,영업이익변화율,비유동자산변화율,Code
12,Hyundai_Merchant_Marine,Transportation,2021,Q3,-0.3850897233219446,-0.6430260647335981,-0.1255362787472425,011200
