code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,차입부채,이자비용,상각후원가측정금융자산,금융상품관련순손익
210,대림산업,건설,2024,Q4,2025-03-17,"356,721,900,705","3,387,548,562,354","3,744,270,463,059","368,067,178,901","90,769,113,552","458,836,292,453","5,858,641,584,132","3,285,434,170,606",85061239919.0,77979289303.0,265531533073.0,186016264369.0,"138,709,995,000",187231250903.0,,,,,,,,,,,
720,현대건설,건설,2024,Q4,2025-03-12,"12,606,493,000,000","4,253,673,000,000","16,860,166,000,000","7,670,060,000,000","2,247,354,000,000","9,917,414,000,000","5,217,545,000,000","6,942,752,000,000",4110492000000.0,-407845000000.0,-181351000000.0,-112739000000.0,"562,052,000,000",18161000000.0,"53,000,000",,,,,,,,,,
2380,KCC,건설,2024,Q4,2025-03-13,"1,958,625,217,509","8,340,919,561,335","10,299,544,778,844","2,061,750,201,062","2,373,548,473,582","4,435,298,674,644","5,595,777,287,301","5,864,246,104,200",761041630103.0,70392117364.0,-156527118822.0,-61617961363.0,"48,084,660,000",-66922211991.0,,,,,,,,,,,
3300,한일시멘트,건설,2024,Q4,2025-03-18,"110,129,100,833","775,822,259,655","885,951,360,488","59,684,609,435","18,149,676,881","77,834,286,316","1,764,571,102,329","808,117,074,172",4686276331.0,-839962215.0,-1645041016.0,-3214606799.0,"33,359,554,000",-3674310419.0,,,,17410771826.0,,,,,,,
10780,아이에스동서,건설,2024,Q4,2025-03-19,"1,751,943,526,286","1,237,562,351,819","2,989,505,878,105","1,396,524,309,877","235,415,115,240","1,631,939,425,117","928,087,541,672","1,357,566,452,988",165740214158.0,10939599259.0,-229217345446.0,-213834234801.0,"15,446,303,000",-207347807033.0,,,,,,,,,,,
12630,현대산업,건설,2024,Q4,2025-03-18,"318,246,116,476","2,099,854,962,513","2,418,101,078,989","243,299,666,780","39,738,633,105","283,038,299,885","3,324,079,915,218","2,135,062,779,104",11536890830.0,5745996048.0,34839990096.0,23847759388.0,"298,708,605,000",11279950663.0,,,,,,,,,,,
28050,삼성엔지니어링,건설,2024,Q4,2025-03-12,"5,192,915,676,457","1,748,641,595,259","6,941,557,271,716","3,773,281,622,050","110,375,646,934","3,883,657,268,984","2,061,873,351,185","3,057,900,002,732",1629213293090.0,211563126568.0,59030343800.0,24626427312.0,"980,000,000,000",12820407772.0,,,,,,,,,,,
47040,대우건설,건설,2024,Q4,2025-03-18,"7,646,583,343,765","2,963,400,799,525","10,609,984,143,290","3,962,736,883,345","3,370,087,977,819","7,332,824,861,164","1,037,106,095,149","3,277,159,282,126",2361444630647.0,42413299591.0,37815174824.0,28620223413.0,"2,078,113,190,000",83094509965.0,,,,,,,,,,,
52690,한전기술,건설,2024,Q4,2025-03-21,"568,225,985,822","377,157,870,150","945,383,855,972","359,628,828,202","8,281,374,891","367,910,203,093","580,106,143,225","577,473,652,879",192635757567.0,26567960374.0,35274235345.0,26372781192.0,"7,644,000,000",26597429473.0,,,,,,,,,,,
108670,LG하우시스,건설,2024,Q4,2025-03-18,"831,040,000,000","1,034,037,000,000","1,865,077,000,000","692,570,000,000","443,088,000,000","1,135,658,000,000","68,765,000,000","729,419,000,000",766412000000.0,5682000000.0,-22446000000.0,-18400000000.0,"50,000,000,000",-31407000000.0,,,,,,,,,,,
