code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,차입부채,이자비용,상각후원가측정금융자산,금융상품관련순손익
210,대림산업,건설,2017,Q2,"6,474,139,990,761","4,809,265,846,559","11,283,405,837,320","4,853,383,712,751","1,716,130,571,563","6,569,514,284,314","3,985,856,456,022","4,713,891,553,006",2905198494889.0,133639240590.0,93375208589.0,3843687164.0,3843687164.0,,,,,,,,,,,,,
720,현대건설,건설,2017,Q2,"8,452,565,000,000","3,597,648,000,000","12,050,213,000,000","4,793,211,000,000","1,732,126,000,000","6,525,337,000,000","4,087,126,000,000","5,524,876,000,000",2532865000000.0,96836000000.0,132781000000.0,86768000000.0,86768000000.0,,,,,,,,,,,,,
2380,KCC,건설,2017,Q2,"1,926,541,308,075","7,882,109,211,588","9,808,650,519,663","2,261,956,528,255","1,104,777,142,349","3,366,733,670,604","4,219,562,086,884","6,441,916,849,059",884074853545.0,83478180670.0,93459715769.0,70362462167.0,70362462167.0,,,,,,,,,,,,,
3300,한일시멘트,건설,2017,Q2,"950,882,482,973","1,155,648,830,687","2,106,531,313,660","339,564,480,402","320,834,070,575","660,398,550,977","1,381,207,165,817","1,446,132,762,683",318878129597.0,42389385298.0,43329539958.0,36381575482.0,36381575482.0,,,,,,,,,,,,,
3410,쌍용양회,건설,2017,Q2,"635,922,710,683","2,075,939,790,664","2,711,862,501,347","670,474,033,945","354,166,141,396","1,024,640,175,341","524,329,847,091","1,687,222,326,006",279769793244.0,53551455647.0,106856222582.0,69562305081.0,69562305081.0,"505,403,280,000",,,,,,,,,,,,
10780,아이에스동서,건설,2017,Q2,"1,470,996,606,444","554,724,260,446","2,025,720,866,890","861,685,463,500","190,663,881,799","1,052,349,345,299","564,193,716,337","973,371,521,591",462662297954.0,88028160266.0,93226816841.0,68205333363.0,68205333363.0,"15,366,433,500",,,,,,,,,,,,
12630,현대산업,건설,2017,Q2,"3,142,906,939,140","1,783,302,270,531","4,926,209,209,671","1,733,924,396,671","532,003,276,703","2,265,927,673,374","2,323,921,854,536","2,660,281,536,297",1054529434993.0,117686777936.0,123626629690.0,93737182702.0,93737182702.0,"376,920,900,000",,,,,,,,,,,,
28050,삼성엔지니어링,건설,2017,Q2,"2,607,133,810,327","1,742,638,958,772","4,349,772,769,099","2,126,557,966,610","1,282,157,999,834","3,408,715,966,444","36,804,490,382","941,056,802,655",1081047436408.0,14044603195.0,22187091146.0,25618520875.0,25618520875.0,"980,000,000,000",,,,,,,,,,,,
47040,대우건설,건설,2017,Q2,"5,734,560,635,204","3,509,988,226,307","9,244,548,861,511","5,609,059,000,415","1,292,594,651,502","6,901,653,651,917","-18,951,865,990","2,342,895,209,594",3068876939374.0,247572131501.0,201932752972.0,148742597262.0,148742597262.0,,,,,,,,,,,,,
52690,한전기술,건설,2017,Q2,"263,910,262,293","511,813,640,301","775,723,902,594","237,686,511,932","112,520,972,806","350,207,484,738","428,004,148,415","425,516,417,856",118794918458.0,7105046547.0,7397439104.0,4419642624.0,4419642624.0,"7,644,000,000",,,,,,,,,,,,
108670,LG하우시스,건설,2017,Q2,"1,020,409,000,000","1,181,804,000,000","2,202,213,000,000","621,154,000,000","614,593,000,000","1,235,747,000,000","313,232,000,000","966,466,000,000",712384000000.0,37948000000.0,36944000000.0,29029000000.0,29029000000.0,"50,000,000,000",,,,,,,,,,,,
