code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,차입부채,이자비용,상각후원가측정금융자산,금융상품관련순손익
210,대림산업,건설,2025,Q1,2025-05-15,"379,398,114,294","3,387,234,994,365","3,766,633,108,659","386,778,796,459","91,288,946,528","478,067,742,987","5,861,765,747,628","3,288,565,365,672",29963561946.0,26665180610.0,25981140880.0,25823170296.0,"138,709,995,000",25830201866.0,,,,,,,,,,,
720,현대건설,건설,2025,Q1,2025-05-15,"12,626,880,000,000","4,195,283,000,000","16,822,163,000,000","7,833,763,000,000","2,041,357,000,000","9,875,120,000,000","5,216,608,000,000","6,947,043,000,000",3890930000000.0,52826000000.0,70702000000.0,63545000000.0,"562,052,000,000",71790000000.0,"23,000,000",,,,,,,,,,
2380,KCC,건설,2025,Q1,2025-05-15,"2,401,953,449,551","9,576,913,885,484","11,978,867,335,035","2,179,419,689,487","2,900,929,424,028","5,080,349,113,515","5,954,609,107,909","6,898,518,221,520",700063856807.0,61703137729.0,109114726856.0,106653594263.0,"48,084,660,000",782093890975.0,,,,,,,,,,,
3300,한일시멘트,건설,2025,Q1,2025-05-15,"160,563,434,970","775,076,380,312","935,639,815,282","87,506,140,472","17,328,844,217","104,834,984,689","1,886,706,823,602","830,804,830,593",51016581159.0,47068559755.0,48433465436.0,50981874533.0,"33,359,554,000",51360999341.0,,,,3948021404.0,,,,,,,
10780,아이에스동서,건설,2025,Q1,2025-05-15,"1,763,001,369,642","1,227,176,430,108","2,990,177,799,750","1,333,989,434,946","325,358,139,422","1,659,347,574,368","1,085,710,474,016","1,330,830,225,382",180193652344.0,29032653254.0,5530252246.0,2486781173.0,"15,446,303,000",4084870994.0,,,,,,,,,,,
12630,현대산업,건설,2025,Q1,2025-05-15,"362,531,720,203","2,099,651,706,627","2,462,183,426,830","261,715,277,201","40,323,243,717","302,038,520,918","3,349,038,741,064","2,160,144,905,912",38357187568.0,33579709934.0,46001808575.0,42419163770.0,"298,708,605,000",42676473378.0,,,,,,,,,,,
28050,삼성엔지니어링,건설,2025,Q1,2025-05-15,"5,172,092,829,693","1,796,583,860,242","6,968,676,689,935","3,849,188,474,474","106,254,697,303","3,955,443,171,777","2,000,012,034,192","3,013,233,518,158",1271175737539.0,72093784602.0,86406697125.0,67498683007.0,"980,000,000,000",84693515426.0,,,,,,,,,,,
47040,대우건설,건설,2025,Q1,2025-05-15,"7,849,414,608,379","2,920,613,343,807","10,770,027,952,186","3,954,701,779,157","3,518,154,998,173","7,472,856,777,330","1,059,803,549,251","3,297,171,174,856",1856763542818.0,99863834378.0,39634856206.0,22672356931.0,"2,078,113,190,000",20011892730.0,,,,,,,,,,,
52690,한전기술,건설,2025,Q1,2025-05-15,"536,884,354,546","359,552,250,696","896,436,605,242","287,354,954,991","8,515,580,608","295,870,535,599","603,191,928,606","600,566,069,643",102267262792.0,102267262792.0,102267262792.0,102267262792.0,"7,644,000,000",102267262792.0,,,,,,,,,,,
108670,LG하우시스,건설,2025,Q1,2025-05-15,"845,619,000,000","1,017,798,000,000","1,863,417,000,000","798,028,000,000","346,149,000,000","1,144,177,000,000","58,625,000,000","719,240,000,000",639770000000.0,6756000000.0,57000000.0,-287000000.0,"50,000,000,000",-148000000.0,,,,,,,,,,,
