video_id,published_at,view_count
ChQE9F9jbKA,2020-11-15T23:37:17Z,16232
88qCf2g71BI,2020-11-15T23:33:09Z,1833
8-SUVMOCW0s,2020-11-15T23:26:48Z,1106
deKmmSTC-a8,2020-11-14T04:53:26Z,2827
d_L4QBmSD7A,2020-11-14T04:50:12Z,2090
VsRGvHH3PtA,2020-11-14T02:00:02Z,83909
o_dXmALus_c,2020-11-13T08:51:02Z,1551
whn7j4lcNAc,2020-11-13T07:41:41Z,7062
mFfHc278KC4,2020-11-13T07:41:09Z,1473
HQPg9mH0gtM,2020-11-13T06:50:48Z,7644
ih5cOH1K5As,2020-11-13T06:49:26Z,3398
XdUFVrIvZ7I,2020-11-13T06:50:39Z,2901
vFt18ep2vGw,2020-11-13T06:46:11Z,6581
m9xnRAm9O4M,2020-11-13T06:41:52Z,2084
fHcCB2HMqxI,2020-11-13T04:53:09Z,2832
e52FMP4SYcs,2020-11-13T02:39:20Z,2296
pyOF01MjeNA,2020-11-13T02:03:03Z,3186
mdUAXYe4LeA,2020-11-13T02:00:37Z,1001
Hqkwe4e7O1Q,2020-11-12T23:21:25Z,2731
_clZ2qHl-5c,2020-11-12T23:18:38Z,3033
JxaPW0-Aw6A,2020-11-12T08:59:16Z,1474
KbbGYHyYvyA,2020-11-12T07:41:48Z,2569
l4mkguB9ngY,2020-11-12T07:31:18Z,1971
7gHeRB1wOIE,2020-11-12T06:32:19Z,2670
N5K6T3BunTg,2020-11-12T06:31:52Z,1935
C2q1l7u-HLg,2020-11-12T06:29:21Z,10012
y3L2vtdh9QQ,2020-11-12T06:28:38Z,4815
h79nCqf4Goo,2020-11-12T06:24:59Z,10879
2Q6jilgRASQ,2020-11-11T23:22:34Z,1467
UWj4PW4vzjg,2020-11-11T23:18:33Z,1673
bYv3xefB6X8,2020-11-11T23:17:21Z,4313
4Cbm-_xKIIM,2020-11-11T08:33:12Z,1400
1wycYgqZ5R8,2020-11-11T08:14:42Z,2629
oM0H64uUOkE,2020-11-11T08:09:08Z,1014
jaW_QbK3NyQ,2020-11-11T07:46:23Z,6697
XpdTuyzdeHE,2020-11-11T07:44:09Z,1655
rF1IjbwyFaU,2020-11-11T06:58:47Z,12634
lmpD7Mpq1dM,2020-11-11T06:39:11Z,2713
YXXosqFhHWo,2020-11-11T06:36:18Z,1184
TSo8b5D_MTo,2020-11-11T06:21:46Z,1257
ZG_B_Xpyubc,2020-11-11T06:20:11Z,1433
XsAWCo8VTXM,2020-11-11T04:59:16Z,1720
OtGaEb4tBQY,2020-11-11T04:55:23Z,1533
rffcrZcPctA,2020-11-11T04:49:37Z,1184
1IfJJ8AJTNo,2020-11-11T02:51:13Z,1132
WzgOPkg5zbM,2020-11-11T02:48:25Z,4110
MYECu-DnymM,2020-11-11T02:20:30Z,5932
WHbMyAR3mvk,2020-11-11T02:18:06Z,2601
4uSQ_TyQuWs,2020-11-10T23:44:12Z,2435
OMRWt7Zad10,2020-11-10T23:38:14Z,4577
R4yewuy7zQI,2020-11-10T23:37:11Z,6317
ntH8TPLhdN4,2020-11-10T07:42:47Z,3283
BMH7a73HpI8,2020-11-10T07:42:35Z,7055
SSnktkC53oE,2020-11-10T06:47:19Z,8097
nk3rMD9j0BY,2020-11-10T06:46:40Z,2765
8R9I-nDhJao,2020-11-10T06:45:54Z,1787
mNM5McRTAxM,2020-11-10T06:12:38Z,1025
3M_VG0qh2-o,2020-11-10T05:43:34Z,1017
v0uGeTwl39U,2020-11-10T03:19:26Z,3218
-5Ygq-Qf0Pw,2020-11-10T03:15:40Z,1782
BcJWaBLXZLk,2020-11-10T01:29:48Z,1016
Qlwe6EmBqdQ,2020-11-09T23:36:44Z,1676
NcVpJ20jgos,2020-11-09T23:32:06Z,8361
JQzuX5c_vps,2020-11-09T23:26:34Z,2084
OEkonaQI3WY,2020-11-09T08:17:17Z,1475
6md2XJKkZ-M,2020-11-09T07:42:25Z,9518
6ZmB2dymeEc,2020-11-09T07:41:28Z,9213
NaAESQk248k,2020-11-09T07:07:47Z,28421
REw19Kh6Bz8,2020-11-09T06:26:24Z,5639
Z19kiOffDmU,2020-11-09T06:22:37Z,7009
YFIB18Vcuek,2020-11-09T06:20:56Z,11134
PpbdHv72ofE,2020-11-09T03:07:32Z,1751
4d3f05fvtMM,2020-11-08T23:22:02Z,2440
OgdNlCGcF_g,2020-11-08T23:18:25Z,3797
uQESgRLzJHU,2020-11-06T11:39:03Z,8173
AW1HJ5k_C4w,2020-11-06T08:58:23Z,6186
oyEQ8SeEjKA,2020-11-06T07:48:20Z,2809
Rw4MjEm1SE0,2020-11-06T07:15:15Z,12975
mPsp0VXrESk,2020-11-06T06:45:33Z,3265
5t2MTiTyt_0,2020-11-06T06:46:12Z,1617
t6soz8d-JdQ,2020-11-06T06:38:48Z,2284
en7bHVJjg3U,2020-11-06T06:35:29Z,3939
gHEoXYVxS3Q,2020-11-06T06:35:34Z,2011
327D3mXvvF0,2020-11-06T06:29:17Z,5070
-VShvYouyyI,2020-11-06T06:28:38Z,4219
guxayPtyXEk,2020-11-06T03:03:17Z,9424
7AefGSW1u5A,2020-11-06T01:33:15Z,6237
HN_Zx5lewl4,2020-11-06T01:30:04Z,2302
ZHcozyhoJ1U,2020-11-06T01:27:13Z,3231
q9Oyzp3wgLo,2020-11-05T23:40:11Z,1054
r1CH9Ws2WA0,2020-11-05T23:38:27Z,4344
PPGWkEBRoXE,2020-11-05T23:33:42Z,3824
j_bi4iotT6o,2020-11-05T07:38:49Z,4036
zowBcPcf1Bg,2020-11-05T07:01:00Z,3759
jXMMkxO9ZvQ,2020-11-05T06:30:14Z,2939
1i4P7tikPmQ,2020-11-05T06:28:45Z,4774
IpS3L2aAcHY,2020-11-05T06:29:16Z,4681
yUTEeZEGWHY,2020-11-05T05:11:17Z,1767
MBtlL3m2kDE,2020-11-05T05:09:48Z,1647
-l4ZlVAYYnk,2020-11-05T04:42:10Z,8267
-GQMnXpieKU,2020-11-05T02:33:58Z,4252
9iIyeULorgg,2020-11-05T02:32:50Z,1057
gQ-4V5GEySM,2020-11-04T23:35:11Z,4347
jp03D4WjbRw,2020-11-04T23:33:12Z,1070
LGPqOPfIvxs,2020-11-04T23:28:43Z,1536
DHuM9EauiS4,2020-11-04T08:50:31Z,1878
JPo8HQceR-M,2020-11-04T07:12:58Z,7522
m7vI3m92Mq4,2020-11-04T07:11:03Z,2560
lswmM3rrU48,2020-11-04T07:10:33Z,6576
qgpT8TGTRM8,2020-11-04T04:54:36Z,1098
s7dNsnwYjro,2020-11-04T01:33:51Z,1496
uqbJAY8k7WE,2020-11-03T23:57:31Z,4658
XBUHzFp1m08,2020-11-03T23:56:39Z,2992
J0Harnzh5Rc,2020-11-03T23:54:26Z,1831
mLLwQaZBOtQ,2020-11-03T23:44:50Z,12167
Vf6QBTI0KTo,2020-11-03T08:46:43Z,2805
gWOgx_VnVA0,2020-11-03T07:46:54Z,1689
6a2sFYRpbXQ,2020-11-03T06:40:27Z,4486
Xdr_2cZiRlA,2020-11-03T06:40:54Z,3444
3wfYYE8UkSU,2020-11-03T06:42:05Z,7136
jUwNsYSvB8s,2020-11-03T05:02:35Z,1648
9CDZeLaQGQ0,2020-11-02T23:44:51Z,1600
