,0
Relative Return,0.10502368550994857
영업이익변화율,0.09100037563612101
유동자산변화율,0.079235579542706
매출액변화율,0.0784035157701833
비유동자산변화율,0.07745358915488158
부채총계변화율,0.07621296206570292
