접수번호,법인구분,회사코드,회사명,구분,발행할 주식 총수,현재까지 발행한 주식 총수,현재까지 감소한 주식의 총수,주식 수 감소,이익 소각,상환주식의 상환,기타,발행주식의 총수,자기주식수,유통주식수,결제일시,연도,분기
20160330000555,Y,00146083,일동홀딩스,보통주,"50,000,000","25,068,065",-,-,-,-,-,"25,068,065","831,575","24,236,490",2015-12-31,2015,Q4
20160330000555,Y,00146083,일동홀딩스,합계,"50,000,000","25,068,065",-,-,-,-,-,"25,068,065","831,575","24,236,490",2015-12-31,2015,Q4
20160330000555,Y,00146083,일동홀딩스,비고,-,-,-,-,-,-,-,-,-,-,2015-12-31,2015,Q4
20170331003243,Y,00146083,일동홀딩스,보통주,"50,000,000","25,068,065","17,845,253","17,845,253",-,-,-,"7,222,812","244,475","6,978,337",2016-12-31,2016,Q4
20170331003243,Y,00146083,일동홀딩스,합계,"50,000,000","25,068,065","17,845,253","17,845,253",-,-,-,"7,222,812","244,475","6,978,337",2016-12-31,2016,Q4
20170331003243,Y,00146083,일동홀딩스,비고,-,-,-,회사분할. 주),-,-,-,-,-,-,2016-12-31,2016,Q4
20180402001967,Y,00146083,일동홀딩스,보통주,"50,000,000","28,335,549","17,845,253","17,845,253",-,-,-,"10,490,296","244,475","10,245,821",2017-12-31,2017,Q4
20180402001967,Y,00146083,일동홀딩스,합계,"50,000,000","28,335,549","17,845,253","17,845,253",-,-,-,"10,490,296","244,475","10,245,821",2017-12-31,2017,Q4
20180402001967,Y,00146083,일동홀딩스,비고,-,-,-,회사분할. 주),-,-,-,-,-,-,2017-12-31,2017,Q4
20190401003491,Y,00146083,일동홀딩스,보통주,"50,000,000","28,335,549","17,845,253","17,845,253",-,-,-,"10,490,296","244,476","10,245,820",2018-12-31,2018,Q4
20190401003491,Y,00146083,일동홀딩스,합계,"50,000,000","28,335,549","17,845,253","17,845,253",-,-,-,"10,490,296","244,476","10,245,820",2018-12-31,2018,Q4
20190401003491,Y,00146083,일동홀딩스,비고,-,-,-,회사분할. 주),-,-,-,-,-,-,2018-12-31,2018,Q4
20200330004764,Y,00146083,일동홀딩스,보통주,"50,000,000","28,847,840","17,845,253","17,845,253",-,-,-,"11,002,587","246,315","10,756,272",2019-12-31,2019,Q4
20200330004764,Y,00146083,일동홀딩스,합계,"50,000,000","28,847,840","17,845,253","17,845,253",-,-,-,"11,002,587","246,315","10,756,272",2019-12-31,2019,Q4
20200330004764,Y,00146083,일동홀딩스,비고,-,-,-,주1)회사분할,-,-,-,-,-,-,2019-12-31,2019,Q4
20210319000013,Y,00146083,일동홀딩스,보통주,"50,000,000","29,385,653","17,845,253","17,845,253",-,-,-,"11,540,400","248,309","11,292,091",2020-12-31,2020,Q4
20210319000013,Y,00146083,일동홀딩스,우선주,-,-,-,-,-,-,-,-,-,-,2020-12-31,2020,Q4
20210319000013,Y,00146083,일동홀딩스,합계,"50,000,000","29,385,653","17,845,253","17,845,253",-,-,-,"11,540,400","248,309","11,292,091",2020-12-31,2020,Q4
20210319000013,Y,00146083,일동홀딩스,비고,-,-,-,주1) 회사분할,-,-,-,-,-,-,2020-12-31,2020,Q4
20220317001050,Y,00146083,일동홀딩스,당기말,"50,000,000","29,385,653","17,845,253","17,845,253",-,-,-,"11,540,400","248,309","11,292,091",2021-12-31,2021,Q4
20220317001050,Y,00146083,일동홀딩스,우선주,-,-,-,-,-,-,-,-,-,-,2021-12-31,2021,Q4
20220317001050,Y,00146083,일동홀딩스,합계,"50,000,000","29,385,653","17,845,253","17,845,253",-,-,-,"11,540,400","248,309","11,292,091",2021-12-31,2021,Q4
20220317001050,Y,00146083,일동홀딩스,비고,-,-,-,주1) 회사분할,-,-,-,-,-,-,2021-12-31,2021,Q4
20230316001183,Y,00146083,일동홀딩스,당기말,"50,000,000","29,385,653","17,845,253","17,845,253",-,-,-,"11,540,400","248,310","11,292,090",2022-12-31,2022,Q4
20230316001183,Y,00146083,일동홀딩스,우선주,-,-,-,-,-,-,-,-,-,-,2022-12-31,2022,Q4
20230316001183,Y,00146083,일동홀딩스,합계,"50,000,000","29,385,653","17,845,253","17,845,253",-,-,-,"11,540,400","248,310","11,292,090",2022-12-31,2022,Q4
20230316001183,Y,00146083,일동홀딩스,비고,-,-,-,주1) 회사분할,-,-,-,-,-,-,2022-12-31,2022,Q4
20240314001097,Y,00146083,일동홀딩스,보통주,"50,000,000","29,385,653","17,845,253","17,845,253",-,-,-,"11,540,400","248,310","11,292,090",2023-12-31,2023,Q4
20240314001097,Y,00146083,일동홀딩스,우선주,-,-,-,-,-,-,-,-,-,-,2023-12-31,2023,Q4
20240314001097,Y,00146083,일동홀딩스,합계,"50,000,000","29,385,653","17,845,253","17,845,253",-,-,-,"11,540,400","248,310","11,292,090",2023-12-31,2023,Q4
20240314001097,Y,00146083,일동홀딩스,비고,-,-,-,주1) 회사분할,-,-,-,-,-,-,2023-12-31,2023,Q4
20250318001009,Y,00146083,일동홀딩스,보통주,"50,000,000","29,385,653","17,845,253","17,845,253",-,-,-,"11,540,400","248,310","11,292,090",2024-12-31,2024,Q4
20250318001009,Y,00146083,일동홀딩스,우선주,-,-,-,-,-,-,-,-,-,-,2024-12-31,2024,Q4
20250318001009,Y,00146083,일동홀딩스,합계,"50,000,000","29,385,653","17,845,253","17,845,253",-,-,-,"11,540,400","248,310","11,292,090",2024-12-31,2024,Q4
20250318001009,Y,00146083,일동홀딩스,비고,-,-,-,주1) 회사분할,-,-,-,-,-,-,2024-12-31,2024,Q4
