접수번호,법인구분,회사코드,회사명,구분,발행할 주식 총수,현재까지 발행한 주식 총수,현재까지 감소한 주식의 총수,주식 수 감소,이익 소각,상환주식의 상환,기타,발행주식의 총수,자기주식수,유통주식수,결제일시,연도,분기
20171019000325,Y,00111704,한화오션,"보통주식
(의결권 있는 주식)","780,000,000","280,415,368","7,000,000","6,000,000","1,000,000",-,-,"273,415,368",-,"273,415,368",2015-12-31,2015,Q4
20171019000325,Y,00111704,한화오션,"우선주식
(의결권 없는 주식)","20,000,000","2,082,618","2,082,618",-,-,-,"2,082,618",-,-,-,2015-12-31,2015,Q4
20171019000325,Y,00111704,한화오션,합계,"800,000,000","275,497,986","9,082,618","6,000,000","1,000,000",-,"2,082,618","273,415,368",-,"273,415,368",2015-12-31,2015,Q4
20171019000325,Y,00111704,한화오션,비고,-,-,-,-,-,-,-,-,-,-,2015-12-31,2015,Q4
20171019000329,Y,00111704,한화오션,"보통주식
(의결권 있는 주식)","780,000,000","324,672,510","259,095,550","258,095,550","1,000,000",-,-,"65,576,960",-,"65,576,960",2016-12-31,2016,Q4
20171019000329,Y,00111704,한화오션,"우선주식
(의결권 없는 주식)","20,000,000","2,082,618","2,082,618",-,-,-,"2,082,618",-,-,-,2016-12-31,2016,Q4
20171019000329,Y,00111704,한화오션,합계,"800,000,000","326,755,128","261,178,168","258,095,550","1,000,000",-,"2,082,618","65,576,960",-,"65,576,960",2016-12-31,2016,Q4
20171019000329,Y,00111704,한화오션,비고,-,-,-,-,-,-,-,-,-,-,2016-12-31,2016,Q4
20180523000409,Y,00111704,한화오션,"보통주식
(의결권 있는 주식)","780,000,000","365,751,838","259,095,550","258,095,550","1,000,000",-,-,"106,656,288","16,207","106,640,081",2017-12-31,2017,Q4
20180523000409,Y,00111704,한화오션,"우선주식
(의결권 없는 주식)","20,000,000","2,082,618","2,082,618",-,-,-,"2,082,618",-,-,-,2017-12-31,2017,Q4
20180523000409,Y,00111704,한화오션,합계,"800,000,000","367,834,456","261,178,168","258,095,550","1,000,000",-,"2,082,618","106,656,288","16,207","106,640,081",2017-12-31,2017,Q4
20180523000409,Y,00111704,한화오션,비고,-,-,-,-,-,-,-,-,-,-,2017-12-31,2017,Q4
20190329004102,Y,00111704,한화오션,"보통주식
(의결권 있는 주식)","780,000,000","366,301,302","259,095,550","258,095,550","1,000,000",-,-,"107,205,752","16,207","107,189,545",2018-12-31,2018,Q4
20190329004102,Y,00111704,한화오션,"우선주식
(의결권 없는 주식)","20,000,000","2,082,618","2,082,618",-,-,-,"2,082,618",-,-,-,2018-12-31,2018,Q4
20190329004102,Y,00111704,한화오션,합계,"800,000,000","368,383,920","261,178,168","258,095,550","1,000,000",-,"2,082,618","107,205,752","16,207","107,189,545",2018-12-31,2018,Q4
20190329004102,Y,00111704,한화오션,비고,-,-,-,-,-,-,-,-,-,-,2018-12-31,2018,Q4
20200330003583,Y,00111704,한화오션,"보통주식
(의결권 있는 주식)","780,000,000","366,301,302","259,095,550","258,095,550","1,000,000",-,-,"107,205,752","16,207","107,189,545",2019-12-31,2019,Q4
20200330003583,Y,00111704,한화오션,"우선주식
(의결권 없는 주식)","20,000,000","2,082,618","2,082,618",-,-,-,"2,082,618",-,-,-,2019-12-31,2019,Q4
20200330003583,Y,00111704,한화오션,합계,"800,000,000","368,383,920","261,178,168","258,095,550","1,000,000",-,"2,082,618","107,205,752","16,207","107,189,545",2019-12-31,2019,Q4
20200330003583,Y,00111704,한화오션,비고,-,-,-,-,-,-,-,-,-,-,2019-12-31,2019,Q4
20210317001184,Y,00111704,한화오션,"보통주식
(의결권 있는주식)","780,000,000","366,386,219","259,095,550","258,095,550","1,000,000",-,-,"107,290,669","16,207","107,274,462",2020-12-31,2020,Q4
20210317001184,Y,00111704,한화오션,"우선주식
(의결권 없는주식)","20,000,000","2,082,618","2,082,618",-,-,-,"2,082,618",-,-,-,2020-12-31,2020,Q4
