Feature,Importance
F_자본금 변화율,0.480116076929383
M_금리 변화율,0.1757946629368615
M_실업률 변화율,0.12705123188584083
M_국제유가 변화율,0.12311301158746922
M_소비자물가지수 변화율,0.09392501666044531
