code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익
660,SK_Hynix,Electronics,2021,Q4,16833952000000.0,68138592000000.0,84972544000000.0,11947187000000.0,14287743000000.0,26234930000000.0,52976872000000.0,58737614000000.0,11897258000000.0,4130326000000.0,4631340000000.0,3306547000000.0,3306547000000.0,3657652000000.0,
3670,POSCO_Future_M,Electronics,2021,Q4,2051785743964.0,1709547303954.0,3761333047918.0,604654066630.0,825357809532.0,1430011876162.0,841990439486.0,2331321171756.0,525800036555.0,20592167072.0,11203414505.0,16405804424.0,16405804424.0,38731610000.0,
5930,Samsung_Electronics,Electronics,2021,Q4,73553416000000.0,177558768000000.0,251112184000000.0,53067303000000.0,4851149000000.0,57918452000000.0,188774335000000.0,193193732000000.0,55013869000000.0,9247751000000.0,10712382000000.0,8699494000000.0,8699494000000.0,897514000000.0,
6400,Samsung_SDI,Electronics,2021,Q4,4617780012536.0,12227216859338.0,16844996871874.0,3573102960244.0,1279023728012.0,4852126688256.0,356712130000.0,6439850669615.0,11992870183618.0,3300254487384.0,116290483169.0,174818575813.0,159551972726.0,159551972726.0,
9150,Samsung_Electro_Mechanics,Electronics,2021,Q4,3262888164080.0,3427175712744.0,6690063876824.0,1334595872310.0,80100048436.0,1414695920746.0,388003400000.0,5275367956078.0,2114641846966.0,316408725708.0,305751777706.0,216708826304.0,216708826304.0,760458156783.0,
15760,Korea_Electric_Power,Electronics,2021,Q4,9334187000000.0,106244330000000.0,115578517000000.0,24153183000000.0,44378744000000.0,68531927000000.0,4053578000000.0,29387880000000.0,47046590000000.0,15283956000000.0,-4181149000000.0,-4376125000000.0,-3375075000000.0,-3375075000000.0,
34220,LG_Display,Electronics,2021,Q4,8566656000000.0,20911466000000.0,29478122000000.0,13148969000000.0,5686335000000.0,18835304000000.0,6611853000000.0,10642818000000.0,8143712000000.0,101983000000.0,-73478000000.0,132187000000.0,132187000000.0,1789079000000.0,
66570,LG_Electronics,Electronics,2021,Q4,10613206000000.0,18980318000000.0,29593524000000.0,13657848000000.0,7045421000000.0,20703269000000.0,904169000000.0,4940122000000.0,8890255000000.0,6524236000000.0,514753000000.0,621261000000.0,54804000000.0,54804000000.0,
