,name,year,quarter,sector,Relative Return,자본금 변화율,보유 주식 수 변화율,금리 변화율,1인평균급여 변화율,증자주식수 변화율,자기주식수 변화율,Label,Code
22,경방,2019,Q2,경기소비재,-0.040084517690679194,0.0,0.0,-0.10064059339177356,0.0,0.0,0.0,-0.08417773824815472,000050
22,하이트진로,2019,Q2,생활소비재,0.0872777002159705,0.0,0.0,-0.10064059339177356,0.0,0.0,0.0,0.2802798329144396,000080
22,유한양행,2019,Q2,헬스케어,0.014660066264538203,0.0,0.0,-0.10064059339177356,0.0,0.0,0.0,-0.1288497439286522,000100
22,CJ대한통운,2019,Q2,산업재,-0.00792598073606629,0.0,0.0,-0.10064059339177356,0.0,0.0,0.0,0.013238908120392273,000120
22,두산,2019,Q2,산업재,-0.006592791977423865,0.0,0.0,-0.10064059339177356,0.0,0.0,0.0,-0.1135768162663077,000150
22,대림산업,2019,Q2,건설,0.03625771104643578,0.0,0.0,-0.10064059339177356,0.0,0.06277300494048577,0.0627730541334175,-0.12059862893574436,000210
22,일동제약,2019,Q2,헬스케어,-0.12989226784397004,0.0,0.0,-0.10064059339177356,0.0,0.0,0.0,-0.08599350809354075,000230
22,한국타이어월드와이드,2019,Q2,경기소비재,-0.06653944086627385,0.0,0.0,-0.10064059339177356,0.0,0.0,0.0,-0.14771301028660141,000240
22,기아차,2019,Q2,경기소비재,0.10098884400028099,0.04513470287197885,0.0,-0.10064059339177356,0.0,0.0,0.0,-0.11778577207084691,000270
22,조선내화,2019,Q2,철강_소재,-0.032241960721161575,0.0,0.0,-0.10064059339177356,0.0,0.0,0.0,-0.03144183754940612,000480
22,동아쏘시오홀딩스,2019,Q2,헬스케어,-0.1300372837390861,4.887351436888565e-07,0.0,-0.10064059339177356,0.0,0.0,0.05879032067832801,-0.04576887464125747,000640
22,SK하이닉스,2019,Q2,정보기술,0.05406992473683393,0.0,0.0,-0.10064059339177356,0.0,0.0,0.0,-0.01912626738862036,000660
22,영풍,2019,Q2,철강_소재,-0.08416705786724016,0.0,0.0,-0.10064059339177356,0.0,0.0,0.0,-0.07773391307052892,000670
22,현대건설,2019,Q2,건설,-0.0772442790625539,0.0,0.0,-0.10064059339177356,0.0,0.05797467341366791,0.0,-0.035704372441128854,000720
22,한화,2019,Q2,에너지_화학,-0.15130566166444795,0.0,0.0,-0.10064059339177356,0.0,0.0,0.0,0.02836554236532375,000880
22,CJ,2019,Q2,생활소비재,-0.22322779129095355,0.13382253380794373,0.0,-0.10064059339177356,0.0,0.0,0.0,0.0876596259759125,001040
22,LG상사,2019,Q2,산업재,-0.05394123799949756,0.0,0.0,-0.10064059339177356,0.0,0.0,0.0,-0.14225060387512825,001120
22,동국제강,2019,Q2,철강_소재,-0.028156933418816796,0.0,0.0,-0.10064059339177356,0.0,0.0,0.0,-0.10926373781301162,001230
22,세아베스틸,2019,Q2,철강_소재,-0.07357204114042606,0.0,0.0,-0.10064059339177356,0.0,0.0,0.0,-0.022017793378926218,001430
22,대상,2019,Q2,생활소비재,-0.045225165199967235,0.0,0.0,-0.10064059339177356,0.0,0.0,0.0,-0.016678527527980727,001680
22,SK네트웍스,2019,Q2,경기소비재,0.035223477066856856,0.0,0.0,-0.10064059339177356,0.0,0.0,0.0,0.05723596590228673,001740
22,오리온,2019,Q2,생활소비재,-0.10415342262919178,0.0,0.0,-0.10064059339177356,0.0,0.0,0.0,0.02043666881706442,001800
22,고려제강,2019,Q2,철강_소재,-0.008819440247763322,0.0,0.0,-0.10064059339177356,0.0,0.0,0.0,-0.1426712206449453,002240
22,넥센타이어,2019,Q2,경기소비재,-0.05602256155802762,0.0,0.0,-0.10064059339177356,0.0,0.0,0.0,-0.006226561336162936,002350
22,KCC,2019,Q2,건설,-0.1411779606192035,0.0,0.0,-0.10064059339177356,0.0,0.0,0.0,-0.0627374078954682,002380
22,아모레G,2019,Q2,생활소비재,-0.1419193800760003,0.0,0.0,-0.10064059339177356,0.0,0.0,0.0,0.3027252659402598,002790
22,한국쉘석유,2019,Q2,에너지_화학,0.047126003335580306,0.0,0.0,-0.10064059339177356,0.0,0.0,0.0,-0.037728287458142225,002960
22,부광약품,2019,Q2,헬스케어,-0.11057331901045478,0.0,0.0,-0.10064059339177356,0.0,0.0,0.0,-0.049339076952516575,003000
22,세아제강,2019,Q2,철강_소재,0.033505950736854154,0.0,0.0,-0.10064059339177356,0.0,0.0,0.0,-0.1571294559099436,003030
22,일신방직,2019,Q2,경기소비재,-0.08912750190341145,0.0,0.0,-0.10064059339177356,0.0,0.0,0.0,-0.23515143393192162,003200
22,태광산업,2019,Q2,에너지_화학,-0.22519583058794568,0.0,0.0,-0.10064059339177356,0.0,0.0,0.0,-0.04377677085914533,003240
22,한일시멘트,2019,Q2,건설,-0.08813786747095828,-0.00023732140686938408,0.0,-0.10064059339177356,0.0,0.0,0.0,-0.03312599588747128,003300
22,대한항공,2019,Q2,산업재,-0.2534840681909607,0.0,0.0,-0.10064059339177356,0.0,0.0,0.0,0.025140861976313933,003490
22,영진약품,2019,Q2,헬스케어,-0.2763510110479937,0.0,0.0,-0.10064059339177356,0.0,0.0,0.0,0.24044015239586103,003520
22,LG,2019,Q2,정보기술,0.023270959911615076,0.0,0.0,-0.10064059339177356,0.0,0.05806670912558576,0.0,-0.059076556994462875,003550
22,S&T중공업,2019,Q2,산업재,-0.12988144895052395,0.0,0.0,-0.10064059339177356,0.0,0.0,0.0,-0.12905589489096198,003570
22,쌍용차,2019,Q2,경기소비재,-0.26669851343738016,0.0,0.0,-0.10064059339177356,0.0,0.0,0.0,-0.3314040789789173,003620
22,남양유업,2019,Q2,생활소비재,-0.03722636073201374,0.0,0.0,-0.10064059339177356,0.0,0.05878938474089046,0.0,-0.21883060991489223,003920
22,삼성정밀화학,2019,Q2,에너지_화학,0.03075821555241501,0.0,0.0,-0.10064059339177356,0.0,0.0,0.0,-0.06714316158066486,004000
22,현대제철,2019,Q2,철강_소재,-0.08393815941872329,0.0,0.0,-0.10064059339177356,0.0,0.0,0.0,-0.23592363470412236,004020
22,한솔홀딩스,2019,Q2,경기소비재,-0.006378103177246568,0.017769850998938352,0.0,-0.10064059339177356,0.0,0.0,0.0,-0.12828546915520633,004150
22,신세계,2019,Q2,경기소비재,-0.2235193800760003,0.0,0.0,-0.10064059339177356,0.0,0.0,0.0,0.06796373283963282,004170
22,농심,2019,Q2,생활소비재,-0.10368408595835324,0.0,0.0,-0.10064059339177356,0.0,0.0,0.0,-0.00952486751588151,004370
22,세방전지,2019,Q2,경기소비재,-0.09002628430762613,0.0,0.0,-0.10064059339177356,0.0,0.0,0.0,-0.047217827068810836,004490
22,조광피혁,2019,Q2,경기소비재,-0.01646950861070466,0.0,0.0,-0.10064059339177356,0.05879529912101744,0.0,0.0,-0.01831826709875478,004700
22,한솔테크닉스,2019,Q2,정보기술,0.19375434320305918,0.0,0.0,-0.10064059339177356,0.0,0.0,0.0,-0.03381547227701083,004710
22,효성,2019,Q2,에너지_화학,0.1065397642693578,0.0,0.0,-0.10064059339177356,0.0,0.0,0.0,-0.12678915871389274,004800
22,삼광글라스,2019,Q2,철강_소재,-0.06402734922767124,0.0,0.0,-0.10064059339177356,0.0,0.05879495088292419,0.05879495088292419,-0.20192616725131085,005090
22,빙그레,2019,Q2,생활소비재,-0.08456857949375865,0.0,0.0,-0.10064059339177356,0.0,0.0,0.0,-0.14858969059051724,005180
22,롯데칠성,2019,Q2,생활소비재,-0.06691938007600029,0.0,0.0,-0.10064059339177356,0.0,0.0,0.0,-0.10676315554364323,005300
