,name,year,quarter,sector,Relative Return,법인세차감전 순이익 변화율,소비자물가지수 변화율,GDP 변화율,주택가격 변화율,수출액 변화율,환율 변화율,Label,Code
10,경방,2022,Q4,경기소비재,-0.04120378329536975,-3.1744839041975954,0.0035026345228146294,0.037277113088610925,8.140386016023307,-0.08414558489005308,0.01431559495807777,-0.05297190198895732,000050
10,하이트진로,2022,Q4,생활소비재,-0.2051437232353097,-1.8706032194121973,0.0035026345228146294,0.037277113088610925,8.140386016023307,-0.08414558489005308,0.01431559495807777,0.038641362219884894,000080
10,유한양행,2022,Q4,헬스케어,-0.06405530161822721,-1.4332257287566448,0.0035026345228146294,0.037277113088610925,8.140386016023307,-0.08414558489005308,0.01431559495807777,0.10219086532494545,000100
10,CJ대한통운,2022,Q4,산업재,-0.061765240826804194,0.6988642956110485,0.0035026345228146294,0.037277113088610925,8.140386016023307,-0.08414558489005308,0.01431559495807777,0.024176215484960205,000120
10,두산,2022,Q4,산업재,0.05179321370162725,-1.4466446370663553,0.0035026345228146294,0.037277113088610925,8.140386016023307,-0.08414558489005308,0.01431559495807777,-0.05081263635431993,000150
10,대림산업,2022,Q4,건설,-0.17816389286564882,33.402745819557964,0.0035026345228146294,0.037277113088610925,8.140386016023307,-0.08414558489005308,0.01431559495807777,-0.10139160162855385,000210
10,일동제약,2022,Q4,헬스케어,-0.43193861628787145,50.48496689279329,0.0035026345228146294,0.037277113088610925,8.140386016023307,-0.08414558489005308,0.01431559495807777,-0.13780695546701346,000230
10,한국타이어월드와이드,2022,Q4,경기소비재,-0.05457576397169826,-0.975548100796073,0.0035026345228146294,0.037277113088610925,8.140386016023307,-0.08414558489005308,0.01431559495807777,0.04704054396149173,000240
10,기아차,2022,Q4,경기소비재,0.16156609253110985,10.467772542558016,0.0035026345228146294,0.037277113088610925,8.140386016023307,-0.08414558489005308,0.01431559495807777,0.12084596193435229,000270
10,조선내화,2022,Q4,철강_소재,0.1056438015280561,-23.75606056486247,0.0035026345228146294,0.037277113088610925,8.140386016023307,-0.08414558489005308,0.01431559495807777,0.015749537104405256,000480
10,동아쏘시오홀딩스,2022,Q4,헬스케어,-0.09355627371682569,-2.687761933057202,0.0035026345228146294,0.037277113088610925,8.140386016023307,-0.08414558489005308,0.01431559495807777,-0.08369621273979855,000640
10,SK하이닉스,2022,Q4,정보기술,-0.03382288162692815,-3.023846281112295,0.0035026345228146294,0.037277113088610925,8.140386016023307,-0.08414558489005308,0.01431559495807777,-0.04810355318546664,000660
10,영풍,2022,Q4,철강_소재,-0.25313088828023644,3.957332241685539,0.0035026345228146294,0.037277113088610925,8.140386016023307,-0.08414558489005308,0.01431559495807777,-0.012159205310249731,000670
10,현대건설,2022,Q4,건설,-0.1521769633719981,-1.4771062346017532,0.0035026345228146294,0.037277113088610925,8.140386016023307,-0.08414558489005308,0.01431559495807777,0.06666571081671227,000720
10,한화,2022,Q4,에너지_화학,-0.1129930950985224,5.698296095345506,0.0035026345228146294,0.037277113088610925,8.140386016023307,-0.08414558489005308,0.01431559495807777,0.07943322632192074,000880
10,CJ,2022,Q4,생활소비재,0.3383795139160159,4.3611276291525245,0.0035026345228146294,0.037277113088610925,8.140386016023307,-0.08414558489005308,0.01431559495807777,-0.153021743259389,001040
