,name,year,quarter,sector,Relative Return,법인세차감전 순이익 변화율,국제유가 변화율,소비자물가지수 변화율,환율 변화율,수출액 변화율,실업률 변화율,Label,Code
19,경방,2020,Q1,경기소비재,0.31535207533686044,-0.111080351772883,-0.20454187036744997,2.326416414584117,0.015754379708652122,0.01797680704196325,0.00943396226415083,-0.11949602641425311,000050
19,하이트진로,2020,Q1,생활소비재,0.30181752030032916,2.0637137335812588,-0.20454187036744997,2.326416414584117,0.015754379708652122,0.01797680704196325,0.00943396226415083,-0.0446657728861653,000080
19,유한양행,2020,Q1,헬스케어,0.05294228616675725,16.603804108092838,-0.20454187036744997,2.326416414584117,0.015754379708652122,0.01797680704196325,0.00943396226415083,-0.0026108399483019684,000100
19,CJ대한통운,2020,Q1,산업재,0.025137678403095942,1.4337970568727307,-0.20454187036744997,2.326416414584117,0.015754379708652122,0.01797680704196325,0.00943396226415083,-0.20805324300341949,000120
19,두산,2020,Q1,산업재,-0.0619823979223777,1.4934938736337502,-0.20454187036744997,2.326416414584117,0.015754379708652122,0.01797680704196325,0.00943396226415083,-0.0912061080882638,000150
19,대림산업,2020,Q1,건설,0.19286437081366153,1.2568603183419222,-0.20454187036744997,2.326416414584117,0.015754379708652122,0.01797680704196325,0.00943396226415083,-0.1716815982654706,000210
19,일동제약,2020,Q1,헬스케어,0.1708108043303641,-1.0246731540254055,-0.20454187036744997,2.326416414584117,0.015754379708652122,0.01797680704196325,0.00943396226415083,-0.2223163771295673,000230
19,한국타이어월드와이드,2020,Q1,경기소비재,0.005318434420071766,0.9590870251176269,-0.20454187036744997,2.326416414584117,0.015754379708652122,0.01797680704196325,0.00943396226415083,0.17887525823928324,000240
19,기아차,2020,Q1,경기소비재,0.04714539112427546,0.23408080124201858,-0.20454187036744997,2.326416414584117,0.015754379708652122,0.01797680704196325,0.00943396226415083,0.2820034409833542,000270
19,조선내화,2020,Q1,철강_소재,-0.024622085199050528,-4.525003257088798,-0.20454187036744997,2.326416414584117,0.015754379708652122,0.01797680704196325,0.00943396226415083,-0.2982992105524605,000480
19,동아쏘시오홀딩스,2020,Q1,헬스케어,-0.01520887294945869,-4.071510436363786,-0.20454187036744997,2.326416414584117,0.015754379708652122,0.01797680704196325,0.00943396226415083,-0.017716125577534908,000640
19,SK하이닉스,2020,Q1,정보기술,-0.12209308332041942,-3.417422178721152,-0.20454187036744997,2.326416414584117,0.015754379708652122,0.01797680704196325,0.00943396226415083,-0.2760883720058567,000660
19,영풍,2020,Q1,철강_소재,-0.003615429771146275,4.004568799132089,-0.20454187036744997,2.326416414584117,0.015754379708652122,0.01797680704196325,0.00943396226415083,-0.2526805617673693,000670
19,현대건설,2020,Q1,건설,0.2557628363509828,5.3840563252327955,-0.20454187036744997,2.326416414584117,0.015754379708652122,0.01797680704196325,0.00943396226415083,-0.17233944488030417,000720
19,한화,2020,Q1,에너지_화학,0.19991835901622618,-0.9810534902115879,-0.20454187036744997,2.326416414584117,0.015754379708652122,0.01797680704196325,0.00943396226415083,0.10180845239675312,000880
19,CJ,2020,Q1,생활소비재,0.12774314746819232,1.4665342005717106,-0.20454187036744997,2.326416414584117,0.015754379708652122,0.01797680704196325,0.00943396226415083,-0.1269689384985466,001040
19,LG상사,2020,Q1,산업재,0.4870411980598478,-3.2766144908225714,-0.20454187036744997,2.326416414584117,0.015754379708652122,0.01797680704196325,0.00943396226415083,-0.040930749715722164,001120
19,동국제강,2020,Q1,철강_소재,-0.053165258989395614,-0.936246171438593,-0.20454187036744997,2.326416414584117,0.015754379708652122,0.01797680704196325,0.00943396226415083,0.3783807143278998,001230
19,세아베스틸,2020,Q1,철강_소재,0.24359554903487962,-0.4495773726289597,-0.20454187036744997,2.326416414584117,0.015754379708652122,0.01797680704196325,0.00943396226415083,-0.08483782192949313,001430
19,대상,2020,Q1,생활소비재,0.6107140407435353,1.3379405323383664,-0.20454187036744997,2.326416414584117,0.015754379708652122,0.01797680704196325,0.00943396226415083,-0.27923538404857423,001680
19,SK네트웍스,2020,Q1,경기소비재,-0.04572624028690972,-4.840865074241446,-0.20454187036744997,2.326416414584117,0.015754379708652122,0.01797680704196325,0.00943396226415083,-0.16485254278946523,001740
19,오리온,2020,Q1,생활소비재,0.17173407717340772,2.7376876779220987,-0.20454187036744997,2.326416414584117,0.015754379708652122,0.01797680704196325,0.00943396226415083,-0.3138914687046589,001800
19,고려제강,2020,Q1,철강_소재,-0.12138879456848223,3.9151293143464763,-0.20454187036744997,2.326416414584117,0.015754379708652122,0.01797680704196325,0.00943396226415083,-0.059066734343241445,002240
19,넥센타이어,2020,Q1,경기소비재,0.16311424658048296,-0.11865033663239521,-0.20454187036744997,2.326416414584117,0.015754379708652122,0.01797680704196325,0.00943396226415083,-0.2194786602537222,002350
19,KCC,2020,Q1,건설,0.048837091118526965,-8.329458512894817,-0.20454187036744997,2.326416414584117,0.015754379708652122,0.01797680704196325,0.00943396226415083,-0.17380666766095376,002380
19,아모레G,2020,Q1,생활소비재,-0.0450300553801985,-3.3652914837999863,-0.20454187036744997,2.326416414584117,0.015754379708652122,0.01797680704196325,0.00943396226415083,-0.1954920218115641,002790
