,name,year,quarter,sector,Relative Return,법인세차감전 순이익 변화율,소비자물가지수 변화율,GDP 변화율,주택가격 변화율,수출액 변화율,환율 변화율,Label,Code
3,경방,2024,Q3,경기소비재,0.09305574478690715,-0.163635658187813,-0.009523107015406373,-0.001811622634244725,-0.33225797322919326,-0.0051857654838392,-0.011538677997511404,-0.027408875565277532,000050
3,하이트진로,2024,Q3,생활소비재,0.076385888327577,-0.0866808112952705,-0.009523107015406373,-0.001811622634244725,-0.33225797322919326,-0.0051857654838392,-0.011538677997511404,-0.13633825851567788,000080
3,유한양행,2024,Q3,헬스케어,0.5302977539193272,0.27259044526318665,-0.009523107015406373,-0.001811622634244725,-0.33225797322919326,-0.0051857654838392,-0.011538677997511404,-0.044617841770507385,000100
3,CJ대한통운,2024,Q3,산업재,-0.045049518370987585,0.9323574897996776,-0.009523107015406373,-0.001811622634244725,-0.33225797322919326,-0.0051857654838392,-0.011538677997511404,-0.0005688407070316842,000120
3,두산,2024,Q3,산업재,0.576339132409057,0.7615812577001586,-0.009523107015406373,-0.001811622634244725,-0.33225797322919326,-0.0051857654838392,-0.011538677997511404,0.2714160839160839,000150
3,대림산업,2024,Q3,건설,-0.13955218472851136,-1.3370594443808235,-0.009523107015406373,-0.001811622634244725,-0.33225797322919326,-0.0051857654838392,-0.011538677997511404,-0.06210243460243463,000210
3,일동제약,2024,Q3,헬스케어,-0.0836245273219364,-1.1437246559662149,-0.009523107015406373,-0.001811622634244725,-0.33225797322919326,-0.0051857654838392,-0.011538677997511404,-0.19630859511387333,000230
3,한국타이어월드와이드,2024,Q3,경기소비재,0.19368652376094134,-0.3856314739505554,-0.009523107015406373,-0.001811622634244725,-0.33225797322919326,-0.0051857654838392,-0.011538677997511404,-0.15661421911421913,000240
3,기아차,2024,Q3,경기소비재,-0.008185102997293248,-0.5035046148237751,-0.009523107015406373,-0.001811622634244725,-0.33225797322919326,-0.0051857654838392,-0.011538677997511404,-0.05554898158609951,000270
3,조선내화,2024,Q3,철강_소재,0.08784612279377998,-2.337591745798588,-0.009523107015406373,-0.001811622634244725,-0.33225797322919326,-0.0051857654838392,-0.011538677997511404,-0.15715534465534467,000480
3,동아쏘시오홀딩스,2024,Q3,헬스케어,0.10673495881254522,-2.984539108470846,-0.009523107015406373,-0.001811622634244725,-0.33225797322919326,-0.0051857654838392,-0.011538677997511404,-0.23453288397382438,000640
3,SK하이닉스,2024,Q3,정보기술,0.08992808521243906,0.3096333659206143,-0.009523107015406373,-0.001811622634244725,-0.33225797322919326,-0.0051857654838392,-0.011538677997511404,0.0445844819477952,000660
3,영풍,2024,Q3,철강_소재,0.5465668384448691,2.969584955486524,-0.009523107015406373,-0.001811622634244725,-0.33225797322919326,-0.0051857654838392,-0.011538677997511404,0.04592210067873782,000670
3,현대건설,2024,Q3,건설,0.030099223047776708,-0.898289260115773,-0.009523107015406373,-0.001811622634244725,-0.33225797322919326,-0.0051857654838392,-0.011538677997511404,0.09394694811361474,000720
3,한화,2024,Q3,에너지_화학,0.027770030501192852,-5.176547653524196,-0.009523107015406373,-0.001811622634244725,-0.33225797322919326,-0.0051857654838392,-0.011538677997511404,0.5400146998330388,000880
3,CJ,2024,Q3,생활소비재,-0.059163245803340925,-0.9818128892658755,-0.009523107015406373,-0.001811622634244725,-0.33225797322919326,-0.0051857654838392,-0.011538677997511404,0.1978564131341909,001040
3,LG상사,2024,Q3,산업재,0.03935304208420444,0.005855524432671677,-0.009523107015406373,-0.001811622634244725,-0.33225797322919326,-0.0051857654838392,-0.011538677997511404,-0.1599475524475525,001120
3,동국제강,2024,Q3,철강_소재,0.049555744786907135,7.362498927667465,-0.009523107015406373,-0.001811622634244725,-0.33225797322919326,-0.0051857654838392,-0.011538677997511404,-0.061692024192024214,001230
3,세아베스틸,2024,Q3,철강_소재,0.3329772278839628,-70.19704504459632,-0.009523107015406373,-0.001811622634244725,-0.33225797322919326,-0.0051857654838392,-0.011538677997511404,-0.21793369186866945,001430
3,대상,2024,Q3,생활소비재,-0.09678073320051425,0.7751119689181638,-0.009523107015406373,-0.001811622634244725,-0.33225797322919326,-0.0051857654838392,-0.011538677997511404,0.20914719854894182,001680
3,SK네트웍스,2024,Q3,경기소비재,0.055118807849970204,-1.6623409669211195,-0.009523107015406373,-0.001811622634244725,-0.33225797322919326,-0.0051857654838392,-0.011538677997511404,-0.06598109587240025,001740
3,오리온,2024,Q3,생활소비재,0.12731873388248122,2.5384920257752914,-0.009523107015406373,-0.001811622634244725,-0.33225797322919326,-0.0051857654838392,-0.011538677997511404,-0.0884895764612746,001800
3,고려제강,2024,Q3,철강_소재,0.06741695319321186,-0.6250116908114463,-0.009523107015406373,-0.001811622634244725,-0.33225797322919326,-0.0051857654838392,-0.011538677997511404,-0.06580406533764746,002240
3,넥센타이어,2024,Q3,경기소비재,-0.06307670554421868,-1.0669814578324877,-0.009523107015406373,-0.001811622634244725,-0.33225797322919326,-0.0051857654838392,-0.011538677997511404,-0.21740505429529822,002350
3,KCC,2024,Q3,건설,-0.125567206032765,0.4479194422599151,-0.009523107015406373,-0.001811622634244725,-0.33225797322919326,-0.0051857654838392,-0.011538677997511404,0.08513625745187565,002380
3,아모레G,2024,Q3,생활소비재,0.0063917608834866135,-0.027274925447010268,-0.009523107015406373,-0.001811622634244725,-0.33225797322919326,-0.0051857654838392,-0.011538677997511404,-0.13525812422871247,002790
3,한국쉘석유,2024,Q3,에너지_화학,0.12008604781721018,-0.049676374503294984,-0.009523107015406373,-0.001811622634244725,-0.33225797322919326,-0.0051857654838392,-0.011538677997511404,-0.1711514836514837,002960
3,부광약품,2024,Q3,헬스케어,-0.0708390993133578,-2.5578628588532206,-0.009523107015406373,-0.001811622634244725,-0.33225797322919326,-0.0051857654838392,-0.011538677997511404,-0.03455781166624543,003000
3,세아제강,2024,Q3,철강_소재,0.19260601248470607,-2.314606601177621,-0.009523107015406373,-0.001811622634244725,-0.33225797322919326,-0.0051857654838392,-0.011538677997511404,0.3261819702037093,003030
3,일신방직,2024,Q3,경기소비재,0.049555744786907135,-0.9476020184156733,-0.009523107015406373,-0.001811622634244725,-0.33225797322919326,-0.0051857654838392,-0.011538677997511404,-0.026456256509448023,003200
3,태광산업,2024,Q3,에너지_화학,0.19670176248602217,-1.435071603588418,-0.009523107015406373,-0.001811622634244725,-0.33225797322919326,-0.0051857654838392,-0.011538677997511404,0.0884160839160839,003240
3,한일시멘트,2024,Q3,건설,0.11181229909402324,-0.8245606364458953,-0.009523107015406373,-0.001811622634244725,-0.33225797322919326,-0.0051857654838392,-0.011538677997511404,-0.07430133921715183,003300
3,대한항공,2024,Q3,산업재,0.23188828067207462,-0.19340549485158898,-0.009523107015406373,-0.001811622634244725,-0.33225797322919326,-0.0051857654838392,-0.011538677997511404,-0.14221052552597618,003490
3,영진약품,2024,Q3,헬스케어,-0.06584683970613461,-0.760715876097941,-0.009523107015406373,-0.001811622634244725,-0.33225797322919326,-0.0051857654838392,-0.011538677997511404,-0.13513731414216854,003520
3,LG,2024,Q3,정보기술,0.049045669220156504,1.2486489974351116,-0.009523107015406373,-0.001811622634244725,-0.33225797322919326,-0.0051857654838392,-0.011538677997511404,-0.17025058275058277,003550
3,S&T중공업,2024,Q3,산업재,0.12321590905795436,-0.6289362394868576,-0.009523107015406373,-0.001811622634244725,-0.33225797322919326,-0.0051857654838392,-0.011538677997511404,0.28277972027972026,003570
3,쌍용차,2024,Q3,경기소비재,-0.2359666547221447,-2.463491060433469,-0.009523107015406373,-0.001811622634244725,-0.33225797322919326,-0.0051857654838392,-0.011538677997511404,-0.11495024333942168,003620
3,남양유업,2024,Q3,생활소비재,0.4641145683163189,-1.0772622864599766,-0.009523107015406373,-0.001811622634244725,-0.33225797322919326,-0.0051857654838392,-0.011538677997511404,0.0,003920
3,삼성정밀화학,2024,Q3,에너지_화학,-0.03877385162564892,-0.42017166077907475,-0.009523107015406373,-0.001811622634244725,-0.33225797322919326,-0.0051857654838392,-0.011538677997511404,-0.010622428700117967,004000
3,현대제철,2024,Q3,철강_소재,-0.043175915444753105,-5.266473491504564,-0.009523107015406373,-0.001811622634244725,-0.33225797322919326,-0.0051857654838392,-0.011538677997511404,0.25920678159050253,004020
3,한솔홀딩스,2024,Q3,경기소비재,-0.05964328433930646,0.5161952418638363,-0.009523107015406373,-0.001811622634244725,-0.33225797322919326,-0.0051857654838392,-0.011538677997511404,0.06151042353872539,004150
3,신세계,2024,Q3,경기소비재,0.003861300342462695,0.4587639508369401,-0.009523107015406373,-0.001811622634244725,-0.33225797322919326,-0.0051857654838392,-0.011538677997511404,0.05074188282489138,004170
