,name,year,quarter,sector,Relative Return,법인세차감전 순이익 변화율,금리 변화율,국제유가 변화율,실업률 변화율,소비자물가지수 변화율,환율 변화율,Label,Code
13,경방,2021,Q3,경기소비재,0.055764862783849796,-0.11456515519518762,-0.05306772908366497,0.06736077481840197,-0.1504424778761062,0.01761921683046319,0.034507991437758845,0.11458560288894182,000050
13,하이트진로,2021,Q3,생활소비재,0.08553042000862286,-0.5571987962744418,-0.05306772908366497,0.06736077481840197,-0.1504424778761062,0.01761921683046319,0.034507991437758845,0.20334813704858318,000080
13,유한양행,2021,Q3,헬스케어,0.03409547304062605,-0.12700479686662958,-0.05306772908366497,0.06736077481840197,-0.1504424778761062,0.01761921683046319,0.034507991437758845,0.13205388132662688,000100
13,CJ대한통운,2021,Q3,산업재,-0.09966356553637193,1.7906418713748815,-0.05306772908366497,0.06736077481840197,-0.1504424778761062,0.01761921683046319,0.034507991437758845,0.03823905401086618,000120
13,두산,2021,Q3,산업재,0.41635357612799506,-0.9637660586555196,-0.05306772908366497,0.06736077481840197,-0.1504424778761062,0.01761921683046319,0.034507991437758845,-0.04979934996693024,000150
13,대림산업,2021,Q3,건설,-0.05826609885805567,-0.014163016165368969,-0.05306772908366497,0.06736077481840197,-0.1504424778761062,0.01761921683046319,0.034507991437758845,0.016286275246006884,000210
13,일동제약,2021,Q3,헬스케어,0.0830987898190405,-0.9182043195094322,-0.05306772908366497,0.06736077481840197,-0.1504424778761062,0.01761921683046319,0.034507991437758845,0.07268899017813357,000230
13,한국타이어월드와이드,2021,Q3,경기소비재,0.005208661600547844,0.2577610302604545,-0.05306772908366497,0.06736077481840197,-0.1504424778761062,0.01761921683046319,0.034507991437758845,-0.10970540170367923,000240
13,기아차,2021,Q3,경기소비재,0.08404218604545559,-0.631576193510063,-0.05306772908366497,0.06736077481840197,-0.1504424778761062,0.01761921683046319,0.034507991437758845,-0.09352931069547588,000270
13,조선내화,2021,Q3,철강_소재,0.07722297134182479,-0.8332733176566087,-0.05306772908366497,0.06736077481840197,-0.1504424778761062,0.01761921683046319,0.034507991437758845,-0.015945313905378677,000480
13,동아쏘시오홀딩스,2021,Q3,헬스케어,-0.06506281265019764,-3.0472054165307814,-0.05306772908366497,0.06736077481840197,-0.1504424778761062,0.01761921683046319,0.034507991437758845,0.05740492497456121,000640
13,SK하이닉스,2021,Q3,정보기술,0.11491272592963268,0.7589363921230239,-0.05306772908366497,0.06736077481840197,-0.1504424778761062,0.01761921683046319,0.034507991437758845,0.2123586794240616,000660
13,영풍,2021,Q3,철강_소재,0.0676530318612917,-4.44721830406009,-0.05306772908366497,0.06736077481840197,-0.1504424778761062,0.01761921683046319,0.034507991437758845,0.051367048840005515,000670
13,현대건설,2021,Q3,건설,0.05077114280641535,2.713599359402109,-0.05306772908366497,0.06736077481840197,-0.1504424778761062,0.01761921683046319,0.034507991437758845,0.06602718996731899,000720
13,한화,2021,Q3,에너지_화학,0.0808788398881068,-0.22191237270734487,-0.05306772908366497,0.06736077481840197,-0.1504424778761062,0.01761921683046319,0.034507991437758845,0.023345682662620472,000880
13,CJ,2021,Q3,생활소비재,0.019682560711275984,1.5274439073273611,-0.05306772908366497,0.06736077481840197,-0.1504424778761062,0.01761921683046319,0.034507991437758845,-0.049183820687011576,001040
13,LG상사,2021,Q3,산업재,0.0010167209445187883,0.6130898347567557,-0.05306772908366497,0.06736077481840197,-0.1504424778761062,0.01761921683046319,0.034507991437758845,0.22057431134612354,001120
13,동국제강,2021,Q3,철강_소재,-0.05809848383616125,0.6093143534215519,-0.05306772908366497,0.06736077481840197,-0.1504424778761062,0.01761921683046319,0.034507991437758845,0.06570784103928433,001230
13,세아베스틸,2021,Q3,철강_소재,-0.21023237478733556,-0.36642160591983386,-0.05306772908366497,0.06736077481840197,-0.1504424778761062,0.01761921683046319,0.034507991437758845,-0.04342548840018298,001430
13,대상,2021,Q3,생활소비재,-0.029237376103471387,-0.29697704121157387,-0.05306772908366497,0.06736077481840197,-0.1504424778761062,0.01761921683046319,0.034507991437758845,0.017341955966959574,001680
13,SK네트웍스,2021,Q3,경기소비재,-0.03586496129618271,-0.852387459196842,-0.05306772908366497,0.06736077481840197,-0.1504424778761062,0.01761921683046319,0.034507991437758845,-0.04370239017890018,001740
13,오리온,2021,Q3,생활소비재,0.05424610026085463,8.657845119813922,-0.05306772908366497,0.06736077481840197,-0.1504424778761062,0.01761921683046319,0.034507991437758845,-0.041456974598205895,001800
13,고려제강,2021,Q3,철강_소재,-0.03614379296018116,1.318638952818536,-0.05306772908366497,0.06736077481840197,-0.1504424778761062,0.01761921683046319,0.034507991437758845,0.024999428476657454,002240
13,넥센타이어,2021,Q3,경기소비재,-0.10770415459250027,-1.599767538454348,-0.05306772908366497,0.06736077481840197,-0.1504424778761062,0.01761921683046319,0.034507991437758845,-0.0898671681252067,002350
13,KCC,2021,Q3,건설,0.06202467850420049,-2.3619572218051594,-0.05306772908366497,0.06736077481840197,-0.1504424778761062,0.01761921683046319,0.034507991437758845,0.09321642013939833,002380
