,name,year,quarter,sector,Relative Return,금리 변화율,국제유가 변화율,주택가격 변화율,실업률 변화율,소비자물가지수 변화율,환율 변화율,Label,Code
20,경방,2019,Q4,경기소비재,-0.10188173438043172,0.191387559808615,0.023897949297593923,0.001389274009692798,-0.05357142857142849,5.380260221408914,-0.015711916865137066,0.31535207533686044,000050
20,하이트진로,2019,Q4,생활소비재,0.038010294575439196,0.191387559808615,0.023897949297593923,0.001389274009692798,-0.05357142857142849,5.380260221408914,-0.015711916865137066,0.30181752030032916,000080
20,유한양행,2019,Q4,헬스케어,0.256782615726154,0.191387559808615,0.023897949297593923,0.001389274009692798,-0.05357142857142849,5.380260221408914,-0.015711916865137066,0.05294228616675725,000100
20,CJ대한통운,2019,Q4,산업재,-0.012301943884613586,0.191387559808615,0.023897949297593923,0.001389274009692798,-0.05357142857142849,5.380260221408914,-0.015711916865137066,0.025137678403095942,000120
20,두산,2019,Q4,산업재,-0.2979587451550505,0.191387559808615,0.023897949297593923,0.001389274009692798,-0.05357142857142849,5.380260221408914,-0.015711916865137066,-0.0619823979223777,000150
20,대림산업,2019,Q4,건설,-0.16662607758445078,0.191387559808615,0.023897949297593923,0.001389274009692798,-0.05357142857142849,5.380260221408914,-0.015711916865137066,0.19286437081366153,000210
20,일동제약,2019,Q4,헬스케어,-0.15917565580621104,0.191387559808615,0.023897949297593923,0.001389274009692798,-0.05357142857142849,5.380260221408914,-0.015711916865137066,0.1708108043303641,000230
20,한국타이어월드와이드,2019,Q4,경기소비재,-0.20232934492999802,0.191387559808615,0.023897949297593923,0.001389274009692798,-0.05357142857142849,5.380260221408914,-0.015711916865137066,0.005318434420071766,000240
20,기아차,2019,Q4,경기소비재,-0.23837488290227263,0.191387559808615,0.023897949297593923,0.001389274009692798,-0.05357142857142849,5.380260221408914,-0.015711916865137066,0.04714539112427546,000270
20,조선내화,2019,Q4,철강_소재,-0.0801617267083218,0.191387559808615,0.023897949297593923,0.001389274009692798,-0.05357142857142849,5.380260221408914,-0.015711916865137066,-0.024622085199050528,000480
20,동아쏘시오홀딩스,2019,Q4,헬스케어,0.06765016639434585,0.191387559808615,0.023897949297593923,0.001389274009692798,-0.05357142857142849,5.380260221408914,-0.015711916865137066,-0.01520887294945869,000640
20,SK하이닉스,2019,Q4,정보기술,0.17186527887685207,0.191387559808615,0.023897949297593923,0.001389274009692798,-0.05357142857142849,5.380260221408914,-0.015711916865137066,-0.12209308332041942,000660
20,영풍,2019,Q4,철강_소재,-0.06864437869804776,0.191387559808615,0.023897949297593923,0.001389274009692798,-0.05357142857142849,5.380260221408914,-0.015711916865137066,-0.003615429771146275,000670
20,현대건설,2019,Q4,건설,-0.2516429718168658,0.191387559808615,0.023897949297593923,0.001389274009692798,-0.05357142857142849,5.380260221408914,-0.015711916865137066,0.2557628363509828,000720
20,한화,2019,Q4,에너지_화학,-0.24633269163090102,0.191387559808615,0.023897949297593923,0.001389274009692798,-0.05357142857142849,5.380260221408914,-0.015711916865137066,0.19991835901622618,000880
20,CJ,2019,Q4,생활소비재,-0.12836156294329962,0.191387559808615,0.023897949297593923,0.001389274009692798,-0.05357142857142849,5.380260221408914,-0.015711916865137066,0.12774314746819232,001040
20,LG상사,2019,Q4,산업재,-0.2911200836905169,0.191387559808615,0.023897949297593923,0.001389274009692798,-0.05357142857142849,5.380260221408914,-0.015711916865137066,0.4870411980598478,001120
20,동국제강,2019,Q4,철강_소재,-0.23015265352589184,0.191387559808615,0.023897949297593923,0.001389274009692798,-0.05357142857142849,5.380260221408914,-0.015711916865137066,-0.053165258989395614,001230
20,세아베스틸,2019,Q4,철강_소재,-0.40263041274606515,0.191387559808615,0.023897949297593923,0.001389274009692798,-0.05357142857142849,5.380260221408914,-0.015711916865137066,0.24359554903487962,001430
20,대상,2019,Q4,생활소비재,-0.17116254653552745,0.191387559808615,0.023897949297593923,0.001389274009692798,-0.05357142857142849,5.380260221408914,-0.015711916865137066,0.6107140407435353,001680
20,SK네트웍스,2019,Q4,경기소비재,-0.052208096620772165,0.191387559808615,0.023897949297593923,0.001389274009692798,-0.05357142857142849,5.380260221408914,-0.015711916865137066,-0.04572624028690972,001740
20,오리온,2019,Q4,생활소비재,-0.1504634047634513,0.191387559808615,0.023897949297593923,0.001389274009692798,-0.05357142857142849,5.380260221408914,-0.015711916865137066,0.17173407717340772,001800
20,고려제강,2019,Q4,철강_소재,-0.20833910725425817,0.191387559808615,0.023897949297593923,0.001389274009692798,-0.05357142857142849,5.380260221408914,-0.015711916865137066,-0.12138879456848223,002240
20,넥센타이어,2019,Q4,경기소비재,-0.3556524336737552,0.191387559808615,0.023897949297593923,0.001389274009692798,-0.05357142857142849,5.380260221408914,-0.015711916865137066,0.16311424658048296,002350
20,KCC,2019,Q4,건설,-0.17376325794838146,0.191387559808615,0.023897949297593923,0.001389274009692798,-0.05357142857142849,5.380260221408914,-0.015711916865137066,0.048837091118526965,002380
20,아모레G,2019,Q4,생활소비재,-0.14143855502809646,0.191387559808615,0.023897949297593923,0.001389274009692798,-0.05357142857142849,5.380260221408914,-0.015711916865137066,-0.0450300553801985,002790
20,한국쉘석유,2019,Q4,에너지_화학,-0.10057360396162093,0.191387559808615,0.023897949297593923,0.001389274009692798,-0.05357142857142849,5.380260221408914,-0.015711916865137066,-0.05857740585774056,002960
20,부광약품,2019,Q4,헬스케어,0.4942607469637431,0.191387559808615,0.023897949297593923,0.001389274009692798,-0.05357142857142849,5.380260221408914,-0.015711916865137066,0.33822603827409736,003000
20,세아제강,2019,Q4,철강_소재,-0.35538363092121505,0.191387559808615,0.023897949297593923,0.001389274009692798,-0.05357142857142849,5.380260221408914,-0.015711916865137066,0.10991942409237912,003030
20,일신방직,2019,Q4,경기소비재,-0.2212099224369856,0.191387559808615,0.023897949297593923,0.001389274009692798,-0.05357142857142849,5.380260221408914,-0.015711916865137066,0.17455914969201036,003200
20,태광산업,2019,Q4,에너지_화학,-0.2713009299143567,0.191387559808615,0.023897949297593923,0.001389274009692798,-0.05357142857142849,5.380260221408914,-0.015711916865137066,0.17636054664629358,003240
20,한일시멘트,2019,Q4,건설,-0.1571609347295915,0.191387559808615,0.023897949297593923,0.001389274009692798,-0.05357142857142849,5.380260221408914,-0.015711916865137066,0.2601351701297078,003300
20,대한항공,2019,Q4,산업재,-0.1087596196296142,0.191387559808615,0.023897949297593923,0.001389274009692798,-0.05357142857142849,5.380260221408914,-0.015711916865137066,-0.06711625460812101,003490
20,영진약품,2019,Q4,헬스케어,-0.038869018300790426,0.191387559808615,0.023897949297593923,0.001389274009692798,-0.05357142857142849,5.380260221408914,-0.015711916865137066,0.07283381172024125,003520
20,LG,2019,Q4,정보기술,-0.026056770304569987,0.191387559808615,0.023897949297593923,0.001389274009692798,-0.05357142857142849,5.380260221408914,-0.015711916865137066,-0.07293920663140668,003550
20,S&T중공업,2019,Q4,산업재,0.037368526319802337,0.191387559808615,0.023897949297593923,0.001389274009692798,-0.05357142857142849,5.380260221408914,-0.015711916865137066,-0.025693149455158534,003570
20,쌍용차,2019,Q4,경기소비재,-0.24965893605324915,0.191387559808615,0.023897949297593923,0.001389274009692798,-0.05357142857142849,5.380260221408914,-0.015711916865137066,-0.039222592443264995,003620
