,name,year,quarter,sector,Relative Return,법인세차감전 순이익 변화율,금리 변화율,실업률 변화율,국제유가 변화율,소비자물가지수 변화율,환율 변화율,Label,Code
11,경방,2022,Q1,경기소비재,0.11273574077530271,-0.44000493952943676,0.14767324592997877,-0.09183673469387776,0.2602194672474454,0.09364288108448604,0.018637728474920623,-0.10140683498790896,000050
11,하이트진로,2022,Q1,생활소비재,-0.012106847679306795,-6.841414483054641,0.14767324592997877,-0.09183673469387776,0.2602194672474454,0.09364288108448604,0.018637728474920623,-0.05541183527418489,000080
11,유한양행,2022,Q1,헬스케어,0.011350218745230758,1.9245241419437091,0.14767324592997877,-0.09183673469387776,0.2602194672474454,0.09364288108448604,0.018637728474920623,0.055315837352818226,000100
11,CJ대한통운,2022,Q1,산업재,0.020972223829352588,4.466152660438958,0.14767324592997877,-0.09183673469387776,0.2602194672474454,0.09364288108448604,0.018637728474920623,0.02343612097174363,000120
11,두산,2022,Q1,산업재,-0.2643159535326171,-1.3358006671509133,0.14767324592997877,-0.09183673469387776,0.2602194672474454,0.09364288108448604,0.018637728474920623,0.06110258333314108,000150
11,대림산업,2022,Q1,건설,0.09273574716054264,-7.883590685622951,0.14767324592997877,-0.09183673469387776,0.2602194672474454,0.09364288108448604,0.018637728474920623,0.15046715784747647,000210
11,일동제약,2022,Q1,헬스케어,2.520681320410893,-0.5848342892521826,0.14767324592997877,-0.09183673469387776,0.2602194672474454,0.09364288108448604,0.018637728474920623,-0.24931722124724742,000230
11,한국타이어월드와이드,2022,Q1,경기소비재,0.0625080874675382,2.332153792152978,0.14767324592997877,-0.09183673469387776,0.2602194672474454,0.09364288108448604,0.018637728474920623,0.0035586961447989784,000240
11,기아차,2022,Q1,경기소비재,0.2489395792675664,-0.5521315594513401,0.14767324592997877,-0.09183673469387776,0.2602194672474454,0.09364288108448604,0.018637728474920623,-0.0027198849947387763,000270
11,조선내화,2022,Q1,철강_소재,0.0629350071393891,1.7123160256167687,0.14767324592997877,-0.09183673469387776,0.2602194672474454,0.09364288108448604,0.018637728474920623,0.0106567373303834,000480
11,동아쏘시오홀딩스,2022,Q1,헬스케어,0.043360283530845124,-3.2233099092623503,0.14767324592997877,-0.09183673469387776,0.2602194672474454,0.09364288108448604,0.018637728474920623,0.09800961785699948,000640
11,SK하이닉스,2022,Q1,정보기술,-0.03328729167223377,-0.36001934645264655,0.14767324592997877,-0.09183673469387776,0.2602194672474454,0.09364288108448604,0.018637728474920623,-0.1278198900582863,000660
11,영풍,2022,Q1,철강_소재,-0.001544456997103285,-2.833396394945427,0.14767324592997877,-0.09183673469387776,0.2602194672474454,0.09364288108448604,0.018637728474920623,-0.0521362441005687,000670
11,현대건설,2022,Q1,건설,-0.1054703706981916,0.21753262708592214,0.14767324592997877,-0.09183673469387776,0.2602194672474454,0.09364288108448604,0.018637728474920623,0.1780879505241215,000720
11,한화,2022,Q1,에너지_화학,-0.015352976835334521,-0.016408362804243848,0.14767324592997877,-0.09183673469387776,0.2602194672474454,0.09364288108448604,0.018637728474920623,0.14146888500578209,000880
11,CJ,2022,Q1,생활소비재,0.08096572305841608,4.711137577021406,0.14767324592997877,-0.09183673469387776,0.2602194672474454,0.09364288108448604,0.018637728474920623,0.014524224541941813,001040
11,LG상사,2022,Q1,산업재,0.2859988574797939,0.727542518078327,0.14767324592997877,-0.09183673469387776,0.2602194672474454,0.09364288108448604,0.018637728474920623,-0.020619585210161863,001120
11,동국제강,2022,Q1,철강_소재,0.09972054546315418,-2.8944180399284893,0.14767324592997877,-0.09183673469387776,0.2602194672474454,0.09364288108448604,0.018637728474920623,-0.15877711467885566,001230
11,세아베스틸,2022,Q1,철강_소재,-0.03918363838167925,0.05529270066025593,0.14767324592997877,-0.09183673469387776,0.2602194672474454,0.09364288108448604,0.018637728474920623,0.03271181775853575,001430
11,대상,2022,Q1,생활소비재,0.13444508417465725,-0.4109959040004143,0.14767324592997877,-0.09183673469387776,0.2602194672474454,0.09364288108448604,0.018637728474920623,0.00908591641667051,001680
11,SK네트웍스,2022,Q1,경기소비재,0.09862704115316222,3.3671444321940465,0.14767324592997877,-0.09183673469387776,0.2602194672474454,0.09364288108448604,0.018637728474920623,-0.03126594599346697,001740
