,name,year,quarter,sector,Relative Return,법인세차감전 순이익 변화율,국제유가 변화율,수출액 변화율,소비자물가지수 변화율,Label,Code
26,경방,2018,Q2,경기소비재,0.011885389568458124,0.28597932708644636,0.11515816784752042,0.0226310282981268,0.3971853095173552,-0.07696262658426821,000050
26,하이트진로,2018,Q2,생활소비재,-0.08982263492396855,0.7769980648866561,0.11515816784752042,0.0226310282981268,0.3971853095173552,-0.037858348509401896,000080
26,유한양행,2018,Q2,헬스케어,0.06181745260227466,-0.5279782342504116,0.11515816784752042,0.0226310282981268,0.3971853095173552,0.11696122797582623,000100
26,CJ대한통운,2018,Q2,산업재,-0.08753989778786372,-0.8518838988289481,0.11515816784752042,0.0226310282981268,0.3971853095173552,0.11571023203286286,000120
26,두산,2018,Q2,산업재,-0.031583011954693416,-0.6706256021567352,0.11515816784752042,0.0226310282981268,0.3971853095173552,0.2813772335036169,000150
26,대림산업,2018,Q2,건설,-0.018774693966500014,-0.627748576472155,0.11515816784752042,0.0226310282981268,0.3971853095173552,0.10832945931949682,000210
26,일동제약,2018,Q2,헬스케어,0.0011942483959284655,-0.8063637500192012,0.11515816784752042,0.0226310282981268,0.3971853095173552,-0.008675498648981941,000230
26,한국타이어월드와이드,2018,Q2,경기소비재,0.12610362291753702,-0.6557806684047316,0.11515816784752042,0.0226310282981268,0.3971853095173552,-0.07805195120300458,000240
26,기아차,2018,Q2,경기소비재,0.04905698234349917,-0.48253650355853395,0.11515816784752042,0.0226310282981268,0.3971853095173552,-0.05644701293139966,000270
26,조선내화,2018,Q2,철강_소재,0.04839560668212351,0.2642630347343302,0.11515816784752042,0.0226310282981268,0.3971853095173552,0.060034130245770104,000480
26,동아쏘시오홀딩스,2018,Q2,헬스케어,-0.060745958449324094,-0.5891260269047741,0.11515816784752042,0.0226310282981268,0.3971853095173552,0.010793714972808392,000640
26,SK하이닉스,2018,Q2,정보기술,-0.03550835541951301,0.3258254282556641,0.11515816784752042,0.0226310282981268,0.3971853095173552,0.017395274679003904,000660
26,영풍,2018,Q2,철강_소재,-0.08543709878316533,-1.1110760982674714,0.11515816784752042,0.0226310282981268,0.3971853095173552,0.01968765964791773,000670
26,현대건설,2018,Q2,건설,-0.11637786043398607,0.06479713809056986,0.11515816784752042,0.0226310282981268,0.3971853095173552,-0.060928753437617986,000720
26,한화,2018,Q2,에너지_화학,-0.14228829831942152,-0.7073677388262469,0.11515816784752042,0.0226310282981268,0.3971853095173552,-0.00021630305485643986,000880
26,CJ,2018,Q2,생활소비재,-0.07695835042899499,-6.61759529912177,0.11515816784752042,0.0226310282981268,0.3971853095173552,-0.07831231994398848,001040
26,LG상사,2018,Q2,산업재,-0.1822205925842355,-0.3310945637645033,0.11515816784752042,0.0226310282981268,0.3971853095173552,-0.22248022226883024,001120
26,동국제강,2018,Q2,철강_소재,-0.19006577269342306,5.211535742644197,0.11515816784752042,0.0226310282981268,0.3971853095173552,0.02612876541294519,001230
26,세아베스틸,2018,Q2,철강_소재,-0.15812410109905217,-0.6143476356866806,0.11515816784752042,0.0226310282981268,0.3971853095173552,-0.15861426534196105,001430
26,대상,2018,Q2,생활소비재,-0.0001030087557442605,1.098130374116666,0.11515816784752042,0.0226310282981268,0.3971853095173552,0.031081823228511114,001680
26,SK네트웍스,2018,Q2,경기소비재,-0.06373953031360827,-5.635811836115327,0.11515816784752042,0.0226310282981268,0.3971853095173552,0.04268391624338917,001740
26,오리온,2018,Q2,생활소비재,-0.02112350920796012,-0.24213692745489301,0.11515816784752042,0.0226310282981268,0.3971853095173552,-0.22787220034605282,001800
26,고려제강,2018,Q2,철강_소재,0.0011329313854676337,-0.5051449974761262,0.11515816784752042,0.0226310282981268,0.3971853095173552,-0.2045370282521643,002240
26,넥센타이어,2018,Q2,경기소비재,-0.059662900031761695,0.3187331290548432,0.11515816784752042,0.0226310282981268,0.3971853095173552,-0.1906514666062583,002350
26,KCC,2018,Q2,건설,-0.035773377730494466,-1.8942182412863324,0.11515816784752042,0.0226310282981268,0.3971853095173552,-0.1296050422332642,002380
26,아모레G,2018,Q2,생활소비재,-0.15131130972098725,-1.044024025997588,0.11515816784752042,0.0226310282981268,0.3971853095173552,-0.3435860521692574,002790
26,한국쉘석유,2018,Q2,에너지_화학,0.11173546453097687,-0.08431977732354168,0.11515816784752042,0.0226310282981268,0.3971853095173552,0.10084290265524605,002960
26,부광약품,2018,Q2,헬스케어,-0.08952205849758871,0.7930588018686702,0.11515816784752042,0.0226310282981268,0.3971853095173552,0.17143220755002925,003000
26,세아제강,2018,Q2,철강_소재,-0.13813450100456334,-0.40488660404793986,0.11515816784752042,0.0226310282981268,0.3971853095173552,-0.0832958909385321,003030
26,일신방직,2018,Q2,경기소비재,0.11645559250526723,-0.07346356922821906,0.11515816784752042,0.0226310282981268,0.3971853095173552,-0.028969223615604098,003200
26,태광산업,2018,Q2,에너지_화학,0.24579552845385882,0.526624921025105,0.11515816784752042,0.0226310282981268,0.3971853095173552,-0.12182926889336575,003240
26,한일시멘트,2018,Q2,건설,-0.20600830892219196,-1.624901475309545,0.11515816784752042,0.0226310282981268,0.3971853095173552,-0.2000711357221891,003300
26,대한항공,2018,Q2,산업재,-0.10501069971367774,-11.525370392623046,0.11515816784752042,0.0226310282981268,0.3971853095173552,0.12495020537271037,003490
26,영진약품,2018,Q2,헬스케어,-0.05026423737245739,-4.621966896931353,0.11515816784752042,0.0226310282981268,0.3971853095173552,-0.12174053774873399,003520
