,name,year,quarter,sector,Relative Return,법인세차감전 순이익 변화율,국제유가 변화율,금리 변화율,실업률 변화율,소비자물가지수 변화율,Label,Code
3,경방,2024,Q1,경기소비재,-0.10878884492008238,-1.6304068719715215,-0.008599753155233536,-0.12136131985833976,-0.011764705882352788,-0.11265192787422551,-0.13327121036347922,000050
3,하이트진로,2024,Q1,생활소비재,-0.004698098076335337,4.577404304454936,-0.008599753155233536,-0.12136131985833976,-0.011764705882352788,-0.11265192787422551,0.028627711658482734,000080
3,유한양행,2024,Q1,헬스케어,-0.05938153517806958,1.765336252551153,-0.008599753155233536,-0.12136131985833976,-0.011764705882352788,-0.11265192787422551,0.2848114793230269,000100
3,CJ대한통운,2024,Q1,산업재,-0.09066596150247212,0.2808752638658165,-0.008599753155233536,-0.12136131985833976,-0.011764705882352788,-0.11265192787422551,-0.1259301080721996,000120
3,두산,2024,Q1,산업재,0.10206862428119036,-1.1935685876115754,-0.008599753155233536,-0.12136131985833976,-0.011764705882352788,-0.11265192787422551,-0.0455161477199009,000150
3,대림산업,2024,Q1,건설,0.19593208434489187,-0.6822935982833367,-0.008599753155233536,-0.12136131985833976,-0.011764705882352788,-0.11265192787422551,-0.1396906751773595,000210
3,일동제약,2024,Q1,헬스케어,-0.06595967810721542,-0.8281934064383603,-0.008599753155233536,-0.12136131985833976,-0.011764705882352788,-0.11265192787422551,0.037205930743872746,000230
3,한국타이어월드와이드,2024,Q1,경기소비재,-0.08591958436319505,-1.9153856438144223,-0.008599753155233536,-0.12136131985833976,-0.011764705882352788,-0.11265192787422551,0.09538229206225915,000240
3,기아차,2024,Q1,경기소비재,-0.1401535190996598,0.9992903413508638,-0.008599753155233536,-0.12136131985833976,-0.011764705882352788,-0.11265192787422551,-0.05148340048672804,000270
3,조선내화,2024,Q1,철강_소재,-0.03284289441307822,-1.1831940695346221,-0.008599753155233536,-0.12136131985833976,-0.011764705882352788,-0.11265192787422551,-0.009551233660350482,000480
3,동아쏘시오홀딩스,2024,Q1,헬스케어,-0.09398115169705518,-1.933073800885915,-0.008599753155233536,-0.12136131985833976,-0.011764705882352788,-0.11265192787422551,0.15859709832860064,000640
3,SK하이닉스,2024,Q1,정보기술,0.11249804517776539,-2.498817908099369,-0.008599753155233536,-0.12136131985833976,-0.011764705882352788,-0.11265192787422551,0.0056832299734496106,000660
3,영풍,2024,Q1,철강_소재,-0.1913417954123733,-1.12123253599034,-0.008599753155233536,-0.12136131985833976,-0.011764705882352788,-0.11265192787422551,-0.19949026772444248,000670
3,현대건설,2024,Q1,건설,0.02291629786982935,3.1343113088438646,-0.008599753155233536,-0.12136131985833976,-0.011764705882352788,-0.11265192787422551,-0.07875553631097454,000720
3,한화,2024,Q1,에너지_화학,-0.07102790399691823,1.967281699206179,-0.008599753155233536,-0.12136131985833976,-0.011764705882352788,-0.11265192787422551,0.14654641411019148,000880
3,CJ,2024,Q1,생활소비재,0.3078080192280813,5.624587820787827,-0.008599753155233536,-0.12136131985833976,-0.011764705882352788,-0.11265192787422551,-0.17122467059725835,001040
3,LG상사,2024,Q1,산업재,0.06799306689519649,-2.051640204687373,-0.008599753155233536,-0.12136131985833976,-0.011764705882352788,-0.11265192787422551,0.06237257237707773,001120
3,동국제강,2024,Q1,철강_소재,0.028548288267116508,-1.1383422080741366,-0.008599753155233536,-0.12136131985833976,-0.011764705882352788,-0.11265192787422551,-0.036666990580011,001230
3,세아베스틸,2024,Q1,철강_소재,-0.08023989203481333,-20.401297295080507,-0.008599753155233536,-0.12136131985833976,-0.011764705882352788,-0.11265192787422551,-0.14035225361990383,001430
