,name,year,quarter,sector,Relative Return,법인세차감전 순이익 변화율,소비자물가지수 변화율,GDP 변화율,주택가격 변화율,수출액 변화율,환율 변화율,Label,Code
37,경방,2016,Q1,경기소비재,-0.11981264175215382,-0.7722601264059563,-0.06314060511193276,-0.07400871269203668,-0.0296041003888301,-0.02437748355156011,0.038799175276764686,-0.006756538493332825,000050
37,하이트진로,2016,Q1,생활소비재,-0.15136023491647962,-0.6738069775656848,-0.06314060511193276,-0.07400871269203668,-0.0296041003888301,-0.02437748355156011,0.038799175276764686,-0.19938043633462196,000080
37,유한양행,2016,Q1,헬스케어,0.1240836005533673,-0.5170079285858977,-0.06314060511193276,-0.07400871269203668,-0.0296041003888301,-0.02437748355156011,0.038799175276764686,-0.07859584239039845,000100
37,CJ대한통운,2016,Q1,산업재,0.11998762280727161,-1.614895522518273,-0.06314060511193276,-0.07400871269203668,-0.0296041003888301,-0.02437748355156011,0.038799175276764686,-0.0709407153615952,000120
37,두산,2016,Q1,산업재,0.1377402226570202,-0.7700213165920506,-0.06314060511193276,-0.07400871269203668,-0.0296041003888301,-0.02437748355156011,0.038799175276764686,0.17655282667757327,000150
37,대림산업,2016,Q1,건설,-0.09033883222640286,-0.5643445748666831,-0.06314060511193276,-0.07400871269203668,-0.0296041003888301,-0.02437748355156011,0.038799175276764686,-0.01656813872615897,000210
37,일동제약,2016,Q1,헬스케어,0.07966846234661941,-0.6520281080649044,-0.06314060511193276,-0.07400871269203668,-0.0296041003888301,-0.02437748355156011,0.038799175276764686,-0.03750738410882917,000230
37,한국타이어월드와이드,2016,Q1,경기소비재,0.060244596835030306,-0.8735264500018894,-0.06314060511193276,-0.07400871269203668,-0.0296041003888301,-0.02437748355156011,0.038799175276764686,-0.17395784782230173,000240
37,기아차,2016,Q1,경기소비재,-0.054079386776693605,-0.5663523213549271,-0.06314060511193276,-0.07400871269203668,-0.0296041003888301,-0.02437748355156011,0.038799175276764686,-0.14140442581727647,000270
37,조선내화,2016,Q1,철강_소재,-0.0691413680772504,-0.7741617915405421,-0.06314060511193276,-0.07400871269203668,-0.0296041003888301,-0.02437748355156011,0.038799175276764686,-0.04472731323830112,000480
37,동아쏘시오홀딩스,2016,Q1,헬스케어,-0.07707984948522802,-0.5121938541631963,-0.06314060511193276,-0.07400871269203668,-0.0296041003888301,-0.02437748355156011,0.038799175276764686,-0.04853711657397971,000640
37,SK하이닉스,2016,Q1,정보기술,0.0036182539624113642,-0.8940843129976158,-0.06314060511193276,-0.07400871269203668,-0.0296041003888301,-0.02437748355156011,0.038799175276764686,0.19743490264784835,000660
37,영풍,2016,Q1,철강_소재,-0.048129875772816647,-0.1580186383352169,-0.06314060511193276,-0.07400871269203668,-0.0296041003888301,-0.02437748355156011,0.038799175276764686,0.12013832103310565,000670
37,현대건설,2016,Q1,건설,-0.17604703077784883,-0.85235859368317,-0.06314060511193276,-0.07400871269203668,-0.0296041003888301,-0.02437748355156011,0.038799175276764686,0.1200118476792768,000720
37,한화,2016,Q1,에너지_화학,0.08279124623159527,1.1490404545343704,-0.06314060511193276,-0.07400871269203668,-0.0296041003888301,-0.02437748355156011,0.038799175276764686,-0.0814809969503818,000880
37,CJ,2016,Q1,생활소비재,0.09694357134577053,-0.12975343627060276,-0.06314060511193276,-0.07400871269203668,-0.0296041003888301,-0.02437748355156011,0.038799175276764686,-0.19481124968343594,001040
37,LG상사,2016,Q1,산업재,0.16050890389087952,-1.1320541739710142,-0.06314060511193276,-0.07400871269203668,-0.0296041003888301,-0.02437748355156011,0.038799175276764686,-0.16787252095646554,001120
37,동국제강,2016,Q1,철강_소재,0.25974020312926926,-0.4563610455634778,-0.06314060511193276,-0.07400871269203668,-0.0296041003888301,-0.02437748355156011,0.038799175276764686,-0.02637520294428835,001230
37,세아베스틸,2016,Q1,철강_소재,-0.05741090555731419,-0.8105892991216084,-0.06314060511193276,-0.07400871269203668,-0.0296041003888301,-0.02437748355156011,0.038799175276764686,-0.08076048326650836,001430
37,대상,2016,Q1,생활소비재,0.0007709126245039888,-0.7100099332217044,-0.06314060511193276,-0.07400871269203668,-0.0296041003888301,-0.02437748355156011,0.038799175276764686,0.024553516639247902,001680
37,SK네트웍스,2016,Q1,경기소비재,-0.039229087375496005,-0.8942304395226152,-0.06314060511193276,-0.07400871269203668,-0.0296041003888301,-0.02437748355156011,0.038799175276764686,-0.04760760232312006,001740
37,오리온,2016,Q1,생활소비재,0.0706704511641697,-0.8567831898883268,-0.06314060511193276,-0.07400871269203668,-0.0296041003888301,-0.02437748355156011,0.038799175276764686,-0.3036057155171823,001800
37,고려제강,2016,Q1,철강_소재,-0.011506819326864228,-0.6929633253101167,-0.06314060511193276,-0.07400871269203668,-0.0296041003888301,-0.02437748355156011,0.038799175276764686,-0.11493847649870821,002240
37,넥센타이어,2016,Q1,경기소비재,-0.06706692521333385,-0.6949622347452576,-0.06314060511193276,-0.07400871269203668,-0.0296041003888301,-0.02437748355156011,0.038799175276764686,-0.02932445384935227,002350
37,KCC,2016,Q1,건설,0.019549833290506805,-0.7161391792149145,-0.06314060511193276,-0.07400871269203668,-0.0296041003888301,-0.02437748355156011,0.038799175276764686,-0.033104576817109474,002380
37,아모레G,2016,Q1,생활소비재,0.12657816758817445,0.13555520696775814,-0.06314060511193276,-0.07400871269203668,-0.0296041003888301,-0.02437748355156011,0.038799175276764686,-0.13955924097926853,002790
37,한국쉘석유,2016,Q1,에너지_화학,-0.03763072671975831,-0.7635842180744784,-0.06314060511193276,-0.07400871269203668,-0.0296041003888301,-0.02437748355156011,0.038799175276764686,-0.09928162210537295,002960
37,부광약품,2016,Q1,헬스케어,0.10166476737310734,-0.6305076148964754,-0.06314060511193276,-0.07400871269203668,-0.0296041003888301,-0.02437748355156011,0.038799175276764686,-0.13252937127969316,003000
37,세아제강,2016,Q1,철강_소재,0.030731869677262023,-0.5672261568857024,-0.06314060511193276,-0.07400871269203668,-0.0296041003888301,-0.02437748355156011,0.038799175276764686,-0.11539900141442982,003030
37,일신방직,2016,Q1,경기소비재,0.013898060390827013,-0.659619769541161,-0.06314060511193276,-0.07400871269203668,-0.0296041003888301,-0.02437748355156011,0.038799175276764686,-0.1670781680832551,003200
37,태광산업,2016,Q1,에너지_화학,0.029354603611628453,-0.864635063440723,-0.06314060511193276,-0.07400871269203668,-0.0296041003888301,-0.02437748355156011,0.038799175276764686,-0.16225572016272727,003240
37,한일시멘트,2016,Q1,건설,-0.014423703599577498,-0.825172085670402,-0.06314060511193276,-0.07400871269203668,-0.0296041003888301,-0.02437748355156011,0.038799175276764686,-0.14208706446874272,003300
37,대한항공,2016,Q1,산업재,-0.08971777708953783,-0.775947094824851,-0.06314060511193276,-0.07400871269203668,-0.0296041003888301,-0.02437748355156011,0.038799175276764686,0.00871814578106353,003490
37,영진약품,2016,Q1,헬스케어,2.5295428424490654,-0.6782943873501164,-0.06314060511193276,-0.07400871269203668,-0.0296041003888301,-0.02437748355156011,0.038799175276764686,-0.13533541724170312,003520
37,LG,2016,Q1,정보기술,-0.030319353026332835,-0.2365576365206884,-0.06314060511193276,-0.07400871269203668,-0.0296041003888301,-0.02437748355156011,0.038799175276764686,-0.045221258959258444,003550
37,S&T중공업,2016,Q1,산업재,-0.27149022010355484,-1.110130140082814,-0.06314060511193276,-0.07400871269203668,-0.0296041003888301,-0.02437748355156011,0.038799175276764686,-0.11206740280552732,003570
37,쌍용차,2016,Q1,경기소비재,-0.13288745220261275,-1.0352159115062463,-0.06314060511193276,-0.07400871269203668,-0.0296041003888301,-0.02437748355156011,0.038799175276764686,0.022591033304450864,003620
37,남양유업,2016,Q1,생활소비재,-0.0896545221285908,-0.8603411373185472,-0.06314060511193276,-0.07400871269203668,-0.0296041003888301,-0.02437748355156011,0.038799175276764686,-0.06043336656899853,003920
37,삼성정밀화학,2016,Q1,에너지_화학,-0.09622416126712162,-2.3090792492949053,-0.06314060511193276,-0.07400871269203668,-0.0296041003888301,-0.02437748355156011,0.038799175276764686,-0.08416883331148538,004000
37,현대제철,2016,Q1,철강_소재,-0.09468201810373757,-0.7635356035322397,-0.06314060511193276,-0.07400871269203668,-0.0296041003888301,-0.02437748355156011,0.038799175276764686,-0.045008005901426736,004020
37,한솔홀딩스,2016,Q1,경기소비재,-0.03019612301592905,-1.487588237582704,-0.06314060511193276,-0.07400871269203668,-0.0296041003888301,-0.02437748355156011,0.038799175276764686,-0.14659158309861814,004150
37,신세계,2016,Q1,경기소비재,0.01596322031681168,-0.9028631274526842,-0.06314060511193276,-0.07400871269203668,-0.0296041003888301,-0.02437748355156011,0.038799175276764686,-0.10978886848218455,004170
37,농심,2016,Q1,생활소비재,-0.04444647867984383,0.042731560974180294,-0.06314060511193276,-0.07400871269203668,-0.0296041003888301,-0.02437748355156011,0.038799175276764686,-0.2765674483042426,004370
37,세방전지,2016,Q1,경기소비재,-0.004469471990880627,-0.7940300560899629,-0.06314060511193276,-0.07400871269203668,-0.0296041003888301,-0.02437748355156011,0.038799175276764686,-0.11130303677117438,004490
37,조광피혁,2016,Q1,경기소비재,0.27795106928246743,-0.30673340402511406,-0.06314060511193276,-0.07400871269203668,-0.0296041003888301,-0.02437748355156011,0.038799175276764686,-0.16082954751961287,004700
