,name,year,quarter,sector,Relative Return,자본금 변화율,보유 주식 수 변화율,금리 변화율,1인평균급여 변화율,증자주식수 변화율,자기주식수 변화율,Label,Code
23,경방,2019,Q1,경기소비재,0.11455147885393055,0.0,0.0,-0.09282764948769218,0.0,0.0,0.0,-0.040084517690679194,000050
23,하이트진로,2019,Q1,생활소비재,0.13211775161023842,0.0,0.0,-0.09282764948769218,0.0,0.0,0.0,0.0872777002159705,000080
23,유한양행,2019,Q1,헬스케어,-0.0043811838837226336,0.04561962829742572,0.0,-0.09282764948769218,0.0,0.0,0.0,0.014660066264538203,000100
23,CJ대한통운,2019,Q1,산업재,-0.057470813195633685,0.12263764114802189,0.0,-0.09282764948769218,0.0,0.0,0.0,-0.00792598073606629,000120
23,두산,2019,Q1,산업재,0.13127068222442065,0.0,0.0,-0.09282764948769218,0.0,0.0,0.0,-0.006592791977423865,000150
23,대림산업,2019,Q1,건설,0.031190648148935907,0.0,0.0,-0.09282764948769218,0.0,-0.10346057582774992,-0.10346063464233246,0.03625771104643578,000210
23,일동제약,2019,Q1,헬스케어,0.10398841392456162,0.04883475166001028,0.0,-0.09282764948769218,0.0,0.0,0.0,-0.12989226784397004,000230
23,한국타이어월드와이드,2019,Q1,경기소비재,0.08965665710338488,0.0,0.0,-0.09282764948769218,0.0,0.0,0.0,-0.06653944086627385,000240
23,기아차,2019,Q1,경기소비재,0.22830130454072456,-0.0682630106223101,0.0,-0.09282764948769218,0.0,0.0,0.0,0.10098884400028099,000270
23,조선내화,2019,Q1,철강_소재,0.15370104598455664,0.0,0.0,-0.09282764948769218,0.0,0.0,0.0,-0.032241960721161575,000480
23,동아쏘시오홀딩스,2019,Q1,헬스케어,0.016111266024000447,0.0,0.0,-0.09282764948769218,0.0,0.0,-0.0988118181002221,-0.1300372837390861,000640
23,SK하이닉스,2019,Q1,정보기술,0.022116044834338114,0.0,0.0,-0.09282764948769218,0.0,0.0,0.0,0.05406992473683393,000660
23,영풍,2019,Q1,철강_소재,-0.08245068496575361,0.0,0.0,-0.09282764948769218,0.0,0.0,0.0,-0.08416705786724016,000670
23,현대건설,2019,Q1,건설,-0.10244162031818234,0.0,0.0,-0.09282764948769218,0.0,-0.09733641897559131,0.0,-0.0772442790625539,000720
23,한화,2019,Q1,에너지_화학,-0.04853802088551708,0.0,0.0,-0.09282764948769218,0.0,0.0,0.0,-0.15130566166444795,000880
23,CJ,2019,Q1,생활소비재,-0.1025298796100788,0.0,0.0,-0.09282764948769218,0.0,0.0,0.0,-0.22322779129095355,001040
23,LG상사,2019,Q1,산업재,0.181306290981106,0.0,0.0,-0.09282764948769218,0.0,0.0,0.0,-0.05394123799949756,001120
23,동국제강,2019,Q1,철강_소재,-0.07237068239435014,0.0,0.0,-0.09282764948769218,0.0,0.0,0.0,-0.028156933418816796,001230
23,세아베스틸,2019,Q1,철강_소재,-0.04389706915942038,0.0,0.0,-0.09282764948769218,0.0,0.0,0.0,-0.07357204114042606,001430
23,대상,2019,Q1,생활소비재,-0.1110409216559617,0.0,0.0,-0.09282764948769218,0.0,0.0,0.0,-0.045225165199967235,001680
23,SK네트웍스,2019,Q1,경기소비재,-0.09688784689682635,0.0,0.0,-0.09282764948769218,0.0,0.0,0.0,0.035223477066856856,001740
23,오리온,2019,Q1,생활소비재,0.05690690037991064,1.8022391919947367e-05,0.0,-0.09282764948769218,0.0,0.0,0.0,-0.10415342262919178,001800
23,고려제강,2019,Q1,철강_소재,0.04778805123656764,0.0,0.0,-0.09282764948769218,0.0,0.0,0.0,-0.008819440247763322,002240
23,넥센타이어,2019,Q1,경기소비재,0.0004960052998084635,0.0,0.0,-0.09282764948769218,0.0,0.0,0.0,-0.05602256155802762,002350
23,KCC,2019,Q1,건설,-0.09080695233403643,0.0,0.0,-0.09282764948769218,0.0,0.0,0.0,-0.1411779606192035,002380
23,아모레G,2019,Q1,생활소비재,0.01831549592935707,0.0,0.0,-0.09282764948769218,0.0,0.0,0.0,-0.1419193800760003,002790
23,한국쉘석유,2019,Q1,에너지_화학,0.03378105806185134,0.0,0.0,-0.09282764948769218,0.0,0.0,0.0,0.047126003335580306,002960
23,부광약품,2019,Q1,헬스케어,-0.13773146786338733,0.2999999815839003,0.0,-0.09282764948769218,0.0,0.0,0.0,-0.11057331901045478,003000
23,세아제강,2019,Q1,철강_소재,0.0487535197476751,0.0,0.0,-0.09282764948769218,0.0,0.0,0.0,0.033505950736854154,003030
23,일신방직,2019,Q1,경기소비재,0.03029305301134629,0.0,0.0,-0.09282764948769218,0.0,0.0,0.0,-0.08912750190341145,003200
23,태광산업,2019,Q1,에너지_화학,-0.05150507717388067,0.0,0.0,-0.09282764948769218,0.0,0.0,0.0,-0.22519583058794568,003240
23,한일시멘트,2019,Q1,건설,0.024509004621148557,0.0,0.0,-0.09282764948769218,0.0,0.0,0.0,-0.08813786747095828,003300
23,대한항공,2019,Q1,산업재,0.07134702827584788,0.0,0.0,-0.09282764948769218,0.0,0.0,0.0,-0.2534840681909607,003490
23,영진약품,2019,Q1,헬스케어,-0.053645883868767064,0.0,0.0,-0.09282764948769218,0.0,0.0,0.0,-0.2763510110479937,003520
23,LG,2019,Q1,정보기술,-0.03998054592638056,0.0,0.0,-0.09282764948769218,0.0,-0.09762627511158983,0.0,0.023270959911615076,003550
23,S&T중공업,2019,Q1,산업재,0.09586689637157052,0.02327989066196645,0.0,-0.09282764948769218,0.0,0.0,0.0,-0.12988144895052395,003570
23,쌍용차,2019,Q1,경기소비재,-0.07444480172650844,0.08619541907961681,0.0,-0.09282764948769218,0.0,0.0,0.0,-0.26669851343738016,003620
23,남양유업,2019,Q1,생활소비재,0.025595438990866713,0.0,0.0,-0.09282764948769218,0.0,-0.09880417582923318,0.0,-0.03722636073201374,003920
23,삼성정밀화학,2019,Q1,에너지_화학,0.06807493503702064,0.0,0.0,-0.09282764948769218,0.0,0.0,0.0,0.03075821555241501,004000
23,현대제철,2019,Q1,철강_소재,-0.022434219715926434,0.0,0.0,-0.09282764948769218,0.0,0.0,0.0,-0.08393815941872329,004020
23,한솔홀딩스,2019,Q1,경기소비재,0.03098410010931751,0.0,0.0,-0.09282764948769218,0.0,0.0,0.0,-0.006378103177246568,004150
23,신세계,2019,Q1,경기소비재,0.01117437377182113,0.0,0.0,-0.09282764948769218,0.0,0.0,0.0,-0.2235193800760003,004170
23,농심,2019,Q1,생활소비재,-0.0937125065069914,0.0,0.0,-0.09282764948769218,0.0,0.0,0.0,-0.10368408595835324,004370
23,세방전지,2019,Q1,경기소비재,0.008287281005574285,0.0,0.0,-0.09282764948769218,0.0,0.0,0.0,-0.09002628430762613,004490
23,조광피혁,2019,Q1,경기소비재,0.08499873047564444,0.0,0.0,-0.09282764948769218,-0.09882039245583474,0.0,0.0,-0.01646950861070466,004700
23,한솔테크닉스,2019,Q1,정보기술,-0.10454769372988504,0.0,0.0,-0.09282764948769218,0.0,0.0,0.0,0.19375434320305918,004710
23,효성,2019,Q1,에너지_화학,0.09611798615802036,0.0,0.0,-0.09282764948769218,0.0,0.0,0.0,0.1065397642693578,004800
23,삼광글라스,2019,Q1,철강_소재,0.05771197911448292,0.0,0.0,-0.09282764948769218,0.0,-0.09881623910607629,-0.09881623910607629,-0.06402734922767124,005090
23,빙그레,2019,Q1,생활소비재,0.05314771236452197,0.0,0.0,-0.09282764948769218,0.0,0.0,0.0,-0.08456857949375865,005180
23,롯데칠성,2019,Q1,생활소비재,-0.08649932546618737,0.0,0.0,-0.09282764948769218,0.0,0.0,0.0,-0.06691938007600029,005300
23,현대차,2019,Q1,경기소비재,0.102010224728518,0.0,0.0,-0.09282764948769218,0.0,0.0,0.0,0.06984532580635265,005380
