,name,year,quarter,sector,Relative Return,법인세차감전 순이익 변화율,소비자물가지수 변화율,GDP 변화율,주택가격 변화율,환율 변화율,수출액 변화율,Label,Code
0,경방,2025,Q2,경기소비재,-0.32714376417064067,0.24181191559483906,0.09310001818956182,0.047557177658022365,-1.2012264078434025,-0.03660744169047303,0.035033265560834304,-0.32714376417064067,000050
0,하이트진로,2025,Q2,생활소비재,-0.22050463504538786,-0.19111778756164843,0.09291933873946112,0.047557177658022365,-1.2013655401089096,-0.03660744169047303,0.035033265560834304,-0.22050463504538786,000080
0,유한양행,2025,Q2,헬스케어,-0.18038781866152037,0.07790057649847415,0.09310094012993719,0.047557177658022365,-1.2012227228216539,-0.03660744169047303,0.035033265560834304,-0.18038781866152037,000100
0,CJ대한통운,2025,Q2,산업재,-0.21681650173406167,-0.3113287159101462,0.09285345805984746,0.047557177658022365,-1.201419902625541,-0.03660744169047303,0.035033265560834304,-0.21681650173406167,000120
0,두산,2025,Q2,산업재,0.1693963132657215,-0.36413785612314564,0.09316445736641432,0.047557177658022365,-1.2015634898697387,-0.03660744169047303,0.035033265560834304,0.1693963132657215,000150
0,대림산업,2025,Q2,건설,-0.2009406261229107,-0.9737376662498587,0.060426274768470956,0.047557177658022365,-0.934258173293723,-0.03660744169047303,0.035033265560834304,-0.2009406261229107,000210
0,일동제약,2025,Q2,헬스케어,0.1653324801427998,-1.4308862674062592,0.09313193031131162,0.047557177658022365,-1.2012044364855488,-0.03660744169047303,0.035033265560834304,0.1653324801427998,000230
0,한국타이어월드와이드,2025,Q2,경기소비재,0.1589532424544379,-0.8403373666731349,0.09303728509816911,0.047557177658022365,-1.2012338663443576,-0.03660744169047303,0.035033265560834304,0.1589532424544379,000240
0,기아차,2025,Q2,경기소비재,-0.1222168122093142,-0.09277507176889832,0.09386924171161071,0.047557177658022365,-1.1681506921162634,-0.03660744169047303,0.035033265560834304,-0.1222168122093142,000270
0,조선내화,2025,Q2,철강_소재,-0.26209384428896926,-1.8498994076092634,0.09311769776233847,0.047557177658022365,-1.2012098534084492,-0.03660744169047303,0.035033265560834304,-0.26209384428896926,000480
0,동아쏘시오홀딩스,2025,Q2,헬스케어,-0.12477854110563781,-1.3935859612325314,0.09312223740320036,0.047557177658022365,-1.2012073623124897,-0.03660744169047303,0.035033265560834304,-0.12477854110563781,000640
0,SK하이닉스,2025,Q2,정보기술,0.09458248508869174,-0.02985370637939866,0.0399747588653776,0.047557177658022365,-1.6032113997563793,-0.03660744169047303,0.035033265560834304,0.09458248508869174,000660
0,영풍,2025,Q2,철강_소재,-0.10956011269972218,-1.707125113310017,0.09300525229957968,0.047557177658022365,-1.2012664845982595,-0.03660744169047303,0.035033265560834304,-0.10956011269972218,000670
0,현대건설,2025,Q2,건설,0.23914400643540265,-0.26391049758139795,0.09259771700172204,0.047557177658022365,-1.201153828433485,-0.03660744169047303,0.035033265560834304,0.23914400643540265,000720
0,한화,2025,Q2,에너지_화학,0.37035742952663775,-1.4374512924647385,0.09244777858340725,0.047557177658022365,-1.2002487486983027,-0.03660744169047303,0.035033265560834304,0.37035742952663775,000880
0,CJ,2025,Q2,생활소비재,0.0193903780779717,1.3371973406622026,0.09297875909047004,0.047557177658022365,-1.2012978422785765,-0.03660744169047303,0.035033265560834304,0.0193903780779717,001040
0,LG상사,2025,Q2,산업재,-0.18446226534160085,0.3605058424271679,0.0931819133742493,0.047557177658022365,-1.2010563731212287,-0.03660744169047303,0.035033265560834304,-0.18446226534160085,001120
0,동국제강,2025,Q2,철강_소재,-0.20014343847310512,-1.031926034253456,0.07784319024976871,0.047557177658022365,-0.7834070695143243,-0.03660744169047303,0.035033265560834304,-0.20014343847310512,001230
0,세아베스틸,2025,Q2,철강_소재,0.3126950890977065,-1.0201716169782384,0.09300374359495356,0.047557177658022365,-1.2013374265674033,-0.03660744169047303,0.035033265560834304,0.3126950890977065,001430
0,대상,2025,Q2,생활소비재,-0.2947633279153907,-0.508526935678566,0.09309740764408825,0.047557177658022365,-1.2011809774545172,-0.03660744169047303,0.035033265560834304,-0.2947633279153907,001680
0,SK네트웍스,2025,Q2,경기소비재,-0.15569650268829285,-11.76231691078562,0.0768174358832363,0.047557177658022365,-0.9957072361043473,-0.03660744169047303,0.035033265560834304,-0.15569650268829285,001740
0,오리온,2025,Q2,생활소비재,-0.19363015930330923,-0.9421246622993531,0.09309548890416974,0.047557177658022365,-1.2012385010752022,-0.03660744169047303,0.035033265560834304,-0.19363015930330923,001800
0,고려제강,2025,Q2,철강_소재,-0.19626976164276805,-0.5554822898531817,0.09310022722522371,0.047557177658022365,-1.201220493520765,-0.03660744169047303,0.035033265560834304,-0.19626976164276805,002240
0,넥센타이어,2025,Q2,경기소비재,-0.2603792537585893,-0.092788449508872,0.09313184105199523,0.047557177658022365,-1.2011882590149356,-0.03660744169047303,0.035033265560834304,-0.2603792537585893,002350
0,KCC,2025,Q2,건설,0.18285375197441647,10.72686348748935,0.09366244622541608,0.047557177658022365,-1.2020503048308888,-0.03660744169047303,0.035033265560834304,0.18285375197441647,002380
0,아모레G,2025,Q2,생활소비재,-0.03775297026986035,-1.0230860036760796,0.09307029513302378,0.047557177658022365,-1.2012274097034705,-0.03660744169047303,0.035033265560834304,-0.03775297026986035,002790
0,한국쉘석유,2025,Q2,에너지_화학,-0.07166661728105214,-0.05166948773475666,0.093132389556849,0.047557177658022365,-1.201203346658714,-0.03660744169047303,0.035033265560834304,-0.07166661728105214,002960
0,부광약품,2025,Q2,헬스케어,-0.32301761425089603,0.9464244113892817,0.09312956720771548,0.047557177658022365,-1.2012045351921303,-0.03660744169047303,0.035033265560834304,-0.32301761425089603,003000
0,세아제강,2025,Q2,철강_소재,-0.38339165403071496,-1.0924105346987605,0.09310487987013949,0.047557177658022365,-1.2012077051612187,-0.03660744169047303,0.035033265560834304,-0.38339165403071496,003030
0,일신방직,2025,Q2,경기소비재,-0.15775650841196331,-1.0462829073837494,0.09312743537919177,0.047557177658022365,-1.2012038152853364,-0.03660744169047303,0.035033265560834304,-0.15775650841196331,003200
