,name,year,quarter,sector,Relative Return,법인세차감전 순이익 변화율,소비자물가지수 변화율,GDP 변화율,주택가격 변화율,환율 변화율,수출액 변화율,Label,Code
11,경방,2022,Q3,경기소비재,-0.1253088384059824,-97.29887068882375,-0.02006420138748022,0.003059519728652038,-1.1448197663686945,0.06411636151380273,0.02779144307122383,-0.04120378329536975,000050
11,하이트진로,2022,Q3,생활소비재,-0.13068270251410546,-0.13208341449804395,-0.02006420138748022,0.003059519728652038,-1.1448197663686945,0.06411636151380273,0.02779144307122383,-0.2051437232353097,000080
11,유한양행,2022,Q3,헬스케어,0.018610835921721084,-0.25037899110723316,-0.02006420138748022,0.003059519728652038,-1.1448197663686945,0.06411636151380273,0.02779144307122383,-0.06405530161822721,000100
11,CJ대한통운,2022,Q3,산업재,-0.2919578137856079,-0.23131691219952932,-0.02006420138748022,0.003059519728652038,-1.1448197663686945,0.06411636151380273,0.02779144307122383,-0.061765240826804194,000120
11,두산,2022,Q3,산업재,0.12457118079094609,3.934922064396173,-0.02006420138748022,0.003059519728652038,-1.1448197663686945,0.06411636151380273,0.02779144307122383,0.05179321370162725,000150
11,대림산업,2022,Q3,건설,-0.06144148313487091,-1.0162392210580276,-0.02006420138748022,0.003059519728652038,-1.1448197663686945,0.06411636151380273,0.02779144307122383,-0.17816389286564882,000210
11,일동제약,2022,Q3,헬스케어,-0.22730846938527113,0.5648573625186353,-0.02006420138748022,0.003059519728652038,-1.1448197663686945,0.06411636151380273,0.02779144307122383,-0.43193861628787145,000230
11,한국타이어월드와이드,2022,Q3,경기소비재,-0.023218109725545246,0.1576461207681008,-0.02006420138748022,0.003059519728652038,-1.1448197663686945,0.06411636151380273,0.02779144307122383,-0.05457576397169826,000240
11,기아차,2022,Q3,경기소비재,-0.14892440695249984,-0.8524367355747822,-0.02006420138748022,0.003059519728652038,-1.1448197663686945,0.06411636151380273,0.02779144307122383,0.16156609253110985,000270
11,조선내화,2022,Q3,철강_소재,0.019817490930873254,-0.9388101573351061,-0.02006420138748022,0.003059519728652038,-1.1448197663686945,0.06411636151380273,0.02779144307122383,0.1056438015280561,000480
11,동아쏘시오홀딩스,2022,Q3,헬스케어,-0.04422912612361249,-2.5497421492946906,-0.02006420138748022,0.003059519728652038,-1.1448197663686945,0.06411636151380273,0.02779144307122383,-0.09355627371682569,000640
11,SK하이닉스,2022,Q3,정보기술,0.018244489357871683,-0.3584133875136708,-0.02006420138748022,0.003059519728652038,-1.1448197663686945,0.06411636151380273,0.02779144307122383,-0.03382288162692815,000660
