,name,year,quarter,sector,Relative Return,법인세차감전 순이익 변화율,국제유가 변화율,소비자물가지수 변화율,수출액 변화율,실업률 변화율,Label,Code
34,경방,2016,Q2,경기소비재,-0.03362986153695546,0.4025295145413992,0.3509743792660007,-0.027027232119385514,0.008471446426447704,-0.044642857142857095,0.05179556550348005,000050
34,하이트진로,2016,Q2,생활소비재,-0.21978854970262243,-0.16413379490709135,0.3509743792660007,-0.027027232119385514,0.008471446426447704,-0.044642857142857095,-0.03598531033709729,000080
34,유한양행,2016,Q2,헬스케어,-0.021322660882138945,-0.7872010466710836,0.3509743792660007,-0.027027232119385514,0.008471446426447704,-0.044642857142857095,-0.28882475635575133,000100
34,CJ대한통운,2016,Q2,산업재,0.01766947210532885,0.12889128226188062,0.3509743792660007,-0.027027232119385514,0.008471446426447704,-0.044642857142857095,-0.10884308667554576,000120
34,두산,2016,Q2,산업재,0.1182472760576911,2.857063647560562,0.3509743792660007,-0.027027232119385514,0.008471446426447704,-0.044642857142857095,0.010615777412827014,000150
34,대림산업,2016,Q2,건설,-0.015144660421478967,-0.6466391146664663,0.3509743792660007,-0.027027232119385514,0.008471446426447704,-0.044642857142857095,-0.01695130941694848,000210
34,일동제약,2016,Q2,헬스케어,-0.017564600762572644,-1.052725249191915,0.3509743792660007,-0.027027232119385514,0.008471446426447704,-0.044642857142857095,0.0,000230
34,한국타이어월드와이드,2016,Q2,경기소비재,-0.19615148859336112,-0.5254598595501571,0.3509743792660007,-0.027027232119385514,0.008471446426447704,-0.044642857142857095,0.07960487395138752,000240
34,기아차,2016,Q2,경기소비재,-0.1652028683202031,-0.5197616024255638,0.3509743792660007,-0.027027232119385514,0.008471446426447704,-0.044642857142857095,-0.08762965356279914,000270
34,조선내화,2016,Q2,철강_소재,-0.08654563593707543,-0.12121778932153993,0.3509743792660007,-0.027027232119385514,0.008471446426447704,-0.044642857142857095,0.05567980570589828,000480
34,동아쏘시오홀딩스,2016,Q2,헬스케어,-0.11475335845004679,-1.6559573096282887,0.3509743792660007,-0.027027232119385514,0.008471446426447704,-0.044642857142857095,-0.09565615732344623,000640
34,SK하이닉스,2016,Q2,정보기술,0.24876142612831736,-0.2982800500527517,0.3509743792660007,-0.027027232119385514,0.008471446426447704,-0.044642857142857095,0.159503652536732,000660
34,영풍,2016,Q2,철강_소재,0.06880518513613608,-0.6556686355406626,0.3509743792660007,-0.027027232119385514,0.008471446426447704,-0.044642857142857095,-0.025629221514891963,000670
34,현대건설,2016,Q2,건설,0.02257622244255246,0.6841181961566936,0.3509743792660007,-0.027027232119385514,0.008471446426447704,-0.044642857142857095,0.17336626894697518,000720
34,한화,2016,Q2,에너지_화학,-0.11963789620488255,-0.2309656189719732,0.3509743792660007,-0.027027232119385514,0.008471446426447704,-0.044642857142857095,-0.008169161058828388,000880
34,CJ,2016,Q2,생활소비재,-0.18960116914057856,-0.7669861265716806,0.3509743792660007,-0.027027232119385514,0.008471446426447704,-0.044642857142857095,-0.1523368496930036,001040
34,LG상사,2016,Q2,산업재,-0.09240016577767951,0.224974256511129,0.3509743792660007,-0.027027232119385514,0.008471446426447704,-0.044642857142857095,-0.10499041889703539,001120
34,동국제강,2016,Q2,철강_소재,-0.005391806288754623,3.2479141962501146,0.3509743792660007,-0.027027232119385514,0.008471446426447704,-0.044642857142857095,-0.011003397168905325,001230
