,name,year,quarter,sector,Relative Return,법인세차감전 순이익 변화율,금리 변화율,국제유가 변화율,실업률 변화율,소비자물가지수 변화율,Label,Code
18,경방,2020,Q2,경기소비재,-0.11949602641425311,1.8081338265374702,-0.0835291604358025,-0.41825270948982285,0.15887850467289732,-0.9744470971009336,-0.04972281080367345,000050
18,하이트진로,2020,Q2,생활소비재,-0.0446657728861653,0.1317657645870658,-0.0835291604358025,-0.41825270948982285,0.15887850467289732,-0.9744470971009336,-0.24613265477294238,000080
18,유한양행,2020,Q2,헬스케어,-0.0026108399483019684,-0.7954393906895932,-0.0835291604358025,-0.41825270948982285,0.15887850467289732,-0.9744470971009336,-0.056977511654584076,000100
18,CJ대한통운,2020,Q2,산업재,-0.20805324300341949,0.8872548311615587,-0.0835291604358025,-0.41825270948982285,0.15887850467289732,-0.9744470971009336,0.006497951974267023,000120
18,두산,2020,Q2,산업재,-0.0912061080882638,-0.7001319443964601,-0.0835291604358025,-0.41825270948982285,0.15887850467289732,-0.9744470971009336,0.05912799469855127,000150
18,대림산업,2020,Q2,건설,-0.1716815982654706,-0.5798581201866663,-0.0835291604358025,-0.41825270948982285,0.15887850467289732,-0.9744470971009336,-0.07609556676934505,000210
18,일동제약,2020,Q2,헬스케어,-0.2223163771295673,-0.453391095435396,-0.0835291604358025,-0.41825270948982285,0.15887850467289732,-0.9744470971009336,-0.07199364085817223,000230
18,한국타이어월드와이드,2020,Q2,경기소비재,0.17887525823928324,-0.8199638066251279,-0.0835291604358025,-0.41825270948982285,0.15887850467289732,-0.9744470971009336,0.09946325091362876,000240
18,기아차,2020,Q2,경기소비재,0.2820034409833542,0.14771566401816116,-0.0835291604358025,-0.41825270948982285,0.15887850467289732,-0.9744470971009336,0.28144566446315256,000270
18,조선내화,2020,Q2,철강_소재,-0.2982992105524605,5.967438962143911,-0.0835291604358025,-0.41825270948982285,0.15887850467289732,-0.9744470971009336,0.05136604289461466,000480
18,동아쏘시오홀딩스,2020,Q2,헬스케어,-0.017716125577534908,-1.4156482121928051,-0.0835291604358025,-0.41825270948982285,0.15887850467289732,-0.9744470971009336,0.14036300650534914,000640
