,code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),총포괄손익,영업비용,이자비용
10,68270,Celltrion,Medicine_Production,2018,Q2,1464092502318.0,1919766727298.0,3383859229616.0,517353232496.0,171717556685.0,689070789181.0,125395903000.0,1832148753070.0,2694788440435.0,231139793663.0,109210953861.0,83781046982.0,75047612064.0,75047612064.0,,,
11,68270,Celltrion,Medicine_Production,2018,Q3,1472603113097.0,1848370220628.0,3320973333725.0,504189818502.0,161901220628.0,666091039130.0,125395903000.0,1787940189039.0,2654882294595.0,199295892316.0,75432808276.0,75132388366.0,58375338632.0,58375338632.0,,,
12,68270,Celltrion,Medicine_Production,2018,Q4,1482310007849.0,1888329253915.0,3370639261764.0,548121290075.0,218455704094.0,766576994169.0,125456133000.0,1793330987094.0,2604062267595.0,210974267038.0,18088190388.0,19504626698.0,19941148769.0,19941148769.0,,,
13,68270,Celltrion,Medicine_Production,2019,Q1,1417582248705.0,1951309750430.0,3368891999135.0,494596599522.0,221845397101.0,716441996623.0,127953489000.0,1891542601322.0,2652450002512.0,191506967194.0,75855651662.0,81938825703.0,63185196204.0,63185196204.0,,,
14,68270,Celltrion,Medicine_Production,2019,Q2,1531524247770.0,1978610388579.0,3510134636349.0,452146500550.0,310161117742.0,762307618292.0,128329070000.0,1967089400646.0,2747827018057.0,196824444912.0,78608120354.0,82171580502.0,75546799324.0,75546799324.0,,,
15,68270,Celltrion,Medicine_Production,2019,Q3,1598907435843.0,2021479640555.0,3620387076398.0,499830109000.0,308803889640.0,808633998640.0,128336328000.0,2026602471892.0,2811753077758.0,248181758012.0,98237051642.0,103924516402.0,59513071246.0,59513071246.0,,,
16,68270,Celltrion,Medicine_Production,2019,Q4,1610730917459.0,2063791784809.0,3674522702268.0,517564388814.0,286291312657.0,803855701471.0,128337853000.0,2080593620747.0,2870667000797.0,345357098734.0,110690273574.0,101071582258.0,91509617879.0,91509617879.0,,,
17,68270,Celltrion,Medicine_Production,2020,Q1,1811414509571.0,2117570903472.0,3928985413043.0,572696526904.0,345126170926.0,917822697830.0,134706932000.0,2221905636034.0,3011162715213.0,345694202035.0,126206476125.0,148704938266.0,113627350899.0,113627350899.0,,,
18,68270,Celltrion,Medicine_Production,2020,Q2,2025165163967.0,2128280316649.0,4153445480616.0,676006418464.0,300752645021.0,976759063485.0,134939385000.0,2365412365774.0,3176686417131.0,404273535265.0,189518478864.0,186124860308.0,143506729740.0,143506729740.0,,,
19,68270,Celltrion,Medicine_Production,2020,Q3,2285803632417.0,2142375511667.0,4428179144084.0,756435973291.0,312007199564.0,1068443172855.0,134993738000.0,2535521889337.0,3359735971229.0,487370183113.0,234320886107.0,220550813172.0,170109523563.0,170109523563.0,,,
20,68270,Celltrion,Medicine_Production,2020,Q4,2294204328641.0,2486920960591.0,4781125289232.0,900571681471.0,459265660740.0,1359837342211.0,134997805000.0,2588503365521.0,3421287947021.0,452449076400.0,159728299035.0,94508261534.0,87026453572.0,87026453572.0,,,
21,68270,Celltrion,Medicine_Production,2021,Q1,2419272183592.0,2506441353411.0,4925713537003.0,871245632927.0,448841862191.0,1320087495118.0,137703428000.0,2803487281377.0,3605626041885.0,384571880680.0,196117946999.0,248945321697.0,190085164831.0,190085164831.0,,,
22,68270,Celltrion,Medicine_Production,2021,Q2,2392394307500.0,2580888927571.0,4973283235071.0,777720943201.0,447198481066.0,1224919424267.0,137916534000.0,2921559121358.0,3748363810804.0,346245542158.0,141126238931.0,138334078661.0,118071839981.0,118071839981.0,,,
23,68270,Celltrion,Medicine_Production,2021,Q3,2564341063794.0,2620715495731.0,5185056559525.0,906842467881.0,388241854301.0,1295084322182.0,137934716000.0,3057800967908.0,3889972237343.0,332498127206.0,157390044256.0,180157785478.0,136241846550.0,136241846550.0,,,
24,68270,Celltrion,Medicine_Production,2021,Q4,2699784599659.0,2615584784089.0,5315369383748.0,950175730474.0,365385720997.0,1315561451471.0,137947128000.0,3162199352262.0,3999807932277.0,552524339764.0,222528422374.0,156403312462.0,131583951079.0,131583951079.0,,,
25,68270,Celltrion,Medicine_Production,2022,Q1,2669666011454.0,2648035165551.0,5317701177005.0,1064245615636.0,411346496978.0,1475592112614.0,140688010000.0,3192834198337.0,3842109064391.0,538603256495.0,153613342618.0,156725784195.0,135835323575.0,135835323575.0,,,
26,68270,Celltrion,Medicine_Production,2022,Q2,2643621550077.0,2690926108765.0,5334547658842.0,960233739411.0,422053110196.0,1382286849607.0,140767851000.0,3356065418649.0,3952260809235.0,497973313727.0,184742328465.0,203929074310.0,163231220312.0,163231220312.0,,,
27,68270,Celltrion,Medicine_Production,2022,Q3,2757305042007.0,2742135924388.0,5499440966395.0,963235887155.0,431608895980.0,1394844783135.0,140791866000.0,3513078115873.0,4104596183260.0,452699557279.0,186087697601.0,207445042450.0,157012697224.0,157012697224.0,,,
28,68270,Celltrion,Medicine_Production,2022,Q4,2580534103661.0,2990949026273.0,5571483129934.0,1105339629955.0,296194697401.0,1401534327356.0,140805210000.0,3568381977030.0,4169948802578.0,448193169972.0,94447404761.0,38290037539.0,55303861157.0,55303861157.0,,,
29,68270,Celltrion,Medicine_Production,2023,Q1,2726226774921.0,3074394130126.0,5800620905047.0,1334612127077.0,293110326086.0,1627722453163.0,146331198000.0,3683090727120.0,4172898451884.0,535580409795.0,185523450322.0,214463308471.0,171892723215.0,171892723215.0,,,
30,68270,Celltrion,Medicine_Production,2023,Q2,2816272319870.0,3129323944020.0,5945596263890.0,1385444969017.0,286944953632.0,1672389922649.0,146390862000.0,3822988192199.0,4273206341241.0,422964370544.0,162953833142.0,176147050596.0,139897465079.0,139897465079.0,,,
31,68270,Celltrion,Medicine_Production,2023,Q3,2986238613476.0,3210624648594.0,6196863262070.0,1607901941651.0,236629327213.0,1844531268864.0,146402770000.0,4045854636676.0,4352331993206.0,600019669457.0,264168971540.0,284830001137.0,222866444477.0,222866444477.0,222686367283.0,,
32,68270,Celltrion,Medicine_Production,2023,Q4,4075547335793.0,15195634339347.0,19271181675140.0,1989921179876.0,240687339830.0,2230608519706.0,220290520000.0,4074466084210.0,17040573155434.0,314865614321.0,25843217604.0,7033010857.0,28611447534.0,28611447534.0,338211407218.0,,
33,68270,Celltrion,Medicine_Production,2024,Q1,4072310396338.0,15160951183002.0,19233261579340.0,2101031683142.0,196601800867.0,2297633484009.0,220359575000.0,3672111407318.0,16935628095331.0,638244942209.0,28784806251.0,49326953682.0,60933167968.0,60933167968.0,60741085628.0,,
34,68270,Celltrion,Medicine_Production,2024,Q2,4423257556739.0,14947575594084.0,19370833150823.0,2121958444218.0,162178754932.0,2284137199150.0,220422960000.0,3739741152738.0,17086695951673.0,973197157797.0,313056624941.0,306153624870.0,244614694912.0,244614694912.0,243198087656.0,,
35,68270,Celltrion,Medicine_Production,2024,Q3,4834961765734.0,14975232914053.0,19810194679787.0,2293178457577.0,138613262292.0,2431791719869.0,220450927000.0,4059965701339.0,17378402959918.0,1039932466151.0,461651892497.0,430783805148.0,320715564539.0,320715564539.0,319531824290.0,,
0,33780,KT&G,Food,2015,Q4,3906366752073.0,3495242623510.0,7401609375583.0,1429755238116.0,124033696801.0,1553788934917.0,954959485000.0,947226082215.0,5847820440666.0,2821671433073.0,1240158288442.0,1297251487070.0,971105261844.0,971105261844.0,,,
1,33780,KT&G,Food,2016,Q1,4028901522606.0,3502069583781.0,7530971106387.0,1653308133379.0,135592755759.0,1788900889138.0,954959485000.0,253704011411.0,5742070217249.0,701231649723.0,327354220667.0,334004615245.0,253768803617.0,253768803617.0,,,
2,33780,KT&G,Food,2016,Q2,3899231138519.0,3528262120573.0,7427493259092.0,1290078117806.0,128027212822.0,1418105330628.0,954959485000.0,529936771425.0,6009387928464.0,745502887098.0,322743144011.0,364297376711.0,276247286047.0,276247286047.0,,,
3,33780,KT&G,Food,2016,Q3,4021942418203.0,3543251429416.0,7565193847619.0,1208148217107.0,132727682220.0,1340875899327.0,954959485000.0,737986800224.0,6224317948292.0,753825929153.0,349283282565.0,276108042115.0,207988023552.0,207988023552.0,,,
4,33780,KT&G,Food,2016,Q4,4782328715150.0,3656685115419.0,8439013830569.0,1762298786473.0,136870115230.0,1899168901703.0,954959485000.0,1029416405188.0,6539844928866.0,767614296517.0,302561627957.0,440639158639.0,358950835704.0,358950835704.0,,,
5,33780,KT&G,Food,2017,Q1,4320554352242.0,3805332229328.0,8125886581570.0,1595641909284.0,148159590742.0,1743801500026.0,954959485000.0,252720176636.0,6382085081544.0,725989618804.0,319888141436.0,315585757206.0,253158833263.0,253158833263.0,,,
6,33780,KT&G,Food,2017,Q2,4126442361963.0,3849272299041.0,7975714661004.0,1158631796126.0,148569467688.0,1307201263814.0,954959485000.0,516202217075.0,6668513397190.0,801257660991.0,343092635367.0,369832098683.0,263441887465.0,263441887465.0,,,
7,33780,KT&G,Food,2017,Q3,4838242618061.0,3935572947642.0,8773815565703.0,1680163745769.0,153975790862.0,1834139536631.0,954959485000.0,785713840544.0,6939676029072.0,789494946622.0,338476603896.0,357120074698.0,269470939254.0,269470939254.0,,,
8,33780,KT&G,Food,2017,Q4,4688298705524.0,3976376392002.0,8664675097526.0,1456484334577.0,80376813517.0,1536861148094.0,954959485000.0,974353015256.0,7127813949432.0,683345636292.0,256423843487.0,223448314298.0,212134368901.0,212134368901.0,,,
9,33780,KT&G,Food,2018,Q1,4805084146458.0,4017406757395.0,8822490903853.0,1934173126319.0,68895654861.0,2003068781180.0,954959485000.0,224588741286.0,6819422122673.0,572315586763.0,213313334578.0,324259697419.0,256931132265.0,256931132265.0,,,
10,33780,KT&G,Food,2018,Q2,4616862982810.0,4174443993954.0,8791306976764.0,1656120811568.0,70662076381.0,1726782887949.0,954959485000.0,476859964516.0,7064524088815.0,705516360607.0,275710186025.0,344783672433.0,252617947100.0,252617947100.0,,,
11,33780,KT&G,Food,2018,Q3,4731439095836.0,4293994065590.0,9029680083431.0,1666053335712.0,81779952785.0,1747833288497.0,954959485000.0,687683006462.0,7281846794934.0,663865225134.0,275320931872.0,289107545749.0,211140515134.0,211140515134.0,,,
12,33780,KT&G,Food,2018,Q4,4418631764114.0,4311283870155.0,8729915634269.0,1289017915821.0,75676425167.0,1364694340988.0,954959485000.0,791026709122.0,7365221293281.0,682918920067.0,240086994410.0,201519444427.0,135999959511.0,135999959511.0,,,
13,33780,KT&G,Food,2019,Q1,4894952481894.0,4376354535780.0,9271307017674.0,2093851527078.0,95898251274.0,2189749778352.0,954959485000.0,213593043042.0,7081557239322.0,658670699624.0,252678507131.0,294295882310.0,214079714028.0,214079714028.0,,,
14,33780,KT&G,Food,2019,Q2,4823527924370.0,4478583509767.0,9302111434137.0,1817204656340.0,123837602723.0,1941042259063.0,954959485000.0,486983361913.0,7361069175074.0,812615657556.0,339906730098.0,390802180347.0,286173643247.0,286173643247.0,,,
15,33780,KT&G,Food,2019,Q3,4299849567639.0,4725651869176.0,9025501436815.0,1295680228348.0,128884265932.0,1424564494280.0,954959485000.0,737964037617.0,7600936942535.0,723442075187.0,284882304724.0,342800431210.0,250522452292.0,250522452292.0,,,
16,33780,KT&G,Food,2019,Q4,4314192739869.0,4798584899636.0,9112777639505.0,1251513027508.0,81180959586.0,1332693987094.0,954959485000.0,888251673785.0,7780083652411.0,747890426094.0,257098103633.0,197648003755.0,140605018235.0,140605018235.0,,,
17,33780,KT&G,Food,2020,Q1,4453279245236.0,4825390037076.0,9278669282312.0,1756726664283.0,83410260905.0,1840136925188.0,954959485000.0,260505221532.0,7438532357124.0,661294753772.0,249877910159.0,354809279817.0,260758393674.0,260758393674.0,,,
18,33780,KT&G,Food,2020,Q2,4457429393081.0,4935513456916.0,9392942849997.0,1573895690130.0,106352848922.0,1680248539052.0,954959485000.0,532422125257.0,7712694310945.0,908092653424.0,369878259101.0,376017051352.0,274850239288.0,274850239288.0,,,
19,33780,KT&G,Food,2020,Q3,4791941705033.0,5041117056066.0,9833058761099.0,1973094945930.0,114181159487.0,2087276105417.0,954959485000.0,774086848314.0,7745782655682.0,908771206371.0,353607016814.0,329215135712.0,241343139127.0,241343139127.0,,,
20,33780,KT&G,Food,2020,Q4,4708230783467.0,5171312859967.0,9879543643434.0,1717954707436.0,107646746067.0,1825601453503.0,954959485000.0,1060221437118.0,8053942189931.0,957225616373.0,363654743555.0,405436846320.0,298357715805.0,298357715805.0,,,
21,33780,KT&G,Food,2021,Q1,4803652485234.0,5255910590807.0,10059563076041.0,2248355063351.0,110242669769.0,2358597733120.0,954959485000.0,236641078553.0,7700965342921.0,757787960642.0,247949999702.0,319801171642.0,236976249843.0,236976249843.0,,,
22,33780,KT&G,Food,2021,Q2,4218498633770.0,5390669994970.0,9609168628740.0,1533105602537.0,112768061307.0,1645873663844.0,954959485000.0,486151756614.0,7963294964896.0,950905694772.0,326379544323.0,334294502944.0,243281897631.0,243281897631.0,,,
23,33780,KT&G,Food,2021,Q3,4514481278536.0,5547566956586.0,10062048235122.0,1683707297004.0,120732157787.0,1804439454791.0,954959485000.0,783714100209.0,8257608780331.0,930419847902.0,324295257788.0,406301672003.0,297604249243.0,297604249243.0,,,
24,33780,KT&G,Food,2021,Q4,4008999325718.0,5772652105403.0,9781651431121.0,1715413871960.0,66122484346.0,1781536356306.0,954959485000.0,877116550879.0,8000115074815.0,851342304292.0,184799186381.0,142404547187.0,75081777941.0,75081777941.0,,,
25,33780,KT&G,Food,2022,Q1,4055370965039.0,5834612367000.0,9889983332039.0,2127330298089.0,69094435528.0,2196424733617.0,954959485000.0,248902846225.0,7693558598422.0,844849883439.0,272561308510.0,357320961911.0,257874059744.0,257874059744.0,,,
26,33780,KT&G,Food,2022,Q2,3965688263816.0,5940527335178.0,9906215598994.0,1800401206108.0,75037450202.0,1875438656310.0,954959485000.0,599167986457.0,8030776942684.0,966346260699.0,312650238664.0,478084215730.0,350468417180.0,350468417180.0,,,
27,33780,KT&G,Food,2022,Q3,4146780481651.0,6157510804266.0,10304291285917.0,1796453059294.0,85010230679.0,1881463289973.0,954959485000.0,1005076463518.0,8422827995944.0,970448322517.0,307781332692.0,555762689058.0,406140770217.0,406140770217.0,,,
28,33780,KT&G,Food,2022,Q4,4096462175024.0,6060443083998.0,10156905259022.0,2037692851450.0,65608074181.0,2103300925631.0,954959485000.0,989001178397.0,8053604333391.0,912713572617.0,227301106267.0,-75206254480.0,-56443262059.0,-56443262059.0,,,
29,33780,KT&G,Food,2023,Q1,3783101845981.0,6208320666962.0,9991422512943.0,2200017142461.0,64495036158.0,2264512178619.0,954959485000.0,254006447005.0,7726910334324.0,821013050660.0,230262144170.0,355340315048.0,255710265283.0,255710265283.0,,,
30,33780,KT&G,Food,2023,Q2,3486331195087.0,6220738592424.0,9707069787511.0,1725334571491.0,68623137069.0,1793957708560.0,954959485000.0,441851570490.0,7913112078951.0,882640778674.0,243789763516.0,275517706440.0,201946988688.0,201946988688.0,,,
31,33780,KT&G,Food,2023,Q3,3745540506293.0,6606310774236.0,10351851280529.0,2244328683391.0,370605875699.0,2614934559090.0,954959485000.0,561292925233.0,7736916721439.0,976105611000.0,293923736820.0,345723534468.0,258342781377.0,258342781377.0,266029162439.0,,
32,33780,KT&G,Food,2023,Q4,3554272000000.0,6819649000000.0,10373921000000.0,2164220000000.0,377176000000.0,2541396000000.0,954959000000.0,343100000000.0,7832525000000.0,906936559666.0,163767355494.0,100507444044.0,88854964652.0,88854964652.0,536107837561.0,,
33,33780,KT&G,Food,2024,Q1,3852480000000.0,6837291000000.0,10689771000000.0,2628158000000.0,383080000000.0,3011238000000.0,954959000000.0,71998000000.0,7678533000000.0,791799000000.0,208656000000.0,345297000000.0,278143000000.0,278143000000.0,297057000000.0,,
34,33780,KT&G,Food,2024,Q2,3937738000000.0,6964275000000.0,10902013000000.0,2229724000000.0,688155000000.0,2917879000000.0,954959000000.0,380035000000.0,7984134000000.0,944068000000.0,281556000000.0,398650000000.0,299927000000.0,299927000000.0,305167000000.0,,
35,33780,KT&G,Food,2024,Q3,3974484000000.0,6825498000000.0,10799982000000.0,2539623000000.0,584370000000.0,3123993000000.0,954959000000.0,392191000000.0,7675989000000.0,997642000000.0,306792000000.0,194494000000.0,146447000000.0,146447000000.0,168933000000.0,,
0,3550,LG_Corporation,etc,2015,Q4,333349000000.0,7875416000000.0,8208765000000.0,134819000000.0,143511000000.0,278330000000.0,,4620921000000.0,7930435000000.0,574117000000.0,394822000000.0,400562000000.0,345915000000.0,345915000000.0,,,
1,3550,LG_Corporation,etc,2016,Q1,641857000000.0,7876257000000.0,8518114000000.0,388004000000.0,143861000000.0,531865000000.0,,4675872000000.0,7986249000000.0,346465000000.0,304651000000.0,305806000000.0,283616000000.0,283616000000.0,,,
2,3550,LG_Corporation,etc,2016,Q2,421035000000.0,7875267000000.0,8296302000000.0,133260000000.0,150680000000.0,283940000000.0,,4702037000000.0,8012362000000.0,84727000000.0,32580000000.0,34614000000.0,26171000000.0,26171000000.0,,,
3,3550,LG_Corporation,etc,2016,Q3,237819000000.0,8087661000000.0,8325480000000.0,131942000000.0,154790000000.0,286732000000.0,,4731327000000.0,8038748000000.0,87123000000.0,39145000000.0,38810000000.0,29349000000.0,29349000000.0,,,
4,3550,LG_Corporation,etc,2016,Q4,351135000000.0,8009287000000.0,8360422000000.0,135045000000.0,189764000000.0,324809000000.0,,4729281000000.0,8035613000000.0,95688000000.0,47749000000.0,51744000000.0,1022000000.0,1022000000.0,,,
5,3550,LG_Corporation,etc,2017,Q1,938092000000.0,8114482000000.0,9052574000000.0,490174000000.0,168464000000.0,658638000000.0,,5083680000000.0,8393936000000.0,408826000000.0,362109000000.0,621009000000.0,583086000000.0,583086000000.0,,,
6,3550,LG_Corporation,etc,2017,Q2,608653000000.0,8241498000000.0,8850151000000.0,249677000000.0,172759000000.0,422436000000.0,,5112986000000.0,8427715000000.0,98892000000.0,35938000000.0,38769000000.0,29315000000.0,29315000000.0,,,
7,3550,LG_Corporation,etc,2017,Q3,946179000000.0,8233956000000.0,9180135000000.0,257831000000.0,175020000000.0,432851000000.0,879359000000.0,5433445000000.0,8747284000000.0,98427000000.0,47098000000.0,422941000000.0,320526000000.0,320526000000.0,,,
8,3550,LG_Corporation,etc,2017,Q4,720313000000.0,8518580000000.0,9238893000000.0,280068000000.0,177483000000.0,457551000000.0,879359000000.0,5454267000000.0,8781342000000.0,108700000000.0,50855000000.0,36340000000.0,19827000000.0,19827000000.0,,,
9,3550,LG_Corporation,etc,2018,Q1,1159719000000.0,8528068000000.0,9687787000000.0,548242000000.0,177397000000.0,725639000000.0,879359000000.0,5637009000000.0,8962148000000.0,461548000000.0,413611000000.0,452563000000.0,411453000000.0,411453000000.0,,,
10,3550,LG_Corporation,etc,2018,Q2,820343000000.0,8529870000000.0,9350213000000.0,183343000000.0,168614000000.0,351957000000.0,879359000000.0,5668356000000.0,8998256000000.0,93699000000.0,38033000000.0,41768000000.0,31376000000.0,31376000000.0,,,
11,3550,LG_Corporation,etc,2018,Q3,411025000000.0,8952503000000.0,9363528000000.0,161935000000.0,164309000000.0,326244000000.0,879359000000.0,5705239000000.0,9037284000000.0,98249000000.0,47279000000.0,48759000000.0,37008000000.0,37008000000.0,,,
12,3550,LG_Corporation,etc,2018,Q4,397618000000.0,8930024000000.0,9327642000000.0,145653000000.0,83248000000.0,228901000000.0,879359000000.0,5776908000000.0,9098741000000.0,103700000000.0,47379000000.0,10870000000.0,72825000000.0,72825000000.0,,,
13,3550,LG_Corporation,etc,2019,Q1,926896000000.0,8928284000000.0,9855180000000.0,524570000000.0,83333000000.0,607903000000.0,879359000000.0,5926229000000.0,9247277000000.0,571101000000.0,523018000000.0,524954000000.0,501035000000.0,501035000000.0,,,
14,3550,LG_Corporation,etc,2019,Q2,451889000000.0,9064486000000.0,9516375000000.0,157570000000.0,82750000000.0,240320000000.0,879359000000.0,5953437000000.0,9276055000000.0,98267000000.0,32669000000.0,34792000000.0,27231000000.0,27231000000.0,,,
15,3550,LG_Corporation,etc,2019,Q3,667497000000.0,8887354000000.0,9554851000000.0,159239000000.0,85951000000.0,245190000000.0,879359000000.0,5988273000000.0,9309661000000.0,101076000000.0,49357000000.0,46143000000.0,34909000000.0,34909000000.0,,,
16,3550,LG_Corporation,etc,2019,Q4,826059000000.0,8751902000000.0,9577961000000.0,156049000000.0,95167000000.0,251216000000.0,879359000000.0,6003695000000.0,9326745000000.0,104228000000.0,38751000000.0,51431000000.0,17986000000.0,17986000000.0,,,
17,3550,LG_Corporation,etc,2020,Q1,1513303000000.0,8732876000000.0,10246179000000.0,555262000000.0,87393000000.0,642655000000.0,879359000000.0,6290989000000.0,9603524000000.0,744959000000.0,696115000000.0,699156000000.0,674160000000.0,674160000000.0,,,
18,3550,LG_Corporation,etc,2020,Q2,1939378000000.0,8826532000000.0,10765910000000.0,421221000000.0,93355000000.0,514576000000.0,879359000000.0,6931789000000.0,10251334000000.0,95884000000.0,34828000000.0,896224000000.0,640791000000.0,640791000000.0,,,
19,3550,LG_Corporation,etc,2020,Q3,1883553000000.0,8809368000000.0,10692921000000.0,296800000000.0,96616000000.0,393416000000.0,879359000000.0,6975461000000.0,10299505000000.0,104010000000.0,52756000000.0,57785000000.0,43683000000.0,43683000000.0,,,
20,3550,LG_Corporation,etc,2020,Q4,2546281000000.0,8024559000000.0,10570840000000.0,178795000000.0,122248000000.0,301043000000.0,879359000000.0,6947881000000.0,10269797000000.0,71349000000.0,10324000000.0,-61706000000.0,-27283000000.0,-27283000000.0,,,
21,3550,LG_Corporation,etc,2021,Q1,3135541000000.0,8017936000000.0,11153477000000.0,2298141000000.0,120579000000.0,2418720000000.0,879359000000.0,7070910000000.0,8734757000000.0,596959000000.0,547856000000.0,566933000000.0,562653000000.0,562653000000.0,,,
22,3550,LG_Corporation,etc,2021,Q2,1805685000000.0,8010967000000.0,9816652000000.0,174149000000.0,121127000000.0,295276000000.0,801613000000.0,7843529000000.0,9521376000000.0,114448000000.0,48930000000.0,55336000000.0,772634000000.0,772634000000.0,,,
23,3550,LG_Corporation,etc,2021,Q3,1769894000000.0,8112939000000.0,9882833000000.0,143302000000.0,128594000000.0,271896000000.0,801613000000.0,7927440000000.0,9610937000000.0,151398000000.0,99356000000.0,103353000000.0,83940000000.0,83940000000.0,,,
24,3550,LG_Corporation,etc,2021,Q4,1831399000000.0,7877300000000.0,9708699000000.0,179868000000.0,118574000000.0,298442000000.0,801613000000.0,7740618000000.0,9410257000000.0,126955000000.0,44231000000.0,-173306000000.0,-185215000000.0,-185215000000.0,,,
25,3550,LG_Corporation,etc,2022,Q1,2406136000000.0,7855548000000.0,10261684000000.0,601625000000.0,135495000000.0,737120000000.0,801613000000.0,7850893000000.0,9524564000000.0,644232000000.0,594297000000.0,602397000000.0,568494000000.0,568494000000.0,,,
26,3550,LG_Corporation,etc,2022,Q2,1527169000000.0,8295514000000.0,9822683000000.0,193069000000.0,120371000000.0,313440000000.0,801613000000.0,7896065000000.0,9509243000000.0,121242000000.0,53843000000.0,62882000000.0,41754000000.0,41754000000.0,,,
27,3550,LG_Corporation,etc,2022,Q3,1597733000000.0,8217139000000.0,9814872000000.0,177048000000.0,123411000000.0,300459000000.0,801613000000.0,7994941000000.0,9514413000000.0,169119000000.0,110536000000.0,119836000000.0,97024000000.0,97024000000.0,,,
28,3550,LG_Corporation,etc,2022,Q4,1670275000000.0,8233698000000.0,9903973000000.0,191677000000.0,171882000000.0,363559000000.0,801613000000.0,8019857000000.0,9540414000000.0,132932000000.0,62769000000.0,122926000000.0,30089000000.0,30089000000.0,,,
29,3550,LG_Corporation,etc,2023,Q1,2201819000000.0,8208210000000.0,10410029000000.0,669965000000.0,170254000000.0,840219000000.0,801613000000.0,8092381000000.0,9569810000000.0,619581000000.0,564434000000.0,582499000000.0,547262000000.0,547262000000.0,,,
30,3550,LG_Corporation,etc,2023,Q2,1756914000000.0,8192216000000.0,9949130000000.0,202894000000.0,166159000000.0,369053000000.0,801613000000.0,8138095000000.0,9580077000000.0,120908000000.0,47133000000.0,64700000000.0,45654000000.0,45654000000.0,,,
31,3550,LG_Corporation,etc,2023,Q3,1722349000000.0,8249470000000.0,9971819000000.0,198952000000.0,168548000000.0,367500000000.0,801613000000.0,8225972000000.0,9604319000000.0,159524000000.0,87348000000.0,105936000000.0,,,95360000000.0,72176000000.0,
32,3550,LG_Corporation,etc,2023,Q4,1748535000000.0,8252048000000.0,10000583000000.0,219047000000.0,164853000000.0,383900000000.0,801613000000.0,8265975000000.0,9616683000000.0,130573000000.0,52460000000.0,51122000000.0,125458000000.0,125458000000.0,636010000000.0,207035000000.0,520000000.0
