code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,영업비용
17670,SK_Telecom,Communication,2023,Q2,4563493000000.0,20426064000000.0,24989557000000.0,4909017000000.0,9395150000000.0,14304167000000.0,15022614000000.0,10685390000000.0,3119228000000.0,379110000000.0,362632000000.0,272801000000.0,272801000000.0,30493000000.0,,
30200,KT_Corporation,Communication,2023,Q2,6172521000000.0,23419636000000.0,29592157000000.0,6153715000000.0,8663792000000.0,14817507000000.0,14774650000000.0,4487418000000.0,407424000000.0,394651000000.0,305055000000.0,305055000000.0,1564499000000.0,12428997000000.0,,
