,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,증자주식수 변화율,소비자물가지수 변화율,국제유가 변화율,1인평균급여 변화율,금리 변화율,Label,Code
17,유한양행,2020,Q3,헬스케어,-0.056977511654584076,0.0,0.0,29.267844017171594,0.464159945473134,0.0,-0.01328671328671327,-0.23386316947637756,000100
17,일동제약,2020,Q3,헬스케어,-0.07199364085817223,0.0,0.0,29.267844017171594,0.464159945473134,0.0,-0.01328671328671327,0.3699180242814153,000230
17,동아쏘시오홀딩스,2020,Q3,헬스케어,0.14036300650534914,0.0,0.0,29.267844017171594,0.464159945473134,0.0,-0.01328671328671327,-0.3998505686067466,000640
17,한화,2020,Q3,에너지_화학,-0.012596347714810758,0.0,0.0,29.267844017171594,0.464159945473134,0.0,-0.01328671328671327,-0.15011646954178376,000880
17,한국쉘석유,2020,Q3,에너지_화학,-0.016901046266611732,0.0,0.0,29.267844017171594,0.464159945473134,0.0,-0.01328671328671327,-0.2269832838543183,002960
17,부광약품,2020,Q3,헬스케어,-0.3780558573387964,0.0,0.0,29.267844017171594,0.464159945473134,0.0,-0.01328671328671327,-0.18219449129072096,003000
17,태광산업,2020,Q3,에너지_화학,0.08190927204578127,0.0,0.0,29.267844017171594,0.464159945473134,0.0,-0.01328671328671327,-0.07596549548094583,003240
17,영진약품,2020,Q3,헬스케어,0.1597521371336741,0.0,0.0,29.267844017171594,0.464159945473134,0.0,-0.01328671328671327,-0.3949343437705028,003520
17,삼성정밀화학,2020,Q3,에너지_화학,0.08257021447887561,0.0,0.0,29.267844017171594,0.464159945473134,0.0,-0.01328671328671327,-0.24115246753014588,004000
17,효성,2020,Q3,에너지_화학,0.05722045444459716,0.0,0.0,29.267844017171594,0.464159945473134,0.0,-0.01328671328671327,-0.20241102860465454,004800
17,SK케미칼,2020,Q3,에너지_화학,-0.277069844076192,0.0,0.0,29.267844017171594,0.464159945473134,0.0,-0.01328671328671327,-0.3461234129235028,006120
17,녹십자,2020,Q3,헬스케어,0.28649081150276556,0.0,0.0,29.267844017171594,0.464159945473134,0.0,-0.01328671328671327,-0.3312796150323131,006280
17,대한유화,2020,Q3,에너지_화학,0.8742711770353646,0.0,0.0,29.267844017171594,0.464159945473134,0.0,-0.01328671328671327,0.13896321336925743,006650
17,일양약품,2020,Q3,헬스케어,-0.20526474287899468,0.0,0.0,29.267844017171594,0.464159945473134,0.0,-0.01328671328671327,-0.7222240162038875,007570
17,국도화학,2020,Q3,에너지_화학,0.14491992433916415,0.0,0.12128584005204734,29.267844017171594,0.464159945473134,0.0,-0.01328671328671327,0.046517820166389556,007690
17,서흥,2020,Q3,헬스케어,-0.1346280795164987,0.0,0.0,29.267844017171594,0.464159945473134,0.0,-0.01328671328671327,-0.23824293152825574,008490
17,광동제약,2020,Q3,헬스케어,0.0018716884839686324,0.0,0.0,29.267844017171594,0.464159945473134,0.0,-0.01328671328671327,-0.3261186561604223,009290
17,한화케미칼,2020,Q3,에너지_화학,0.49651486394234273,0.0,0.0,29.267844017171594,0.464159945473134,0.0,-0.01328671328671327,-0.30603407752536355,009830
