,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,증자주식수 변화율,소비자물가지수 변화율,국제유가 변화율,1인평균급여 변화율,금리 변화율,Label,Code
29,유한양행,2017,Q3,헬스케어,-0.15957438856395717,0.0,0.0,0.15372330132051748,0.04912421985101645,0.0,0.03346456692913535,0.15012014823915726,000100
29,일동제약,2017,Q3,헬스케어,-0.08256152990791404,0.0,0.0,0.15372330132051748,0.04912421985101645,0.0,0.03346456692913535,0.006155543183324279,000230
29,동아쏘시오홀딩스,2017,Q3,헬스케어,-0.048003219157301255,0.0,0.0,0.15372330132051748,0.04912421985101645,0.0,0.03346456692913535,0.0943149267201811,000640
29,한화,2017,Q3,에너지_화학,-0.270728296711916,0.0,0.0,0.15372330132051748,0.04912421985101645,0.0,0.03346456692913535,0.004338731502128559,000880
29,한국쉘석유,2017,Q3,에너지_화학,-0.12203013370833395,0.0,0.0,0.15372330132051748,0.04912421985101645,0.0,0.03346456692913535,-0.08284949576450643,002960
29,부광약품,2017,Q3,헬스케어,0.03419259920863009,0.0,0.0,0.15372330132051748,0.04912421985101645,0.0,0.03346456692913535,0.21154135619159697,003000
29,태광산업,2017,Q3,에너지_화학,-0.07332405841228687,0.0,0.0,0.15372330132051748,0.04912421985101645,0.0,0.03346456692913535,0.08177849142445637,003240
29,영진약품,2017,Q3,헬스케어,-0.15590136794306436,0.0,0.0,0.15372330132051748,0.04912421985101645,0.0,0.03346456692913535,-0.07525126211915237,003520
29,삼성정밀화학,2017,Q3,에너지_화학,-0.04271150331272767,0.0,0.0,0.15372330132051748,0.04912421985101645,0.0,0.03346456692913535,0.6170959943792216,004000
29,효성,2017,Q3,에너지_화학,-0.36209392353802594,0.0,0.03424542911208106,0.15372330132051748,0.04912421985101645,0.0,0.03346456692913535,0.0075482842331564964,004800
29,SK케미칼,2017,Q3,에너지_화학,0.0512198171816961,0.0,0.0,0.15372330132051748,0.04912421985101645,0.0,0.03346456692913535,-0.08640578571820204,006120
29,녹십자,2017,Q3,헬스케어,0.13925718830616043,0.0,0.0,0.15372330132051748,0.04912421985101645,0.0,0.03346456692913535,-0.005783587816245543,006280
29,대한유화,2017,Q3,에너지_화학,-0.12299077714426866,0.0,0.0,0.15372330132051748,0.04912421985101645,0.0,0.03346456692913535,0.22191005266217506,006650
29,일양약품,2017,Q3,헬스케어,-0.023961915065807582,0.0,0.0,0.15372330132051748,0.04912421985101645,0.0,0.03346456692913535,0.12430095612278758,007570
29,국도화학,2017,Q3,에너지_화학,-0.046162078169793834,0.0,0.03424542911210526,0.15372330132051748,0.04912421985101645,0.0,0.03346456692913535,0.0809460599245318,007690
29,서흥,2017,Q3,헬스케어,-0.11315723383542628,0.034245429112104375,0.0,0.15372330132051748,0.04912421985101645,0.0,0.03346456692913535,-0.00025751110231818364,008490
29,광동제약,2017,Q3,헬스케어,-0.05426387270765522,0.0,0.0,0.15372330132051748,0.04912421985101645,0.0,0.03346456692913535,0.0690218013204262,009290
29,한화케미칼,2017,Q3,에너지_화학,-0.1890650109053223,0.0,0.0,0.15372330132051748,0.04912421985101645,0.0,0.03346456692913535,0.04230328307032655,009830
29,OCI,2017,Q3,에너지_화학,0.2743674189940729,0.03424542911209083,0.0,0.15372330132051748,0.04912421985101645,0.0,0.03346456692913535,0.3415441103457459,010060
29,S-Oil,2017,Q3,에너지_화학,-0.04987968487325701,0.0,0.0,0.15372330132051748,0.04912421985101645,0.0,0.03346456692913535,0.05156280910234389,010950
29,롯데케미칼,2017,Q3,에너지_화학,-0.14634797684843917,0.0,0.0,0.15372330132051748,0.04912421985101645,0.0,0.03346456692913535,0.26595742582410187,011170
29,금호석유,2017,Q3,에너지_화학,-0.09346014937835366,0.0,0.0,0.15372330132051748,0.04912421985101645,0.0,0.03346456692913535,0.36606033424288453,011780
29,SKC,2017,Q3,에너지_화학,0.028298116562120557,0.0,0.0,0.15372330132051748,0.04912421985101645,0.0,0.03346456692913535,-0.03269941847919782,011790
29,한솔케미칼,2017,Q3,에너지_화학,-0.10467554317277449,0.0,0.03424542911210282,0.15372330132051748,0.04912421985101645,0.0,0.03346456692913535,0.026713244369351442,014680
29,동원시스템즈,2017,Q3,에너지_화학,-0.20205359791673527,0.0,0.0,0.15372330132051748,0.04912421985101645,0.0,0.03346456692913535,0.06290371723835547,014820
29,유니드,2017,Q3,에너지_화학,-0.14713300702971122,0.0,0.0,0.15372330132051748,0.04912421985101645,0.0,0.03346456692913535,0.12887550708282383,014830
29,남해화학,2017,Q3,에너지_화학,-0.14348033349663597,0.0,0.0,0.15372330132051748,0.04912421985101645,0.0,0.03346456692913535,0.6698487100673508,025860
