,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,증자주식수 변화율,소비자물가지수 변화율,국제유가 변화율,1인평균급여 변화율,금리 변화율,Label,Code
34,유한양행,2016,Q2,헬스케어,-0.021322660882138945,0.0,0.008471446426483675,-0.027027232119385514,0.3509743792660007,0.0,-0.08606485539000996,-0.28882475635575133,000100
34,일동제약,2016,Q2,헬스케어,-0.017564600762572644,0.0,0.0,-0.027027232119385514,0.3509743792660007,0.0,-0.08606485539000996,0.0,000230
34,동아쏘시오홀딩스,2016,Q2,헬스케어,-0.11475335845004679,0.0,0.0,-0.027027232119385514,0.3509743792660007,0.0,-0.08606485539000996,-0.09565615732344623,000640
34,한화,2016,Q2,에너지_화학,-0.11963789620488255,0.0,0.00847144642647324,-0.027027232119385514,0.3509743792660007,0.0,-0.08606485539000996,-0.008169161058828388,000880
34,한국쉘석유,2016,Q2,에너지_화학,-0.08564949341191254,0.0,0.0,-0.027027232119385514,0.3509743792660007,0.0,-0.08606485539000996,-0.00914302308301864,002960
34,부광약품,2016,Q2,헬스케어,-0.03692754308589987,0.0,0.0,-0.027027232119385514,0.3509743792660007,0.0,-0.08606485539000996,-0.1251943868695893,003000
34,태광산업,2016,Q2,에너지_화학,-0.06198293431178346,0.0,0.0,-0.027027232119385514,0.3509743792660007,0.0,-0.08606485539000996,0.003052012134175792,003240
34,영진약품,2016,Q2,헬스케어,0.36828605154656463,0.0,0.0,-0.027027232119385514,0.3509743792660007,0.0,-0.08606485539000996,-0.17987018730530918,003520
34,삼성정밀화학,2016,Q2,에너지_화학,-0.05296271180271714,0.0,0.0,-0.027027232119385514,0.3509743792660007,0.0,-0.08606485539000996,-0.16505417548574225,004000
34,효성,2016,Q2,에너지_화학,0.1534777984746975,0.0,0.008471446426477236,-0.027027232119385514,0.3509743792660007,0.0,-0.08606485539000996,0.008662089460464695,004800
34,SK케미칼,2016,Q2,에너지_화학,-0.15460176219070887,0.0,0.0,-0.027027232119385514,0.3509743792660007,0.0,-0.08606485539000996,-0.12294333711072915,006120
34,녹십자,2016,Q2,헬스케어,-0.00951536102852494,0.0,0.0,-0.027027232119385514,0.3509743792660007,0.0,-0.08606485539000996,-0.09427004078851697,006280
34,대한유화,2016,Q2,에너지_화학,-0.05071435023551498,0.0,0.0,-0.027027232119385514,0.3509743792660007,0.0,-0.08606485539000996,-0.12593169363574927,006650
34,일양약품,2016,Q2,헬스케어,0.028678102094541358,0.0,0.0,-0.027027232119385514,0.3509743792660007,0.0,-0.08606485539000996,-0.16573600366504107,007570
34,국도화학,2016,Q2,에너지_화학,-0.1222520140915675,0.0,0.008471446426484341,-0.027027232119385514,0.3509743792660007,0.0,-0.08606485539000996,-0.040211982271602,007690
34,서흥,2016,Q2,헬스케어,-0.18526692966740427,0.008471446426485008,0.0,-0.027027232119385514,0.3509743792660007,0.0,-0.08606485539000996,-0.02161304775481084,008490
34,광동제약,2016,Q2,헬스케어,-0.1682829088470521,0.0,0.0,-0.027027232119385514,0.3509743792660007,0.0,-0.08606485539000996,-0.08789709631564545,009290
34,한화케미칼,2016,Q2,에너지_화학,0.02973855793924371,0.0,0.0,-0.027027232119385514,0.3509743792660007,0.0,-0.08606485539000996,-0.07329964740484654,009830
34,OCI,2016,Q2,에너지_화학,-0.21887881235146914,0.008471446426484341,0.0,-0.027027232119385514,0.3509743792660007,0.0,-0.08606485539000996,-0.08019995721843763,010060
34,S-Oil,2016,Q2,에너지_화학,-0.170820468687368,0.0,0.0,-0.027027232119385514,0.3509743792660007,0.0,-0.08606485539000996,0.13137804526155245,010950
34,롯데케미칼,2016,Q2,에너지_화학,-0.0007790827229420955,0.0,0.0,-0.027027232119385514,0.3509743792660007,0.0,-0.08606485539000996,0.03567162649136499,011170
34,금호석유,2016,Q2,에너지_화학,-0.11187737889313507,0.0,0.0,-0.027027232119385514,0.3509743792660007,0.0,-0.08606485539000996,0.178539035203508,011780
34,SKC,2016,Q2,에너지_화학,-0.025663861228004493,0.0,0.0,-0.027027232119385514,0.3509743792660007,0.0,-0.08606485539000996,-0.012310610291791764,011790
34,한솔케미칼,2016,Q2,에너지_화학,0.13034264519103736,0.0,0.00847144642648412,-0.027027232119385514,0.3509743792660007,0.0,-0.08606485539000996,-0.023393262799784063,014680
34,동원시스템즈,2016,Q2,에너지_화학,-0.21127548913522995,0.0,0.0,-0.027027232119385514,0.3509743792660007,0.0,-0.08606485539000996,0.04719676204808745,014820
34,유니드,2016,Q2,에너지_화학,-0.10289678248751447,0.0,0.0,-0.027027232119385514,0.3509743792660007,0.0,-0.08606485539000996,0.05530676296054313,014830
34,남해화학,2016,Q2,에너지_화학,-0.19072252225831157,0.0,0.0,-0.027027232119385514,0.3509743792660007,0.0,-0.08606485539000996,-0.07088510526180938,025860
34,LG화학,2016,Q2,에너지_화학,-0.12090195646609972,0.0,0.008471446426453255,-0.027027232119385514,0.3509743792660007,0.0,-0.08606485539000996,-0.08704468603024589,051910
34,휴켐스,2016,Q2,에너지_화학,-0.10972454285726468,0.0,0.0,-0.027027232119385514,0.3509743792660007,0.0,-0.08606485539000996,0.20940753308036575,069260
34,대웅제약,2016,Q2,헬스케어,-0.04941339463599255,0.0,0.0,-0.027027232119385514,0.3509743792660007,0.0,-0.08606485539000996,-0.12977171519674705,069620
34,GS,2016,Q2,에너지_화학,-0.09565084039467116,0.0,0.0,-0.027027232119385514,0.3509743792660007,0.0,-0.08606485539000996,0.10081430080733725,078930
34,휴비스,2016,Q2,에너지_화학,-0.06467510863276547,0.0,0.008471446426482343,-0.027027232119385514,0.3509743792660007,0.0,-0.08606485539000996,-0.05072403428346787,079980
34,후성,2016,Q2,에너지_화학,0.24314517993116536,0.0,0.0,-0.027027232119385514,0.3509743792660007,0.0,-0.08606485539000996,-0.06880889913750857,093370
34,SK이노베이션,2016,Q2,에너지_화학,-0.07386682293133817,0.0,0.008471446426438822,-0.027027232119385514,0.3509743792660007,0.0,-0.08606485539000996,0.051667529023881956,096770
34,코오롱인더,2016,Q2,에너지_화학,0.16355182504650534,0.0,0.0,-0.027027232119385514,0.3509743792660007,0.0,-0.08606485539000996,-0.1350028536819947,120110
34,한미약품,2016,Q2,헬스케어,0.01591318406980318,0.00847144642648412,0.0,-0.027027232119385514,0.3509743792660007,0.0,-0.08606485539000996,-0.35232659770494706,128940
34,동아에스티,2016,Q2,헬스케어,-0.223189394356491,0.0,0.0,-0.027027232119385514,0.3509743792660007,0.0,-0.08606485539000996,-0.15184869715713867,170900
34,종근당,2016,Q2,헬스케어,-0.05839963844039004,0.0,0.008471446426483675,-0.027027232119385514,0.3509743792660007,0.0,-0.08606485539000996,-0.06398958091444784,185750
