,name,year,quarter,sector,Relative Return,특정 증권 등 소유 증감 수 변화율,자본총계 변화율,비유동자산 변화율,비유동부채 변화율,총포괄손익 변화율,이익잉여금 변화율,자산총계 변화율,매출액 변화율,전체 주주 수 변화율,Label,Code
6,S_hynix,2023,Q1,정보기술,-0.13666154130020303,-0.04533347948553401,0.024557408560389682,-0.02111640788017044,-0.32624970959348776,0.09121908193502748,0.027693036304970775,-0.015295222616700688,0.18484023622613488,-0.0,0.08030658109660546,000660
6,LG_Corp,2023,Q1,정보기술,0.03703787517163745,0.0,-0.003081208006277203,0.0030955713945300944,0.009471614246983395,0.06428395662125996,-0.009043054009566509,-0.05109626207583573,-3.6608867691752174,-0.0,-0.05531754680012071,003550
7,Hansol_Technics,2023,Q1,정보기술,0.08456864760862791,0.0,-0.025471381415631766,0.007377268671741155,0.12972718561165475,0.06497450529340354,-0.14214311631462317,-0.03129638616118102,-0.06578013600895716,-0.0,0.095858761522704,004710
7,Samsung_Electronics,2023,Q1,정보기술,-0.016943231441048114,-1.117191387462456,-0.007412573939901357,-0.027071124456930162,-2.736405579642703,-0.05001602729967236,-0.008342553704322908,-0.05508470636862173,0.01454087336708254,-0.0,0.05369941467585715,005930
7,Samsung_SDI,2023,Q1,정보기술,0.05760222310440642,0.06284138978868115,-0.03253772426798052,-0.02016483799240487,0.05675256169833898,0.06284138978868115,-0.040074954306800636,-0.05679824569154235,0.1019003001415858,-0.0,0.13170204041717637,006400
6,Daeduck_Electronics,2023,Q1,정보기술,0.044595230097413424,0.0649745002570099,0.00502244005040231,-0.05124464971143383,0.058102536355107204,0.06497450025701013,2.6047266695426914,-0.02042908665677956,-0.5728016294475622,-0.0,-0.011648860428515512,008060
7,Samsung_Electro-Mechanics,2023,Q1,정보기술,0.12279475982532742,0.06471364772929533,0.02123464802366315,-0.009651510921475204,0.23534282867700562,0.06471364772929522,0.9641320457702238,-0.028584731915548334,-0.03849231054398916,-0.0,0.06619511648453608,009150
6,LG_Innotek,2023,Q1,정보기술,-0.11676497832161853,0.06510596597439389,0.01604391155677265,-0.02017679313790044,-0.3887315587136222,0.065105965974394,0.02457790763474077,0.05261481402833823,0.3369158028545498,-0.0,-0.028166609764424713,011070
7,Samsung_SDS,2023,Q1,정보기술,0.04340159614515879,0.06481512807274836,0.023498395647811088,0.007518134971503998,0.051896177855688674,0.06481512807274836,0.027895197661884308,0.014653301236014049,0.03570285843613463,-0.0,-0.16396986750955406,018260
6,Iljin_Materials,2023,Q1,정보기술,-0.011129277952676021,0.06497762506033955,0.019118109213101087,0.04398175663048931,0.8234792442239882,0.06497762506033944,0.18275707649692996,0.1290231337797657,-0.09589884922363212,-0.0,0.2236231845996271,020150
7,Sindoh,2023,Q1,정보기술,0.003561500420150625,0.06496996423847978,-0.004546604121105968,-0.011127066627836246,-0.30582538104563106,0.06496996423847978,-0.007077133750047482,-0.024182449427271546,-0.038831083520129095,-0.0,-0.06093293724463036,029530
6,LG_Display,2023,Q1,정보기술,0.012029316175870424,0.057820278518064594,0.19132177003305517,-0.014362473849923507,-0.31776365510778204,0.05209340811884677,0.42483204425530785,0.006469419586883851,0.38665683142766505,-0.0,0.21501003716539424,034220
6,SK_Holdings,2023,Q1,정보기술,-0.05511117037234582,1.0033573904929018,-0.05041352801605803,-0.007716413695713298,0.008062710742741674,0.061341083419707676,-0.06126036257382084,-0.011226818591578036,-0.5905528600588119,-0.0,-0.1843343750820705,034730
6,Hanmi_Semiconductor,2023,Q1,정보기술,0.01909280459498792,0.06497097115520845,-0.3077827221030509,-0.7634980613626727,0.08805858486755447,0.06497097115520867,-0.37147496783284284,-0.32174449342735767,0.565008006919415,-0.0,0.6927540537304963,042700
6,LG_Electronics,2023,Q1,정보기술,0.06701666830832531,-1.2536158131511934,-0.04973946380377692,-0.0274635714009015,-0.07221791542508438,0.04717222318879499,-0.08596547426917889,-0.06333259429047944,-0.27465567876473274,-0.0,0.22279396794472234,066570
