,name,year,quarter,sector,Relative Return,특정 증권 등 소유 증감 수 변화율,자본총계 변화율,비유동자산 변화율,비유동부채 변화율,총포괄손익 변화율,이익잉여금 변화율,자산총계 변화율,매출액 변화율,전체 주주 수 변화율,Label,Code
15,S_hynix,2020,Q4,정보기술,-0.1252993926687252,-0.056097200183339524,-0.030202426449112085,-0.06005543405035185,-0.13423392294601877,-0.010799478879394364,-0.033669548467261556,-0.04237150097221942,0.05597988522384667,0.12150724497730092,0.1705172376896572,000660
15,LG_Corp,2020,Q4,정보기술,-0.05522015956596034,0.0,0.0028844104643863666,0.08908800268078254,-0.26529767326322773,-0.014937133000081815,0.003953860540543475,0.011416992606603893,0.3140178828958754,0.1992024905281593,-0.09051517691278846,003550
16,Hansol_Technics,2020,Q4,정보기술,0.208523394464758,0.0,-0.01027470656591456,-0.028877392415464387,-0.7190831332762411,-0.015371087885409196,-0.13462186330932435,0.023003496700028103,0.365153057944687,-0.23143225053255767,-0.1466903234081256,004710
16,Samsung_Electronics,2020,Q4,정보기술,-0.0031536877031579647,-0.007917182323942118,-0.00952205242915305,-0.05111389762605523,0.059407846666093,-0.05326496453530516,-0.011989121651059698,-0.006034275793535437,0.1523666941317875,0.33181130255195346,0.15150204649007631,005930
16,Samsung_SDI,2020,Q4,정보기술,0.07858029346902545,-0.015641374463503777,-0.02162737804412118,-0.029823187810911422,0.005459394367709258,-0.015641374463503777,-0.0053437474087716375,-0.03005636181756266,-0.03349255265841977,-0.11971361660116919,0.19147998139805483,006400
15,Daeduck_Electronics,2020,Q4,정보기술,-0.019870596445279096,-0.015372987667528815,-0.04315339825331144,-0.05000964465771918,0.10848782237505206,-0.015372987667528815,-0.3783088734345703,-0.03474030927047811,-1.862108546166342,-0.3980513519646063,-0.12407672256695365,008060
16,Samsung_Electro-Mechanics,2020,Q4,정보기술,-0.027907228535737932,-0.015365414441375291,-0.039678304448719226,0.018379975593794007,0.3148412017631155,-0.015365414441375291,-0.6437785035748178,-0.016887469267182764,0.18591765919350456,0.13887869110522044,0.028004950272841944,009150
15,LG_Innotek,2020,Q4,정보기술,-0.21485435931406927,-0.015390533619455748,-0.044565716189959526,0.13311739804842881,0.16777438996208582,-0.015390533619455748,-0.10374990042191379,0.034481303956367615,-0.7220646892234874,0.33614803467746424,-0.07977425084512707,011070
16,Samsung_SDS,2020,Q4,정보기술,-0.09890643079189235,-0.015393289409438626,-0.013801307158128884,-0.0021462724819958368,-0.03515577126428027,-0.015393289409438626,-0.028083996881200335,-0.01901071007266042,-0.05092456440374549,-0.11764775277075668,-0.21637727915322452,018260
15,Iljin_Materials,2020,Q4,정보기술,-0.19363893771434915,-0.015372201728491852,-0.0042758480775877405,0.03886485680190932,-0.1258179245839146,-0.015372201728491852,0.02013276743932968,-0.01730084698332157,-0.09678869440620352,-0.2235174714677779,-0.13481212828582134,020150
16,Sindoh,2020,Q4,정보기술,-0.21627365138491939,-0.015370594544039218,0.0011800232351288908,-0.010108323749784764,0.4188018138502021,-0.01537059454403944,0.0036009647036451264,0.00190904366199518,-0.12240465388627886,-0.4158875971866345,-0.04437896037491226,029530
15,LG_Display,2020,Q4,정보기술,0.2246887730826597,-0.013298810185734089,-0.04737382868364981,-0.014564022402712151,0.09636627453878122,-0.012683863608321966,-0.08060965898257733,-0.010674695285114222,-0.07551481153140727,0.1257441038684901,-0.0408048153326484,034220
15,SK_Holdings,2020,Q4,정보기술,-0.41787126012538534,-0.0150927235029934,-0.0007468036661393285,-0.008083405486177586,-0.039474456555266935,-0.015092723502993621,-0.0012714082252520686,-0.013157426305653974,0.4505444012396034,0.08510775423814898,-0.051679821222683886,034730
15,Hanmi_Semiconductor,2020,Q4,정보기술,0.3002920051807372,-0.01537274677517253,-0.028540382142467013,0.10953890811371814,0.7024394675280718,-0.015372746775172308,-0.044703744415813595,-0.06826598954105223,-0.00034314822096193076,0.5911870166739355,0.47486381058410587,042700
15,LG_Electronics,2020,Q4,정보기술,0.3397711718474038,-0.014527147334677304,0.0013521665010763906,-0.022242459280235716,0.07480221061804826,-0.010333666313807166,0.0047718089695455435,0.011680444801230538,0.07538856671820982,0.35071140039424586,0.22632287783264676,066570
