,name,year,quarter,sector,Relative Return,특정 증권 등 소유 증감 수 변화율,자본총계 변화율,비유동자산 변화율,비유동부채 변화율,총포괄손익 변화율,이익잉여금 변화율,자산총계 변화율,매출액 변화율,전체 주주 수 변화율,Label,Code
29,S_hynix,2017,Q2,정보기술,0.04669376335435012,-89.17872070713663,-0.09918702652931577,-0.08630506203650401,-0.06836191131084579,-0.08975363818567872,-0.139316036342368,-0.09585288582503027,-0.07442586602069068,-0.06983564597667802,0.2193154352917352,000660
29,LG_Corp,2017,Q2,정보기술,0.09606754527810608,0.0,-0.004024214623509215,-0.015653001633376018,-0.02549506125937895,-0.04027104393392822,-0.0057647216189846695,0.022360822457789364,0.758107361077818,-0.04027104393392822,-0.009432039254819807,003550
30,Hansol_Technics,2017,Q2,정보기술,0.008569919074492172,0.0,-0.015600264217796367,-0.03947613247229875,-0.39604465214257334,-0.04069641310955663,-0.9896442328207768,-0.061877082866681254,-0.1541688139614461,-0.04069641310955663,-0.10745621825157188,004710
30,Samsung_Electronics,2017,Q2,정보기술,0.0632827435761369,-0.04418654620879603,-0.022510131021490798,-0.060880136377318816,0.05671900301025956,-0.031650160566014884,0.015212964339269774,-0.03089378623341532,-0.2184096984590782,-0.03960543530221594,0.04085296049238947,005930
30,Samsung_SDI,2017,Q2,정보기술,0.2515354765759516,-0.03997970786315541,-0.007404336401710676,-0.009450359163811095,0.010941000256374345,-0.03997970786315541,-0.0005330650240196189,0.0022231037146047683,-0.009361323669900168,-0.03997970786315541,0.1352974049368339,006400
29,Daeduck_Electronics,2017,Q2,정보기술,0.0909393828576749,-0.04069507162758779,-0.03897187629222909,0.10465160510504878,0.17988266218707172,-0.04069507162758779,-1.5931398748050225,-0.003480936445589222,0.016512322353240627,-0.040695071627587565,0.055753503097684357,008060
30,Samsung_Electro-Mechanics,2017,Q2,정보기술,0.29717039721087224,-0.04063996347667587,-0.028217261294794183,-0.036488554712197585,0.8845446993753264,-0.04063996347667587,-0.04063996347667587,-0.012755035509011803,-0.04688748088117234,-0.04063996347667587,0.34968663889128526,009150
29,LG_Innotek,2017,Q2,정보기술,0.47998704026778993,-0.040645782704319844,-0.0098626764240195,-0.0493054091457803,-0.05327057138368296,-0.040645782704319844,-0.04412448150550352,-0.03400452611396143,0.20129281170461,-0.04064578270431962,0.0711152103198567,011070
30,Samsung_SDS,2017,Q2,정보기술,-0.13498934611908386,-0.04067928712379887,-0.018498289762637787,0.005423801705181974,-0.5256860324216679,-0.040679287123798646,-0.026666629732646108,-0.03912749533453286,-0.07781407564875553,-0.04067928712379887,0.2642909936443389,018260
29,Iljin_Materials,2017,Q2,정보기술,0.18783463840702835,-0.04069634191479232,-0.08082966095864363,-0.027325659601452834,0.02184754215150797,-0.04069634191479232,-0.3058253261598227,-0.049750707202682154,-0.025262307188540722,-0.04069634191479232,0.7610427246659757,020150
30,Sindoh,2017,Q2,정보기술,-0.15634331130283627,-0.04069318775317243,-0.018659037893613784,0.017763368357557097,0.03337890316335412,-0.04069318775317243,-0.022390407436855275,7.148278310464828e-05,-0.003587560248398569,-0.040693187753172655,0.0005987915716108294,029530
29,LG_Display,2017,Q2,정보기술,-0.11224379614291471,-0.039925868905756445,-0.03780730415341882,-0.06838941802414622,-0.28998399508535955,-0.04308104735533336,-0.0557211039868406,-0.05551924565876609,0.07948956334202306,-0.04220009162950866,0.11295092816454315,034220
29,SK_Holdings,2017,Q2,정보기술,-0.027685302644827617,-0.03902277625665729,-0.0032399018793460854,-0.00245687245800541,-0.05917078243784135,-0.03902277625665729,-0.0038412601713078143,0.0020034179759150783,0.42221279244108745,-0.03902277625665751,0.027237659299448533,034730
29,Hanmi_Semiconductor,2017,Q2,정보기술,0.01235798739846243,-0.040695724415953816,0.06654509924234253,0.13750735934326663,-0.03007505534918864,-0.04069572441595404,-0.03645327318123104,-0.006026689864352619,-0.7935047229774961,-0.04069572441595404,0.12930848763078107,042700
29,LG_Electronics,2017,Q2,정보기술,0.22901295405342909,-0.039684676379484696,-0.03885058796390228,0.0001546860443368825,-0.0874285011516851,-0.03617351754560949,-0.06844936741227126,-0.015068676247471213,-0.038367229643036405,-0.0456966546721882,0.06505840163146905,066570
