,name,year,quarter,sector,Relative Return,특정 증권 등 소유 증감 수 변화율,자본총계 변화율,비유동자산 변화율,비유동부채 변화율,총포괄손익 변화율,이익잉여금 변화율,자산총계 변화율,매출액 변화율,전체 주주 수 변화율,Label,Code
3,S_hynix,2023,Q4,정보기술,0.034618672553293164,0.8094243190115136,0.02274507169260276,0.018662999470025365,0.02657288232389543,-4.463327737956017,0.0258656472611265,0.013233135193769674,-0.2579098194766316,0.41635479543597265,0.1425443691703701,000660
3,LG_Corp,2023,Q4,정보기술,-0.008985683846091351,0.0,-0.0012873374988897623,-0.0003125049245586986,0.021922538386691004,-5.669567953020135,-0.004863011933422534,-0.0028845288908674327,0.18148366390010284,0.20289998711557333,-0.062107044600404754,003550
4,Hansol_Technics,2023,Q4,정보기술,-0.19663071328532017,0.0,-0.012656543850652069,-0.03079828020022357,0.394149449133404,-0.6474817792813212,-0.044343558128240534,0.016224451252949357,0.2924388837234564,0.1453570522807145,0.02246901078494519,004710
4,Samsung_Electronics,2023,Q4,정보기술,-0.01932469150744904,-8.458036017669045,0.00627855684382983,-0.03943912654110959,-0.005607177575007505,-0.40474358955993917,0.005546898579458781,-0.008037075647482794,0.07099178253697103,0.19641112609389622,0.05502040708954241,005930
4,Samsung_SDI,2023,Q4,정보기술,-0.2072363348442886,-3.39375,-0.0025220319892858,-0.0642834329541706,0.039511698248709703,-1.6060549575253362,-0.006759084296366291,-0.010028244208664994,0.0067606872154191144,-0.2210508765854846,-0.13345292196817532,006400
3,Daeduck_Electronics,2023,Q4,정보기술,-0.010329486998767401,-0.05902877704101006,-0.00616027322581747,-0.002418723321030436,0.3111796785165374,-8.883547678120912,-0.2396397579850591,-0.007283421938653056,-0.2767430892583238,0.09770992366412212,-0.08562955867169932,008060
4,Samsung_Electro-Mechanics,2023,Q4,정보기술,-0.014547779725062646,-2503.951198065509,-0.0033022662405071124,-0.011203616105795122,-0.2277207966383954,-1.287082634037556,-0.1123729718554074,0.007929632211315374,0.0770085533471101,0.21917744871028366,0.020125490114322922,009150
3,LG_Innotek,2023,Q4,정보기술,-0.18151509093271123,4.138939882152073,-0.050748314088221225,-0.005566681625694736,0.07334114695637683,-0.9131440664940809,-0.08029983591348588,0.005069093107403666,-0.6049595488304413,0.03868627846060846,-0.11794959370912565,011070
4,Samsung_SDS,2023,Q4,정보기술,0.144397652083816,-0.2370462213110811,-0.016646791997025012,-0.04672856078200427,0.041565605186125176,-2.396424078829289,-0.027207946491899504,-0.04057159140802291,-0.08335691900127218,0.2323887640275879,0.16374021949021367,018260
3,Iljin_Materials,2023,Q4,정보기술,-0.13445137023603865,-0.24681208657702913,-0.02823372254994072,-0.056910703244475336,0.09096678222818189,5.005127463326062,-0.12723219911099615,-0.003809673831840499,-0.17882456366656663,0.0006647587714356806,-0.041053026563401,020150
4,Sindoh,2023,Q4,정보기술,-0.05676842040578591,-0.0,-0.0022284644200367687,0.37225732732046324,0.2980530272773039,-0.5367480781353073,-0.005502825953829671,0.007384606281872874,0.10154804559727826,0.15410836024399,-0.08619384180640499,029530
3,LG_Display,2023,Q4,정보기술,-0.13566744054732102,1.0005823387898,0.013568231978587808,0.01820382752773797,0.09265601394164857,-0.6024750962156229,0.04544835976718975,0.016947794144340778,-0.46117175234772545,0.1291526771514402,-0.1378126223890978,034220
3,SK_Holdings,2023,Q4,정보기술,0.015139366603735584,-0.0,0.032362393643299514,0.016107366458137595,0.02428160153795722,-6.038575869658944,0.03756057612419239,0.01794792108268206,-0.2269096655391727,0.07904539522697618,0.11876538213628497,034730
3,Hanmi_Semiconductor,2023,Q4,정보기술,0.7733751202640705,3.8456783563584835,-0.08269667929981717,-0.10351178011007844,-0.2570767434661989,-14.697447103503594,-0.09475065432878926,-0.18628961848509573,-0.681147007689809,-0.37333035403942594,0.08606841389836627,042700
3,LG_Electronics,2023,Q4,정보기술,-0.17312602925559445,-0.0,0.08911310738334388,-0.0030503035823838953,-0.025489748098778797,0.7956639471092981,0.13002227470117556,0.02799712632372886,0.08899368129322027,0.11128984896651217,-0.08034547218184943,066570
