,name,year,quarter,sector,Relative Return,자본금 변화율,1인평균급여 변화율,보유 주식 수 변화율,기초 소유주식 지분율 변화율,자기주식수 변화율,기말 소유주식 지분율 변화율,Label,Code
28,경방,2017,Q4,경기소비재,0.041282164991423786,0.0,0.17463232408846197,0.0057646738553798205,-0.15256752745621838,0.23642783489743402,-0.15300546448087438,0.0378657636253889,000050
28,한국타이어월드와이드,2017,Q4,경기소비재,0.001746463831453167,0.0,-0.01449275362318836,-0.12252292037811086,0.0,7.546662903479273e-07,0.0,-0.012265028214992585,000240
28,기아차,2017,Q4,경기소비재,-0.07666297878411757,-0.022299464765593302,-0.01764705882352946,-0.026185202775347194,0.0,0.0,0.0,0.08011154772467985,000270
28,SK네트웍스,2017,Q4,경기소비재,-0.037047728087738756,999999.0,0.21296296296296302,0.0,0.003996003996004083,424621.6666666667,0.0007460830639143268,-0.07950933387604228,001740
28,넥센타이어,2017,Q4,경기소비재,0.05585901794400728,0.0,0.16993464052287588,-0.2545502074959971,0.013776213072095533,0.0,-0.012683074135588113,0.017348574372646194,002350
28,일신방직,2017,Q4,경기소비재,-0.019008492860209676,0.0,0.03046310147095488,1.2956138544026863,-0.003504672897196248,0.31568303889212457,-0.00859710824540827,-0.0373970022440144,003200
28,쌍용차,2017,Q4,경기소비재,-0.020711474915769197,0.0,-0.006993006993006978,0.0,0.0,0.0,-0.005353466026081,-0.00582287103757566,003620
28,한솔홀딩스,2017,Q4,경기소비재,-0.15442420595960327,0.0,-0.09027777777777779,0.0419860248568118,1.6111753371868978,0.0,0.22873622589531695,0.09069617615827853,004150
28,신세계,2017,Q4,경기소비재,0.5130793044325864,0.0,0.09174311926605494,0.1880643399473052,0.25,0.0,0.25,0.15462042625691982,004170
28,세방전지,2017,Q4,경기소비재,0.03288116412783011,0.0,0.11099934544894485,-0.20907926359425388,0.0,0.0,-0.00024096385542149434,0.02252133201337013,004490
28,조광피혁,2017,Q4,경기소비재,0.0026496563404850917,0.0,0.020788456786273724,-0.3042739175507946,0.15956198670316768,0.02561457131943401,0.1832031249999999,-0.00684497401445058,004700
28,현대차,2017,Q4,경기소비재,-0.04329772808773875,0.0,-0.02352941176470591,-0.015106298930751771,0.10038965639390729,0.0,0.10000000000000009,0.03813772494748714,005380
28,에스엘,2017,Q4,경기소비재,-0.037974506301888096,0.0,-0.02084988458358472,-0.011249392934222224,0.1343297723665824,-0.08497973595049191,0.09188957025937161,0.04866019558467875,005850
28,동아타이어,2017,Q4,경기소비재,0.0,-0.5787922377104247,0.11126317405095665,-0.5777940623454624,0.00805060379528455,-0.5787923397177897,-0.007415858528237118,-0.04098923351082276,007340
28,서연,2017,Q4,경기소비재,-0.1671144756605543,0.0,0.0,0.0017941280191722253,0.4707966692257719,0.0,0.3210198755270024,-0.044521583119631114,007860
28,호텔신라,2017,Q4,경기소비재,0.22507636061213976,0.0,0.08287292817679548,0.0,-0.02298850574712641,0.0,0.02941176470588225,0.2418911230532946,008770
28,한샘,2017,Q4,경기소비재,-0.012244800159810824,0.0,0.13629002591498485,-0.00398865048382846,-0.015192950470981459,0.0825027294652998,-0.00678802838630066,-0.28225481008002434,009240
28,모토닉,2017,Q4,경기소비재,0.12266584179308465,0.0,0.10611580165430934,0.01996894180216624,0.12472331529758995,0.026229712514473258,0.125,0.06820573592469749,009680
28,화신,2017,Q4,경기소비재,-0.14896729014968427,0.0,-0.028846153846153855,-0.06553673851818576,0.001229148375768041,0.0,0.0,-0.09651558164761077,010690
28,현대위아,2017,Q4,경기소비재,-0.1383933070124657,0.0,0.013058944302528186,-0.07955854283066643,-0.25,0.0,-0.25,-0.042813546253434476,011210
28,현대모비스,2017,Q4,경기소비재,-0.04294851040502164,0.0,-0.023569023569023573,-0.02951028876204953,0.0,0.0,0.0,-0.03845266523319882,012330
28,에스원,2017,Q4,경기소비재,0.09869281813074865,0.0,0.07441860465116279,-0.05320832272078069,0.0,0.0,0.0,-0.05067779766378799,012750
28,한온시스템,2017,Q4,경기소비재,-0.06939085903204953,0.0,0.04499917984483881,0.05361826561816718,0.0,0.009083932413767037,0.0,-0.05204916313831523,018880
28,대교,2017,Q4,경기소비재,0.043758050651445425,0.0,0.022708929825724367,-0.050479532183225095,0.37408110440034514,0.05217707943605343,0.38052830188679243,-0.023176632305907868,019680
28,한섬,2017,Q4,경기소비재,0.16834146222945656,0.0,0.25890305366142896,0.6361855455377463,0.0,0.0,0.0,0.038747731152722675,020000
28,코웨이,2017,Q4,경기소비재,-0.04664038977928104,0.0,-0.00417637752411415,0.045401411524008894,0.12366401262463222,-0.11142034590025907,-0.0438699152392098,0.010008958569819083,021240
28,롯데쇼핑,2017,Q4,경기소비재,0.0793924893035656,-0.10697839235547857,0.01658997380530458,0.23088580888701382,-0.18142918271287978,-0.9906772002508913,-0.13794579172610555,-0.051348459880846714,023530
28,삼성물산,2017,Q4,경기소비재,0.06341150130294225,0.0,0.11111111111111116,0.024609237732859723,0.12984985448027309,0.0,0.15355090150381878,-0.08957878696409087,028260
28,세종공업,2017,Q4,경기소비재,0.09097407081446915,0.0,-0.07291153494264202,0.10139088697600185,0.0028114566859953616,0.5100942249852916,-0.017872787804450785,-0.039820768619866505,033530
28,강원랜드,2017,Q4,경기소비재,-0.18326573216788106,0.0,0.008256535947712473,0.0034175564516190082,0.0,0.0,0.0,0.011524773654505684,035250
28,한라홀딩스,2017,Q4,경기소비재,-0.22360296064587828,0.0,0.013773677145007657,0.0,0.04927844649863666,0.0,0.045454545454545414,0.06009632361685735,060980
28,S&T모티브,2017,Q4,경기소비재,-0.025163579232281408,0.0,-0.0535714285714286,-0.07332717225828966,-0.4096774193548387,0.0,0.5024187046492878,-0.17184426697764327,064960
28,현대백화점,2017,Q4,경기소비재,0.10615495552808046,0.0,0.00952380952380949,0.0,0.0,0.2407321781124543,0.0,0.16678846650001888,069960
28,금호타이어,2017,Q4,경기소비재,-0.18942922889687622,0.0,-0.016129032258064502,0.0,0.0,0.0,0.0,0.18608317162264223,073240
28,현대리바트,2017,Q4,경기소비재,0.01667530193102297,0.18964768721414238,-0.22549019607843135,0.2635448603048325,0.43678160919540243,0.0,1.0599999999999996,-0.090993701998795,079430
28,베이직하우스,2017,Q4,경기소비재,-0.15324969968206167,0.0,0.06437465737332593,0.12112956931522656,0.0320935175345376,0.0,0.008649093904447902,0.00589793366981508,084870
28,LF,2017,Q4,경기소비재,0.07534998786104102,0.0,0.03508771929824572,0.16941575794084396,0.012875536480686733,0.0001521108232156454,-0.006231306081754706,0.07725068952967529,093050
28,한세실업,2017,Q4,경기소비재,-0.11439540494577818,0.0,-0.009902927822138752,-0.17473367713092114,0.2635135135135138,0.14564261658576183,0.2659908708281462,-0.048517023628670906,105630
28,영원무역,2017,Q4,경기소비재,-0.10659174740423205,0.0,0.11578947368421044,-0.06878639047459112,0.09999999999999987,0.27717832329251046,0.09978367748279249,0.11258461600337473,111770
28,GKL,2017,Q4,경기소비재,-0.1135006732299349,0.0,987.7956386399986,-0.0666690738822665,0.0,0.0,0.0,-0.041900324567956115,114090
28,한국타이어,2017,Q4,경기소비재,0.03971758269836728,0.0,0.03333333333333344,-0.05285095561773012,-0.039999999999999925,0.0,-0.03977443609022557,-0.10909638114390649,161390
