Variable,VIF
const,1.037371033971426
F_유동자산 변화율,2394531235.6834397
F_비유동자산 변화율,97119990239.05838
F_자산총계 변화율,184941364079.02988
F_유동부채 변화율,10959009871.94411
F_비유동부채 변화율,1015359838.8289714
F_부채총계 변화율,21854707756.444393
F_이익잉여금 변화율,298781126.5109888
F_자본총계 변화율,64400618143.17679
F_매출액 변화율,8494272603.574166
F_영업이익 변화율,5693060.742742731
F_법인세차감전 순이익 변화율,2374205.8495973325
F_당기순이익 변화율,inf
F_당기순이익(손실) 변화율,inf
Relative Return,1.002145808517393
