,name,year,quarter,sector,Relative Return,소비자물가지수 변화율,자산총계 변화율,비유동자산 변화율,이익잉여금 변화율,영업이익 변화율,기초 소유주식 지분율 변화율,Label,Code
16,대림산업,2020,Q4,건설,-0.21579301763586795,-0.3780443147289393,0.006063686070442609,-0.5087750210508719,-0.005284766133762053,-4.623264844103332,-0.0003416467372736598,0.07292815733421597,000210
16,현대건설,2020,Q4,건설,0.06994546045774855,-0.3780443147289393,-0.008444776965455536,0.09368164869425133,-0.016883359446448365,-0.7013415315818894,-0.2857142857142857,0.1974162064211117,000720
16,KCC,2020,Q4,건설,0.02498041641653362,-0.3780443147289393,0.11349519239875994,0.11388270237631337,0.14289642782751022,-0.5857912658426405,0.004853128991060052,0.6421534929688676,002380
16,한일시멘트,2020,Q4,건설,-0.14547281365007764,-0.3780443147289393,-0.03126347971881527,-0.0993465310210846,-0.0020931755732968016,0.2095867429693452,0.0,0.33880704950811363,003300
16,아이에스동서,2020,Q4,건설,0.025096669850702996,-0.3780443147289393,0.0707614308627793,0.06063084333274138,0.02180666715561852,-0.3392927600064167,-0.0010958904109589218,0.1793508924799348,010780
16,현대산업,2020,Q4,건설,-0.1878153767473577,-0.3780443147289393,-0.019908812630519135,-0.012033849025760546,-0.006927189660040911,-0.178132521511697,0.03146755778334742,0.2533327674452463,012630
16,삼성엔지니어링,2020,Q4,건설,-0.08195998672991425,-0.3780443147289393,0.010581677795393096,0.05709908364942318,0.49723441938669866,-0.2926991870476823,-0.002424830261881561,0.3579821921973163,028050
16,대우건설,2020,Q4,건설,0.5392166771579858,-0.3780443147289393,-0.0760747765107962,-0.04544302739489714,0.5498387524184207,-0.16001077549114517,0.5,0.1620721482639212,047040
16,한전기술,2020,Q4,건설,0.0406233475769224,-0.3780443147289393,0.03551907864317427,0.011827940379599333,0.02876245354090079,-0.009537541713684372,1.0,0.9012499083346235,052690
16,LG하우시스,2020,Q4,건설,-0.0677625482199529,-0.3780443147289393,-0.0951617793176105,-0.14550386137848226,-0.5367636400645187,-0.6288765564519889,0.24916915918909943,0.3544996258492094,108670
