접수번호,법인구분,회사코드,회사명,직원 수,총 급여액,1인평균급여,비고,결제일시,연도,분기
20160330002513,Y,00684714,풍산,"1,033","67,261,992,000","65,113,000",-,2015-12-31,2015,Q4
20160330002513,Y,00684714,풍산,82,"3,646,646,000","44,471,000",-,2015-12-31,2015,Q4
20160330002513,Y,00684714,풍산,"2,337","146,636,033,000","62,745,000",-,2015-12-31,2015,Q4
20160330002513,Y,00684714,풍산,125,"6,863,111,000","54,905,000",-,2015-12-31,2015,Q4
20170331003800,Y,00684714,풍산,"1,008","74,737,201,000","74,144,000",-,2016-12-31,2016,Q4
20170331003800,Y,00684714,풍산,83,"4,033,185,000","48,593,000",-,2016-12-31,2016,Q4
20170331003800,Y,00684714,풍산,"2,272","164,419,340,000","72,368,000",-,2016-12-31,2016,Q4
20170331003800,Y,00684714,풍산,126,"7,690,528,000","61,036,000",-,2016-12-31,2016,Q4
20180330002189,Y,00684714,풍산,989,"78,104,958,000","78,974,000",-,2017-12-31,2017,Q4
20180330002189,Y,00684714,풍산,89,"4,345,055,000","48,821,000",-,2017-12-31,2017,Q4
20180330002189,Y,00684714,풍산,"2,136","158,679,082,000","74,288,000",-,2017-12-31,2017,Q4
20180330002189,Y,00684714,풍산,126,"7,685,800,000","60,998,000",-,2017-12-31,2017,Q4
20190401004382,Y,00684714,풍산,"1,110","81,318,281,000","73,260,000",-,2018-12-31,2018,Q4
20190401004382,Y,00684714,풍산,111,"4,917,645,000","44,706,000",-,2018-12-31,2018,Q4
20190401004382,Y,00684714,풍산,"2,143","157,901,511,000","73,682,000",-,2018-12-31,2018,Q4
20190401004382,Y,00684714,풍산,112,"7,838,742,000","69,989,000",-,2018-12-31,2018,Q4
20200330003480,Y,00684714,풍산,"1,119","79,006,707,000","70,605,000",-,2019-12-31,2019,Q4
20200330003480,Y,00684714,풍산,104,"5,334,868,000","51,297,000",-,2019-12-31,2019,Q4
20200330003480,Y,00684714,풍산,"2,008","141,840,944,000","70,638,000",-,2019-12-31,2019,Q4
20200330003480,Y,00684714,풍산,110,"7,274,996,000","66,136,000",-,2019-12-31,2019,Q4
20210318001187,Y,00684714,풍산,"1,111","80,700,959,000","72,638,000",-,2020-12-31,2020,Q4
20210318001187,Y,00684714,풍산,92,"5,031,996,000","54,696,000",-,2020-12-31,2020,Q4
20210318001187,Y,00684714,풍산,"2,016","149,712,082,000","74,262,000",-,2020-12-31,2020,Q4
20210318001187,Y,00684714,풍산,111,"7,994,311,000","72,021,000",-,2020-12-31,2020,Q4
20220317001197,Y,00684714,풍산,"1,131","90,956,809,000","80,926,000",-,2021-12-31,2021,Q4
20220317001197,Y,00684714,풍산,87,"5,282,766,000","59,387,000",-,2021-12-31,2021,Q4
20220317001197,Y,00684714,풍산,"2,053","172,258,516,000","82,705,000",-,2021-12-31,2021,Q4
20220317001197,Y,00684714,풍산,107,"8,925,507,000","81,537,000",-,2021-12-31,2021,Q4
20230316001467,Y,00684714,풍산,"1,101","93,789,131,000","85,295,000",-,2022-12-31,2022,Q4
20230316001467,Y,00684714,풍산,79,"5,567,901,000","72,049,000",-,2022-12-31,2022,Q4
20230316001467,Y,00684714,풍산,"2,114","175,192,352,000","82,018,000",-,2022-12-31,2022,Q4
20230316001467,Y,00684714,풍산,118,"8,956,501,000","74,921,000",-,2022-12-31,2022,Q4
20240314001650,Y,00684714,풍산,"1,098","101,766,393,000","92,282,000",-,2023-12-31,2023,Q4
20240314001650,Y,00684714,풍산,76,"6,012,327,000","78,040,000",-,2023-12-31,2023,Q4
20240314001650,Y,00684714,풍산,"2,178","195,488,506,000","90,298,000",-,2023-12-31,2023,Q4
20240314001650,Y,00684714,풍산,117,"10,618,600,000","90,673,000",-,2023-12-31,2023,Q4
20250313001378,Y,00684714,풍산,"1,137","105,421,289,000","94,325,000",-,2024-12-31,2024,Q4
20250313001378,Y,00684714,풍산,92,"6,884,616,000","84,806,000",-,2024-12-31,2024,Q4
20250313001378,Y,00684714,풍산,"2,360","213,814,552,000","92,083,000",-,2024-12-31,2024,Q4
20250313001378,Y,00684714,풍산,109,"11,159,098,000","93,088,000",-,2024-12-31,2024,Q4
