접수번호,법인구분,회사코드,회사명,직원 수,총 급여액,1인평균급여,비고,결제일시,연도,분기
20160329000890,Y,00131692,서흥,223,"11,467,000,000","51,000,000",-,2015-12-31,2015,Q4
20160329000890,Y,00131692,서흥,90,"2,479,000,000","28,000,000",-,2015-12-31,2015,Q4
20160329000890,Y,00131692,서흥,180,"8,481,000,000","47,000,000",-,2015-12-31,2015,Q4
20160329000890,Y,00131692,서흥,44,"1,317,000,000","30,000,000",-,2015-12-31,2015,Q4
20160329000890,Y,00131692,서흥,41,"1,620,000,000","40,000,000",-,2015-12-31,2015,Q4
20160329000890,Y,00131692,서흥,5,"126,000,000","25,000,000",-,2015-12-31,2015,Q4
20160329000890,Y,00131692,서흥,109,"6,983,000,000","64,000,000",-,2015-12-31,2015,Q4
20160329000890,Y,00131692,서흥,35,"1,604,000,000","46,000,000",-,2015-12-31,2015,Q4
20170330000230,Y,00131692,서흥,227,"12,024,000,000","53,000,000",-,2016-12-31,2016,Q4
20170330000230,Y,00131692,서흥,99,"2,746,000,000","28,000,000",-,2016-12-31,2016,Q4
20170330000230,Y,00131692,서흥,198,"9,836,000,000","50,000,000",-,2016-12-31,2016,Q4
20170330000230,Y,00131692,서흥,54,"1,700,000,000","31,000,000",-,2016-12-31,2016,Q4
20170330000230,Y,00131692,서흥,35,"1,623,000,000","46,000,000",-,2016-12-31,2016,Q4
20170330000230,Y,00131692,서흥,3,"98,000,000","33,000,000",-,2016-12-31,2016,Q4
20170330000230,Y,00131692,서흥,111,"7,725,000,000","70,000,000",-,2016-12-31,2016,Q4
20170330000230,Y,00131692,서흥,39,"1,833,000,000","47,000,000",-,2016-12-31,2016,Q4
20180330001466,Y,00131692,서흥,214,"11,575,000,000","54,000,000",-,2017-12-31,2017,Q4
20180330001466,Y,00131692,서흥,88,"2,911,000,000","33,000,000",-,2017-12-31,2017,Q4
20180330001466,Y,00131692,서흥,204,"9,857,000,000","48,000,000",-,2017-12-31,2017,Q4
20180330001466,Y,00131692,서흥,56,"1,834,000,000","33,000,000",-,2017-12-31,2017,Q4
20180330001466,Y,00131692,서흥,31,"1,475,000,000","48,000,000",-,2017-12-31,2017,Q4
20180330001466,Y,00131692,서흥,4,"112,000,000","28,000,000",-,2017-12-31,2017,Q4
20180330001466,Y,00131692,서흥,100,"5,651,000,000","57,000,000",-,2017-12-31,2017,Q4
20180330001466,Y,00131692,서흥,37,"1,714,000,000","46,000,000",-,2017-12-31,2017,Q4
20190329003967,Y,00131692,서흥,220,"12,615,000,000","57,000,000",-,2018-12-31,2018,Q4
20190329003967,Y,00131692,서흥,94,"3,085,000,000","33,000,000",-,2018-12-31,2018,Q4
20190329003967,Y,00131692,서흥,232,"11,353,000,000","49,000,000",-,2018-12-31,2018,Q4
20190329003967,Y,00131692,서흥,65,"2,341,000,000","36,000,000",-,2018-12-31,2018,Q4
20190329003967,Y,00131692,서흥,39,"1,802,000,000","46,000,000",-,2018-12-31,2018,Q4
20190329003967,Y,00131692,서흥,4,"144,000,000","36,000,000",-,2018-12-31,2018,Q4
20190329003967,Y,00131692,서흥,116,"7,248,000,000","63,000,000",-,2018-12-31,2018,Q4
20190329003967,Y,00131692,서흥,48,"2,399,000,000","50,000,000",-,2018-12-31,2018,Q4
20200327001226,Y,00131692,서흥,620,"35,611,000,000","58,000,000",-,2019-12-31,2019,Q4
20200327001226,Y,00131692,서흥,220,"9,478,000,000","43,000,000",-,2019-12-31,2019,Q4
20210318000555,Y,00131692,서흥,647,"41,594,000,000","64,000,000",-,2020-12-31,2020,Q4
20210318000555,Y,00131692,서흥,220,"10,225,000,000","47,000,000",-,2020-12-31,2020,Q4
20220317000935,Y,00131692,서흥,659,"42,371,000,000","64,000,000",-,2021-12-31,2021,Q4
20220317000935,Y,00131692,서흥,212,"10,502,000,000","50,000,000",-,2021-12-31,2021,Q4
20230316001280,Y,00131692,서흥,587,"39,525,000,000","67,000,000",-,2022-12-31,2022,Q4
20230316001280,Y,00131692,서흥,171,"9,008,000,000","53,000,000",-,2022-12-31,2022,Q4
20240321001350,Y,00131692,서흥,577,"37,634,000,000","65,000,000",-,2023-12-31,2023,Q4
20240321001350,Y,00131692,서흥,162,"7,742,000,000","48,000,000",-,2023-12-31,2023,Q4
20250320000847,Y,00131692,서흥,733,"43,564,000,000","59,000,000",-,2024-12-31,2024,Q4
20250320000847,Y,00131692,서흥,481,"14,739,000,000","31,000,000",-,2024-12-31,2024,Q4
