접수번호,법인구분,회사코드,회사명,직원 수,총 급여액,1인평균급여,비고,결제일시,연도,분기
20160330001223,Y,00101628,경방,165,"5,586,768,000","33,859,000",-,2015-12-31,2015,Q4
20160330001223,Y,00101628,경방,313,"8,745,417,000","27,941,000",-,2015-12-31,2015,Q4
20160330001223,Y,00101628,경방,65,"2,378,522,000","36,593,000",-,2015-12-31,2015,Q4
20160330001223,Y,00101628,경방,72,"1,966,062,000","27,306,000",-,2015-12-31,2015,Q4
20170331001034,Y,00101628,경방,143,"5,149,880,000","36,013,000",-,2016-12-31,2016,Q4
20170331001034,Y,00101628,경방,269,"8,291,209,000","30,822,000",-,2016-12-31,2016,Q4
20170331001034,Y,00101628,경방,78,"2,816,541,000","36,110,000",-,2016-12-31,2016,Q4
20170331001034,Y,00101628,경방,84,"2,056,029,000","24,477,000",-,2016-12-31,2016,Q4
20180330002127,Y,00101628,경방,133,"5,321,328,000","40,010,000",-,2017-12-31,2017,Q4
20180330002127,Y,00101628,경방,226,"7,661,499,000","33,900,000",-,2017-12-31,2017,Q4
20180330002127,Y,00101628,경방,76,"3,191,144,000","41,989,000",-,2017-12-31,2017,Q4
20180330002127,Y,00101628,경방,68,"2,296,719,000","33,775,000",-,2017-12-31,2017,Q4
20190401001920,Y,00101628,경방,119,"4,827,552","40,568",-,2018-12-31,2018,Q4
20190401001920,Y,00101628,경방,171,"6,458,558","37,769",-,2018-12-31,2018,Q4
20190401001920,Y,00101628,경방,89,"3,406,212","38,272",-,2018-12-31,2018,Q4
20190401001920,Y,00101628,경방,83,"2,424,812","29,215",-,2018-12-31,2018,Q4
20200330002419,Y,00101628,경방,76,"2,732,104,000","35,949,000",-,2019-12-31,2019,Q4
20200330002419,Y,00101628,경방,41,"1,203,506,000","29,354,000",-,2019-12-31,2019,Q4
20200330002419,Y,00101628,경방,68,"2,680,886,000","39,425,000",-,2019-12-31,2019,Q4
20200330002419,Y,00101628,경방,74,"2,092,651,000","28,279,000",-,2019-12-31,2019,Q4
20210316000402,Y,00101628,경방,51,"1,877,717,000","36,817,000",-,2020-12-31,2020,Q4
20210316000402,Y,00101628,경방,12,"371,552,000","30,962,000",-,2020-12-31,2020,Q4
20210316000402,Y,00101628,경방,51,"3,524,356,000","36,899,000",-,2020-12-31,2020,Q4
20210316000402,Y,00101628,경방,21,"2,200,100,000","31,278,000",-,2020-12-31,2020,Q4
20220805000069,Y,00101628,경방,44,"2,155,431,000","48,987,000",-,2021-12-31,2021,Q4
20220805000069,Y,00101628,경방,14,"386,786,000","27,628,000",-,2021-12-31,2021,Q4
20220805000069,Y,00101628,경방,82,"3,674,108,000","44,806,000",-,2021-12-31,2021,Q4
20220805000069,Y,00101628,경방,63,"2,147,877,000","34,093,000",-,2021-12-31,2021,Q4
20230317000682,Y,00101628,경방,45,"2,547,860,000","56,619,000",-,2022-12-31,2022,Q4
20230317000682,Y,00101628,경방,17,"629,519,000","37,031,000",-,2022-12-31,2022,Q4
20230317000682,Y,00101628,경방,80,"4,290,390,000","53,630,000",-,2022-12-31,2022,Q4
20230317000682,Y,00101628,경방,51,"1,926,853,000","37,781,000",-,2022-12-31,2022,Q4
20240320000197,Y,00101628,경방,44,"2,429,592,000","55,218,000",-,2023-12-31,2023,Q4
20240320000197,Y,00101628,경방,14,"500,097,000","35,721,000",-,2023-12-31,2023,Q4
20240320000197,Y,00101628,경방,80,"4,902,253,000","61,278,000",-,2023-12-31,2023,Q4
20240320000197,Y,00101628,경방,71,"2,551,109,000","35,931,000",-,2023-12-31,2023,Q4
20250320001362,Y,00101628,경방,39,"2,465,476,000","63,217,000",-,2024-12-31,2024,Q4
20250320001362,Y,00101628,경방,14,"520,867,000","37,204,000",-,2024-12-31,2024,Q4
20250320001362,Y,00101628,경방,85,"5,241,178,000","61,660,000",-,2024-12-31,2024,Q4
20250320001362,Y,00101628,경방,75,"2,940,407,000","39,205,000",-,2024-12-31,2024,Q4
