날짜,시가,고가,저가,종가,거래량,등락률
2015-01-02,1176847,1227214,1176847,1210748,743,0.9692901073699572
2015-01-05,1188470,1198156,1162318,1185565,1966,-2.079953879750369
2015-01-06,1168129,1189439,1160381,1184596,1024,-0.08173318206930873
2015-01-07,1173941,1186533,1166193,1175879,683,-0.7358626907401342
2015-01-08,1158443,1258209,1157475,1249492,1296,6.260252968205061
2015-01-09,1249491,1259177,1214622,1256272,758,0.5426205209797262
2015-01-12,1256272,1274675,1244649,1266927,496,0.8481443509048996
2015-01-13,1288236,1288236,1261115,1264990,831,-0.15288962978924595
2015-01-14,1256272,1319231,1256272,1310514,839,3.598763626589933
2015-01-15,1291142,1315357,1286299,1311483,992,0.07394045389824146
2015-01-16,1295016,1321168,1286298,1312451,952,0.07380957282709727
2015-01-19,1313419,1377346,1313419,1357975,1274,3.468624733418619
2015-01-20,1404467,1412216,1338603,1353132,708,-0.35663395865166886
2015-01-21,1337635,1403500,1337635,1384128,666,2.290685609386224
2015-01-22,1373472,1409310,1366692,1387033,1223,0.20987943311601237
2015-01-23,1387033,1408342,1356038,1361850,556,-1.8156020801235444
2015-01-26,1373473,1373473,1341509,1345384,166,-1.2090905753203363
2015-01-27,1365724,1387033,1355069,1361850,552,1.2238884957751839
2015-01-28,1364755,1384127,1347321,1361850,602,0.0
2015-01-29,1366692,1382190,1341509,1368630,813,0.497852186364137
2015-01-30,1366692,1393813,1356037,1377347,1235,0.636914286549323
2015-02-02,1372504,1397687,1350226,1370567,493,-0.49225068192692184
2015-02-03,1361849,1379284,1346351,1357975,404,-0.918743848348895
2015-02-04,1351195,1367661,1343446,1352164,469,-0.4279165669471088
2015-02-05,1351195,1355069,1336666,1337635,536,-1.074499838776953
2015-02-06,1329885,1352163,1329885,1333760,196,-0.28969038639090633
2015-02-09,1333760,1356038,1333760,1337635,447,0.29053202975047987
2015-02-10,1356038,1356038,1299859,1330855,1263,-0.5068647276723471
2015-02-11,1348289,1350226,1310514,1318263,338,-0.9461586724323836
2015-02-12,1339571,1341509,1316325,1331823,422,1.0286263059799146
2015-02-13,1318262,1341509,1318262,1326980,338,-0.36363690970947343
2015-02-16,1320199,1341508,1316325,1324074,291,-0.21899350404678292
2015-02-17,1335697,1342477,1311482,1320200,466,-0.29258183455003267
2015-02-23,1320200,1341509,1315357,1329886,367,0.733676715649144
2015-02-24,1313419,1330854,1301796,1322137,699,-0.582681523077918
2015-02-25,1323105,1336666,1315357,1325043,335,0.21979567926773097
2015-02-26,1338603,1341509,1292110,1315357,856,-0.7309951450632168
2015-02-27,1308576,1329886,1279518,1300828,928,-1.1045670490976975
2015-03-02,1289205,1326980,1282425,1282425,608,-1.4147143204174573
2015-03-03,1270801,1286299,1254335,1284362,870,0.15104197126537613
2015-03-04,1268864,1276613,1235932,1238838,930,-3.5444835646025035
2015-03-05,1222371,1241743,1221403,1240775,578,0.15635619830841482
2015-03-06,1230119,1245617,1230119,1232057,680,-0.7026253752694888
2015-03-09,1212685,1236900,1211717,1224309,412,-0.6288670085880766
2015-03-10,1217528,1229151,1210748,1210748,840,-1.1076452104819943
2015-03-11,1206873,1230120,1173941,1215591,1643,0.40000066074856205
2015-03-12,1201062,1217528,1180721,1187502,2437,-2.310727868172765
2015-03-13,1197188,1236900,1191376,1231089,926,3.670478028668583
2015-03-16,1223340,1251429,1223340,1233026,500,0.1573403710048583
