날짜,시가,고가,저가,종가,거래량,등락률
2015-01-02,13262,13907,13170,13723,289701,2.7555222763010105
2015-01-05,13723,14045,13492,13769,188964,0.3352036726663266
2015-01-06,13538,13815,13308,13447,214180,-2.338586680223691
2015-01-07,13354,13492,13170,13355,136181,-0.6841674722986539
2015-01-08,13354,13769,13308,13493,167810,1.033320853612879
2015-01-09,13584,13630,13262,13355,203682,-1.02275253835322
2015-01-12,13216,13630,13216,13309,204926,-0.3444402845376263
2015-01-13,13308,13492,13124,13309,202629,0.0
2015-01-14,13446,13446,13170,13217,104841,-0.6912615523330078
2015-01-15,13170,14275,13170,14276,600438,8.012408262086707
2015-01-16,14275,15058,14091,14736,794159,3.22219108994116
2015-01-19,14874,14920,14413,14690,262936,-0.3121606948968513
2015-01-20,14644,14920,14321,14368,265211,-2.1919673247106872
2015-01-21,14367,14690,13907,14138,535236,-1.6007795100222717
2015-01-22,14091,14413,13723,13861,429291,-1.9592587353232425
2015-01-23,13953,14045,13677,13815,279144,-0.3318663877065147
2015-01-26,13999,14321,13907,14092,252535,2.0050669562070214
2015-01-27,14229,14229,12756,12756,660791,-9.48055634402498
2015-01-28,12756,13078,12663,12756,320808,0.0
2015-01-29,12894,12986,12387,12710,272833,-0.3606146127312637
2015-01-30,12802,13032,12525,12618,258040,-0.7238394964594808
2015-02-02,12571,12802,11973,12249,378392,-2.9243937232524964
2015-02-03,12295,12663,12111,12664,279518,3.388031676055188
2015-02-04,12848,13216,12756,13217,550855,4.366708780795957
2015-02-05,13262,13262,12848,13032,278043,-1.3997124914882348
2015-02-06,13078,13124,12848,13032,223128,0.0
2015-02-09,13124,13216,12848,12940,216726,-0.7059545733578882
2015-02-10,12894,13308,12894,13217,217157,2.1406491499227203
2015-02-11,13216,13677,13170,13585,338591,2.7842929560414618
2015-02-12,13677,13677,13354,13631,198221,0.3386087596613912
2015-02-13,13723,13723,13262,13263,148103,-2.6997285599002274
2015-02-16,13170,13400,12848,12848,203375,-3.129005504033778
2015-02-17,12848,12894,12663,12894,113365,0.3580323785803238
2015-02-23,12802,12986,12387,12618,293243,-2.1405304792926945
2015-02-24,12709,13216,12525,13078,288400,3.645585671263275
2015-02-25,13032,13170,12802,12848,192990,-1.7586786970484782
2015-02-26,12940,13308,12709,13309,247933,3.588107098381071
2015-02-27,13216,13815,13170,13677,359651,2.765046209332031
2015-03-02,13723,13861,13584,13631,263378,-0.3363310667544052
2015-03-03,13677,13769,13262,13355,213880,-2.0247964199251705
2015-03-04,13354,13492,13032,13078,278397,-2.0741295394983155
2015-03-05,12986,13216,12894,13217,171251,1.0628536473466892
2015-03-06,13308,14505,13262,14322,1158149,8.360444881591889
2015-03-09,14229,14505,14045,14368,687629,0.3211841921519341
2015-03-10,14505,14644,13538,13907,593693,-3.2085189309576836
2015-03-11,13584,13953,13446,13539,463602,-2.6461494211548144
2015-03-12,13677,14413,13630,13677,627608,1.0192776423664969
2015-03-13,13815,13861,13354,13585,352109,-0.6726621335088104
2015-03-16,13723,13953,13538,13861,306393,2.0316525579683473
2015-03-17,13861,14137,13538,13999,345871,0.995599163119544
2015-03-18,14275,16071,14229,16072,2939381,14.808200585756126
2015-03-19,16117,16347,15703,16164,1842075,0.5724240915878547
2015-03-20,15334,16163,15150,16164,1675307,0.0
2015-03-23,16347,16716,15887,16532,886940,2.2766641920316752
2015-03-24,16486,17084,16209,16394,726606,-0.8347447374788289
2015-03-25,16624,16900,16163,16440,779402,0.2805904599243626
2015-03-26,16486,16716,16071,16302,533189,-0.8394160583941607
2015-03-27,16163,16301,14644,15013,1615021,-7.907005275426328
2015-03-30,14966,15058,14690,14966,518953,-0.31306201292213415
2015-03-31,14966,15196,14367,14598,747745,-2.4589068555392224
2015-04-01,14459,14920,14367,14598,499124,0.0
2015-04-02,14598,14874,14229,14828,689468,1.5755582956569394
2015-04-03,14552,15334,14552,15197,476109,2.488535203668735
2015-04-06,15196,15334,14644,14782,442031,-2.7308021319997366
2015-04-07,14828,14966,14505,14506,282542,-1.867135705587877
2015-04-08,14598,15058,14598,15059,328828,3.812215634909692
2015-04-09,15058,15749,14966,15151,544292,0.6109303406600703
2015-04-10,15104,15473,14644,14782,360790,-2.435482806415418
2015-04-13,14920,15150,14644,15013,273844,1.5627114057637665
2015-04-14,15058,15058,14505,14598,310768,-2.764270965163525
2015-04-15,14505,15012,14505,15013,270995,2.8428551856418687
2015-04-16,14920,15196,14598,15197,266917,1.2256044761206955
2015-04-17,15242,16486,15150,16072,993846,5.757715338553663
2015-04-20,15841,16578,15841,16026,425953,-0.28621204579392734
2015-04-21,16163,16716,16071,16486,623281,2.8703357044802194
2015-04-22,16486,16670,15519,15980,653261,-3.069270896518258
2015-04-23,15933,16992,15426,16855,652417,5.475594493116395
2015-04-24,16762,16992,16301,16624,327271,-1.370513200830614
2015-04-27,16578,17591,16440,17407,547548,4.7100577478344565
2015-04-28,17499,17683,17130,17361,458808,-0.26426150399264664
2015-04-29,17499,18143,17315,17730,663553,2.1254536029030584
2015-04-30,17775,18190,17269,17499,458654,-1.302876480541455
2015-05-04,17545,17637,16532,16532,437667,-5.526030058860506
2015-05-06,16440,17361,16209,17131,484164,3.623276070650859
2015-05-07,17084,17130,16394,16855,252064,-1.6111143540949155
