code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익
240,Hankook_Tire_Worldwide,Automotive_&_Parts,2015,Q4,"462,803,420,793","2,204,129,580,115","2,666,933,000,908","12,788,124,299","87,500,913,886","100,289,038,185","1,255,925,337,803","2,566,643,962,723",223646645298.0,181560298427.0,188075605582.0,172703147138.0,172703147138.0,,
270,Kia_Corp,Automotive_&_Parts,2015,Q4,"12,275,521,000,000","21,710,875,000,000","33,986,396,000,000","9,277,848,000,000","4,707,821,000,000","13,985,669,000,000","16,130,840,000,000","20,000,727,000,000",32699936000000.0,2294966000000.0,3016428000000.0,2507747000000.0,2507747000000.0,,
2350,Nexen_Tire,Automotive_&_Parts,2015,Q4,"659,942,355,719","1,528,736,421,850","2,188,678,777,569","381,557,642,681","815,894,103,970","1,197,451,746,651","892,632,189,557","991,227,030,918",1468926730352.0,175712454772.0,156992860248.0,124765857391.0,124765857391.0,,
3490,Korean_Air,Automotive_&_Parts,2015,Q4,"2,873,562,672,777","20,175,377,272,504","23,048,939,945,281","8,428,114,074,534","12,324,531,908,724","20,752,645,983,258","817,445,410,712","2,296,293,962,023",11308423372686.0,859217822453.0,-498980488727.0,-407682308362.0,-407682308362.0,"369,752,690,000",
3620,SsangYong_Motor,Automotive_&_Parts,2015,Q4,"605,693,863,337","1,441,896,619,827","2,047,590,483,164","878,408,363,253","443,372,917,928","1,321,781,281,181","-92,196,977,649","725,809,201,983",3385555598276.0,-33192923421.0,-58659179889.0,-58659179889.0,-58659179889.0,,
4490,SEBANG_Global_Battery,Automotive_&_Parts,2015,Q4,"688,997,295,500","304,661,882,383","993,659,177,883","214,907,164,091","11,610,087,672","226,517,251,763","710,245,212,487","767,141,926,120",956255738545.0,96389859663.0,104106100822.0,79241404740.0,79241404740.0,,
5380,Hyundai_Motor,Automotive_&_Parts,2015,Q4,"22,098,375,000,000","44,879,849,000,000","66,978,224,000,000","12,173,086,000,000","5,402,092,000,000","17,575,178,000,000","45,112,080,000,000","49,403,046,000,000",44439694000000.0,4267256000000.0,6680063000000.0,,,,
7340,Dong-A_Tire,Automotive_&_Parts,2015,Q4,"157,985,967,703","483,600,007,405","641,585,975,108","72,643,290,165","8,586,102,063","81,229,392,228","515,876,971,637","560,356,582,880",385393011521.0,30103725224.0,35967669610.0,27281473042.0,27281473042.0,"11,863,510,000",
7860,Seoyon,Automotive_&_Parts,2015,Q4,"2,738,458,632","306,902,252,451","309,640,711,083","1,279,127,674","821,613,622","2,100,741,296","571,254,462,197","307,539,969,787",5536746050.0,2458789719.0,3264174757.0,3056011448.0,3056011448.0,,
8490,Seohung,Automotive_&_Parts,2015,Q4,"131,471,012,533","258,578,653,529","390,049,666,062","56,763,931,577","121,823,784,020","178,587,715,597","153,215,407,662","211,461,950,465",233224529726.0,24393514687.0,20786497462.0,19967896300.0,19967896300.0,,
9680,Motonic,Automotive_&_Parts,2015,Q4,"314,930,555,963","109,221,780,041","424,152,336,004","22,581,159,721","17,124,227,118","39,705,386,839","328,592,883,416","384,446,949,165",190845602952.0,5346640100.0,14638082174.0,11977878192.0,11977878192.0,,
10690,Hwashin,Automotive_&_Parts,2015,Q4,"354,442,642,395","295,184,896,627","649,627,539,022","120,464,465,716","86,930,005,089","207,394,470,805","425,672,773,702","442,233,068,217",596770346285.0,5806758811.0,46108157344.0,41153619221.0,41153619221.0,,
12330,Hyundai_Mobis,Automotive_&_Parts,2015,Q4,"9,358,898,000,000","13,479,046,000,000","22,837,944,000,000","3,979,666,000,000","525,073,000,000","4,504,739,000,000","16,918,714,000,000","18,333,205,000,000",19079257000000.0,1920841000000.0,2279275000000.0,1707372000000.0,1707372000000.0,,
18880,Hanon_Systems,Automotive_&_Parts,2015,Q4,"777,060,219,117","1,563,043,245,687","2,340,103,464,804","721,231,543,874","29,569,094,314","750,800,638,188","1,322,499,632,431","1,589,302,826,616",2273904955757.0,48610853916.0,162106507741.0,133578096331.0,133578096331.0,,
20000,Hansum,Automotive_&_Parts,2015,Q4,"515,303,780,893","435,931,208,719","951,234,989,612","119,901,097,771","5,824,604,701","125,725,702,472","713,061,181,738","825,509,287,140",615393889961.0,67209544124.0,102506646037.0,77695416070.0,77695416070.0,,
73240,Kumho_Tire,Automotive_&_Parts,2015,Q4,"1,051,091,841,778","2,271,500,140,920","3,322,591,982,698","1,336,453,919,737","620,606,298,330","1,957,060,218,067","368,354,359,179","1,365,531,764,631",2396367412676.0,39128626793.0,-52876690404.0,-46286978988.0,-46286978988.0,,
86280,Hyundai_Glovis,Automotive_&_Parts,2015,Q4,"2,921,986,197,942","3,625,766,327,484","6,547,752,525,426","2,275,811,344,794","1,494,551,648,993","3,770,362,993,787",,"2,777,389,531,639",11811512414216.0,471504178974.0,369789857207.0,264540415605.0,264540415605.0,"18,750,000,000",
161390,Hankook_Tire_&_Technology,Automotive_&_Parts,2015,Q4,"1,711,032,000,726","4,198,323,630,722","5,909,355,631,448","1,485,735,707,156","741,313,295,280","2,227,049,002,436","1,163,261,103,040","3,682,306,629,012",3358416967127.0,311458621717.0,468262122208.0,352194733603.0,352194733603.0,,
